cluster_ID,genes
1,CD9
2,CD74;IFI27;HLA-B;HLA-E;TXNIP;C10orf10
3,IFITM3;HLA-C;ISG15;IFI6;Endothelial cells LTC4S+ SEMA3G+;WARS;IFI44L;HEG1;CX3CL1;PTMA;CDKN1A;ELF1;LEPR;IFI16;THBD;HLA-A;IFITM2;VAMP5
4,MT1X;MT1M
5,CCL2;MARCKS;C1S;TIMP1;CEBPD;GEM
6,DUSP5;RGS1;ISG20
7,Lymphatics;LMO2;SERPINB9
8,CD69;ALDH1A1;CCL4;PFKFB3;SAMHD1;Glial cells;FAM134B
9,MCL1;ATF3;PNRC1;TNFSF13B;Fibroblasts SFRP2+ SLPI+;SERPING1;Fibroblasts KCNN3+ LY6H+;ADM;TNFAIP6;FAM46A;JUNB;NAMPT
10,ANGPTL1;RPL22;MAB21L2;AHNAK2;CES1;EIF3L;Pericytes RERGL+ NTRK2+
11,FKBP5;LGALS3;CCL19;FNDC3B;TYMP;MT1G;GLRX;ODC1;CD38;MAFF;PLIN2;SMAD3;NFIL3;COMMD3;GALNT2;IFI35;MT1F;PDK1;APOL1;MAFB;RNASE4;SPSB1
12,Pericytes HIGD1B+ STEAP4+;B4GALT5;RNF19B;ANXA2R;PSMB8;Endothelial cells CA4+ CD36+;RBM25;GAK;MYD88;CLEC2B;RNF213;MAX;TAGAP;SAMD4A;IRF7;TLK2;TCF7L2;LGMN;GBP2;SP110;IFIT5;PML;DTX3L;OAS3;TREX1;PRKD2;DDX58;BAG1;IRF2;PI4K2B;TMEM140;GBA;TRIM38;IFIT2;PARP9;PHF11;GJA4;UBE2L6;OGFR;DDX60;ALYREF;TNFRSF10A;ANKFY1;CD274;GCA;SPTLC2;CCDC109B;MYOF;NMI;BCL3;ABLIM3;RBCK1
13,CCL8;STEAP4;BLVRA;IMPA2;NCF1;RASSF4;KIAA0040;LRG1;EPSTI1;IDO1;OPTN;EXT1;RNF114;CRY1;ATP10D;IL15;MB21D1;MTHFD2L;PARP12;SIRPA;SUN2;DCP1A;ACSL1;APOL2;SLC16A1;RTP4;CCDC92;MT1H;TRIM5;LPCAT1;NAPA;CPT1A;HERC6;ETV6;SLC15A3;GBP3;SOCS1;TLR3;CCL5;HELZ2;AKT3;TRIM25;SCO2;TRIM21;SNN;PNPT1;SLC25A28;ST3GAL4;BTN3A3;WHAMM;CASP7;C15orf48;Stromal Cycling cells;TRAFD1;GBP5;ERLIN1;TRIM14;CFB;SLC25A30;C4orf33;SECTM1;IRF9;FNDC4;ZNF385B;ZBP1;USP18;UPP2;UNC93B1;ULK4;TRIM34;TMEM255A;TFEC;TDRD7;TAP2;STARD5;STAP1;SLC1A1;SAA1;S100A8;PUS1;PMM2;PHF15;PDGFRL;PADI2;P2RY6;OASL;NT5C3;NPAS2;NOD2;NEURL3;NDC80;MVB12B;MSR1;MKX;MICB;MCOLN2;MASTL;MAP3K14;LAMP3;IL1RN;IL17RB;IFNLR1;IFI30;HSH2D;HLA-G;HESX1;GZMB;GPX2;GK;G6PC;FZD5;FUT4;FTSJD2;FFAR2;FCGR1A;ETV7;ENPP1;CXCL11;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CD80;CD163;CCR1;CCNA1;C9orf91;C5orf27;C22orf28;BUB1;BCL2L14;BATF2;ARNTL;ARG2;AQP9;APOBEC3A;ANKRD22;AMPH;ABTB2;AIM2;PPM1K;JAK2;TMEM51;CXCL10;PXK;MAP3K5;IL15RA;CXCL9
14,VMP1;STAT1;SPATS2L;Fibroblasts NPY+ SLITRK6+;Fibroblasts SMOC2+ PTGIS+;GBP1;TBX3;SCARB2;Inflammatory fibroblasts IL11+ CHI3L1+;RARRES3;IL6ST;ADAMDEC1;Activated fibroblasts CCL19+ ADAMADEC1+;Fibroblasts ADAMDEC1+
15,TNFAIP3;SOCS2;Endothelial cells DARC+;IL1R1;C4orf32;CYTH1;PMAIP1;PIM3
16,NRN1;TNFSF10;DDX3X;LAP3;GBP4;CHMP5;PSMB9;IFIT3;IFNGR1;ARHGEF3;ADAR;IFI44;LY6E;PLSCR1;IGFBP2;CDK17;TAP1;SLFN5;EHD4;B2M;NCOA3;LIPA;GCH1;MX1;CCND3;VEGFC;XAF1;OAS2;HLA-F;CSRNP1;IFIT1;Endothelial cells CD36+;DDIT4;BST2;SERPINE1;HES4
17,Myofibroblasts GREM1+ GREM2+;Myofibroblasts HHIP+ NPNT+;CYP1B1
