cluster_ID,genes
1,LGALS3;DDIT4;BCL3;MARCKS;PNRC1;ALDH1A1;TNFAIP6;SERPING1;PDGFRL;Fibroblasts KCNN3+ LY6H+;IL6ST;KIAA0040
2,CES1;SPSB1;TCF7L2;FKBP5;IL15RA;TXNIP;Fibroblasts SMOC2+ PTGIS+;ARNTL;PXK;LGMN;Fibroblasts SFRP2+ SLPI+;RNASE4;TNFSF13B;GLRX;FAM46A;ADM;SOCS1
3,C1S;TIMP1;CEBPD;MCL1;RARRES3;APOL1
4,GEM;RPL22;AHNAK2;MAB21L2;EIF3L;GBP2;Myofibroblasts HHIP+ NPNT+;Myofibroblasts GREM1+ GREM2+;CCDC92;GBP1;EPSTI1;PHF11;ADAMDEC1;Activated fibroblasts CCL19+ ADAMADEC1+;CCL19;Fibroblasts ADAMDEC1+;CCL8
5,TYMP;IL1R1;TBX3;IFI35;SPATS2L;OPTN;NAPA;SCARB2;Fibroblasts NPY+ SLITRK6+;STAT1;FNDC3B;TRIM5;RGS1;TNFAIP3
6,PTMA;CHMP5;GJA4;MT1X;ODC1;CCL2;BAG1;ATF3;MT1M;MT1F;Pericytes RERGL+ NTRK2+;Pericytes HIGD1B+ STEAP4+;STEAP4
7,GCA;IRF2;IFIT5;PPM1K;COMMD3;RBM25;GALNT2;DCP1A;PFKFB3;SNN;ANKFY1;GK;SLC15A3;RASSF4;Glial cells;SAMHD1;FAM134B;VMP1;ANGPTL1;ST3GAL4;TMEM255A
8,BLVRA;MT1H;TMEM51;RBCK1;CPT1A;PLIN2;Lymphatics;SIRPA;CCL5;CD38;SERPINB9;TMEM140;PNPT1;GAK
9,SAMD4A;NFIL3;IMPA2;ARG2;JUNB;ATP10D;OGFR;FNDC4;FZD5;FUT4;NDC80;CFB;PDK1;GPX2;MASTL;AMPH;EXT1;SMAD3;SLC25A30;PUS1;Inflammatory fibroblasts IL11+ CHI3L1+;GBP5;ACSL1;MVB12B;UNC93B1;GBA;TRAFD1;ZNF385B;MAP3K5;TRIM14;SECTM1;MICB;B2M;CD69;CXCL10;Stromal Cycling cells;WHAMM;C9orf91;TDRD7;JAK2;ETV7;PMM2;NPAS2;ZBP1;UPP2;TRIM34;TFEC;TAP2;STARD5;STAP1;SLC1A1;SAA1;S100A8;PHF15;PADI2;NT5C3;NOD2;NEURL3;NCF1;MSR1;MKX;MCOLN2;MAP3K14;LAMP3;IL1RN;IL17RB;IFNLR1;IFI30;HSH2D;HLA-G;HESX1;GZMB;G6PC;FTSJD2;FFAR2;FCGR1A;CXCL9;CXCL11;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CD80;CD274;CD163;CCR1;CCNA1;CCL4;C5orf27;C22orf28;BUB1;BCL2L14;AQP9;APOBEC3A;ANKRD22;ABTB2;AIM2
10,Endothelial cells CA4+ CD36+;CYTH1;Endothelial cells DARC+;IL15;AKT3;NCOA3;B4GALT5;MTHFD2L;RNF213;BATF2;BTN3A3;SERPINE1;P2RY6;NMI;LPCAT1;TNFRSF10A;SLC16A1;C4orf33;TRIM21;OASL;RNF19B;TLK2;MB21D1;SCO2;MYD88;TLR3;ENPP1;CRY1;ALYREF;SLC25A28;C15orf48;ETV6;PMAIP1;IDO1
11,IFITM2;LY6E;PIM3;NRN1;LIPA;VAMP5;UBE2L6;MT1G;MAFF;ISG20;C4orf32;HLA-E;ELF1;CCND3;SPTLC2;CDK17;DUSP5;LMO2;PRKD2;ANXA2R;LRG1
12,WARS;HLA-B;HLA-A;ISG15;IFI27;CD74;CLEC2B;TNFSF10;HLA-C;HLA-F;GBP4;PSMB8;ARHGEF3;IFI16;THBD;PSMB9;Endothelial cells CD36+;LAP3;IFI6;TAP1;XAF1;HEG1;EHD4;IFI44L;MX1;TREX1;IFI44;PML;CX3CL1;IGFBP2;IFIT3
13,CDKN1A;C10orf10;LEPR;CSRNP1;BST2;PLSCR1;IFIT1;IFNGR1;SOCS2;CCDC109B;NAMPT
14,IFIT2;SP110;MAFB;TRIM38;MAX;IFITM3;GBP3;CASP7;ADAR;USP18;RTP4;APOL2;DDX58;HERC6;IRF9;RNF114;IRF7;HELZ2;OAS3;OAS2;Endothelial cells LTC4S+ SEMA3G+;SLFN5;ERLIN1;DTX3L;ABLIM3;PARP12;MYOF;PARP9;DDX60;ULK4;PI4K2B;GCH1;TRIM25;TAGAP;CYP1B1;VEGFC
15,HES4;DDX3X;CD9;SUN2
