cluster_ID,genes
1,LY6E;BST2;PLSCR1;APOL1;DDIT4;BCL3;MCL1;IL6ST;SOCS2;IFNGR1;IFIT1;IFITM3;LEPR;CCDC109B;NAMPT
2,LGALS3;C10orf10;CES1;C1S;TIMP1;CEBPD;LGMN;Fibroblasts SFRP2+ SLPI+;RNASE4;TNFSF13B;FAM46A;ADM;GLRX;TNFAIP6;SERPING1;PDGFRL;Fibroblasts KCNN3+ LY6H+;FKBP5;IL15RA;SPSB1;TCF7L2;TXNIP;Fibroblasts SMOC2+ PTGIS+;ARNTL;KIAA0040
3,CCL2;VMP1;BAG1;ATF3;MT1M;GCA;RBM25;GALNT2;COMMD3;RASSF4;Glial cells;SAMHD1;FAM134B;TMEM255A;ANKFY1;SLC15A3;MARCKS;PNRC1;PPM1K;ALDH1A1;ANGPTL1;ST3GAL4
4,Endothelial cells DARC+;C15orf48;ETV6;LPCAT1;PUS1;TNFRSF10A;IL15;SOCS1;PMAIP1;IMPA2;ARG2;DCP1A;PFKFB3;SNN;ACSL1;MVB12B;GK;UNC93B1;CRY1;JUNB;SAMD4A;PXK;ATP10D;OGFR;FNDC4;FZD5;FUT4;NDC80;CFB;PDK1;GPX2;MASTL;AMPH;EXT1;SMAD3;SLC25A30;MAP3K5;GBP5;SECTM1;MICB;B2M;CD69;CXCL10;GBA;TRAFD1;ZNF385B;Stromal Cycling cells;WHAMM;C9orf91;TDRD7;JAK2;ETV7;PMM2;NPAS2;ZBP1;UPP2;TRIM34;TFEC;TAP2;STARD5;STAP1;SLC1A1;SAA1;S100A8;PHF15;PADI2;NT5C3;NOD2;NEURL3;NCF1;MSR1;MKX;MCOLN2;MAP3K14;LAMP3;IL1RN;IL17RB;IFNLR1;IFI30;HSH2D;HLA-G;HESX1;GZMB;G6PC;FTSJD2;FFAR2;FCGR1A;CXCL9;CXCL11;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CD80;CD274;CD163;CCR1;CCNA1;CCL4;C5orf27;C22orf28;BUB1;BCL2L14;AQP9;APOBEC3A;ANKRD22;ABTB2;AIM2;ALYREF;SLC25A28;SERPINE1;P2RY6;TLK2;MB21D1;OASL;TLR3;TRIM14
5,TMEM51;RBCK1;SERPINB9;TMEM140;PLIN2;Lymphatics;SIRPA;CCL5;CD38;MT1H;NCOA3;CPT1A;PNPT1;GAK
6,STAT1;SP110;VEGFC;IRF9;ADAR;USP18;RTP4;PARP12;RNF114;IRF7;HELZ2;OAS3;OAS2;SLFN5;ERLIN1;DTX3L;TRIM38;MAX;CSRNP1;Endothelial cells LTC4S+ SEMA3G+;CASP7;NMI;IRF2;RNF213;IFIT5;PI4K2B;MT1F;APOL2;DDX58;HERC6;GBP3;SLC16A1;C4orf33;TRIM21;MYOF;PARP9;DDX60;RNF19B;ULK4;GCH1;TRIM25;TAGAP
7,RARRES3;TYMP;IL1R1;SCARB2;Fibroblasts NPY+ SLITRK6+;NAPA;FNDC3B;BTN3A3;BATF2;SCO2;MYD88;ENPP1;TNFAIP3;Inflammatory fibroblasts IL11+ CHI3L1+;IDO1;MAFB;Fibroblasts ADAMDEC1+;CCL8
8,CD9;TBX3;IFI35;SUN2;IFIT2;AKT3;RPL22;GBP2;TRIM5;GBP1;EPSTI1;PHF11;ADAMDEC1;Activated fibroblasts CCL19+ ADAMADEC1+;CCL19
9,GEM;Myofibroblasts HHIP+ NPNT+;Myofibroblasts GREM1+ GREM2+;SPATS2L;OPTN;MAB21L2;AHNAK2;RGS1;B4GALT5;MTHFD2L;BLVRA;CCDC92;EIF3L;NFIL3;MT1X;ODC1;Pericytes RERGL+ NTRK2+;Pericytes HIGD1B+ STEAP4+;STEAP4
10,NRN1;LIPA;HLA-E;ELF1;CCND3;SPTLC2;CDK17;DUSP5;LMO2;PRKD2;UBE2L6;MAFF;DDX3X;ISG20;CYP1B1;ABLIM3;PIM3;ANXA2R;LRG1;CYTH1
11,WARS;HLA-B;HLA-A;IFI27;CD74;CLEC2B;TNFSF10;IFIT3;VAMP5;PSMB8;ARHGEF3;HLA-C;HLA-F;GBP4;IFI44;PML;CX3CL1;IFI16;THBD;PSMB9;Endothelial cells CD36+;LAP3;IFI6;TAP1;XAF1;HEG1;EHD4;IFI44L;MX1;TREX1
12,HES4;IFITM2;CDKN1A;ISG15;PTMA;CHMP5;C4orf32;IGFBP2;MT1G;Endothelial cells CA4+ CD36+;GJA4
