cluster_ID,genes
1,CD9;HES4;DDX3X;MT1G
2,SPATS2L;GEM;GBP2;Myofibroblasts HHIP+ NPNT+;Myofibroblasts GREM1+ GREM2+
3,CES1;RPL22;MAB21L2;B4GALT5;AHNAK2;RGS1;SUN2;AKT3
4,ALDH1A1;ANGPTL1;ST3GAL4;PNRC1;PPM1K;VMP1;IRF2;SLC15A3;RBM25;GALNT2;COMMD3;RASSF4;Glial cells;SAMHD1;FAM134B;TMEM255A;ANKFY1
5,MT1X;ODC1;CCL2;BAG1;ATF3;MT1M;Pericytes RERGL+ NTRK2+;Pericytes HIGD1B+ STEAP4+;STEAP4
6,GBP1;EPSTI1;PHF11;ADAMDEC1;Activated fibroblasts CCL19+ ADAMADEC1+;CCL19;MAFB;Fibroblasts ADAMDEC1+;CCL8;SOCS1
7,RARRES3;TYMP;IL1R1;TBX3;IFI35;OPTN;SCARB2;Fibroblasts NPY+ SLITRK6+;NAPA;STAT1;FNDC3B;TRIM5;TNFAIP3
8,IDO1;CYTH1;Endothelial cells DARC+;IL15;IFIT5;RNF213;BATF2;BTN3A3;NMI;LPCAT1;TNFRSF10A;C15orf48;ETV6;ALYREF;SLC25A28;TLK2;SERPINE1;P2RY6;SCO2;MYD88;TLR3;ENPP1;SLC16A1;C4orf33;TRIM21;OASL
9,Inflammatory fibroblasts IL11+ CHI3L1+;GBP5;FNDC4;FZD5;FUT4;CFB;GBA;TRAFD1;ZNF385B;SMAD3;PUS1;MB21D1;PDK1;GPX2;MASTL;AMPH;MAP3K5;TRIM14;SECTM1;MICB;B2M;CD69;CXCL10;Stromal Cycling cells;WHAMM;C9orf91;TDRD7;JAK2;ETV7;PMM2;NPAS2;ZBP1;UPP2;TRIM34;TFEC;TAP2;STARD5;STAP1;SLC1A1;SAA1;S100A8;PHF15;PADI2;NT5C3;NOD2;NEURL3;NCF1;MSR1;MKX;MCOLN2;MAP3K14;LAMP3;IL1RN;IL17RB;IFNLR1;IFI30;HSH2D;HLA-G;HESX1;GZMB;G6PC;FTSJD2;FFAR2;FCGR1A;CXCL9;CXCL11;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CD80;CD274;CD163;CCR1;CCNA1;CCL4;C5orf27;C22orf28;BUB1;BCL2L14;AQP9;APOBEC3A;ANKRD22;ABTB2;AIM2;ACSL1;MVB12B;GK;UNC93B1
10,KIAA0040;EIF3L;SAMD4A;NFIL3;IMPA2;ARG2;PMAIP1;CCDC92;MTHFD2L;MT1F;CRY1;JUNB;DCP1A;PFKFB3;SNN;EXT1;RNF19B;SLC25A30;NDC80;ATP10D;OGFR
11,MAFF;TMEM51;Endothelial cells CA4+ CD36+;RBCK1;BLVRA;MT1H;NCOA3;CPT1A;PLIN2;Lymphatics;SIRPA;CCL5;CD38;SERPINB9;TMEM140;PNPT1;GAK
12,UBE2L6;IFIT1;MAX;IFITM3;GBP3;IFI44;TRIM38;IRF9;ADAR;USP18;RTP4;IFNGR1;Endothelial cells LTC4S+ SEMA3G+;SLFN5;ERLIN1;RNF114;IRF7;PML;CX3CL1;HELZ2;OAS3;OAS2
13,GJA4;ISG20;ABLIM3;PARP12;CSRNP1;CYP1B1;VEGFC;SP110;IFIT2;CASP7;APOL2;DDX58;HERC6;MYOF;PARP9;DTX3L;DDX60;ULK4;PI4K2B;GCH1;TRIM25;TAGAP
14,LGALS3;DDIT4;MARCKS;C1S;TIMP1;CEBPD;APOL1;TNFAIP6;SERPING1;PDGFRL;Fibroblasts KCNN3+ LY6H+
15,C10orf10;LGMN;Fibroblasts SFRP2+ SLPI+;RNASE4;TNFSF13B;FAM46A;ADM;GLRX;SPSB1;TCF7L2;FKBP5;IL15RA;TXNIP;Fibroblasts SMOC2+ PTGIS+;ARNTL;PXK
16,PIM3;IGFBP2;IFI16;THBD;PSMB9;CCND3;Endothelial cells CD36+;TAP1;ARHGEF3;HEG1;EHD4;IFI44L;MX1;TREX1;C4orf32;HLA-E;ELF1;DUSP5;LMO2;PRKD2;SPTLC2;CDK17;ANXA2R;LRG1
17,ISG15;WARS;HLA-B;HLA-A;VAMP5;PSMB8;IFI27;HLA-C;HLA-F;XAF1;GBP4;CD74;CLEC2B;TNFSF10;LAP3;IFI6
18,IFITM2;LY6E;CDKN1A;BST2;PLSCR1;MCL1;SOCS2;LEPR;CCDC109B;NAMPT;IL6ST;BCL3
19,PTMA;CHMP5;NRN1;LIPA;IFIT3;GCA
