cluster_ID,genes
1,LGALS3;DDIT4;MARCKS;C1S;TIMP1;CEBPD;APOL1;TNFAIP6;SERPING1;PDGFRL;Fibroblasts KCNN3+ LY6H+
2,C10orf10;LGMN;Fibroblasts SFRP2+ SLPI+;RNASE4;TNFSF13B;FAM46A;ADM;GLRX;SPSB1;TCF7L2;FKBP5;IL15RA;TXNIP;Fibroblasts SMOC2+ PTGIS+;ARNTL;PXK
3,RARRES3;TYMP;IL1R1;TBX3;IFI35;OPTN;SCARB2;Fibroblasts NPY+ SLITRK6+;NAPA;STAT1;FNDC3B;TRIM5;TNFAIP3
4,GBP1;EPSTI1;PHF11;ADAMDEC1;Activated fibroblasts CCL19+ ADAMADEC1+;CCL19;MAFB;Fibroblasts ADAMDEC1+;CCL8;SOCS1
5,GJA4;KIAA0040;TMEM51;Pericytes RERGL+ NTRK2+;Pericytes HIGD1B+ STEAP4+;STEAP4;CCDC92;MT1F;MTHFD2L;SAMD4A;NFIL3;CRY1;JUNB
6,IFIT2;AKT3;NCOA3;DDX60;LPCAT1;IRF2;RNF213;IFIT5;PI4K2B;APOL2;RTP4;DDX58;HERC6;CASP7;MYOF;PARP9;GBP3;DTX3L;SLC16A1;TRIM21;RNF19B;SLC25A30;EXT1;ULK4;SMAD3;GCH1;TRIM25;TAGAP;PUS1
7,NDC80;CFB;ATP10D;OGFR;FNDC4;FZD5;FUT4;DCP1A;PFKFB3;ACSL1;MVB12B;GK;UNC93B1;Inflammatory fibroblasts IL11+ CHI3L1+;GBP5;ARG2;MB21D1;PDK1;GPX2;MASTL;AMPH;GBA;TRAFD1;ZNF385B;MAP3K5;TRIM14;SECTM1;MICB;B2M;CD69;CXCL10;Stromal Cycling cells;WHAMM;C9orf91;TDRD7;JAK2;ETV7;PMM2;NPAS2;ZBP1;UPP2;TRIM34;TFEC;TAP2;STARD5;STAP1;SLC1A1;SAA1;S100A8;PHF15;PADI2;NT5C3;NOD2;NEURL3;NCF1;MSR1;MKX;MCOLN2;MAP3K14;LAMP3;IL1RN;IL17RB;IFNLR1;IFI30;HSH2D;HLA-G;HESX1;GZMB;G6PC;FTSJD2;FFAR2;FCGR1A;CXCL9;CXCL11;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CD80;CD274;CD163;CCR1;CCNA1;CCL4;C5orf27;C22orf28;BUB1;BCL2L14;AQP9;APOBEC3A;ANKRD22;ABTB2;AIM2
8,Endothelial cells CA4+ CD36+;CYTH1;Endothelial cells DARC+;IL15;BTN3A3;NMI;TNFRSF10A;C15orf48;ETV6;ALYREF;SLC25A28;TLK2;SERPINE1;P2RY6;BATF2;C4orf33;OASL;SCO2;MYD88;TLR3;ENPP1;PMAIP1;IDO1
9,BLVRA;MT1H;RBCK1;CPT1A;PLIN2;Lymphatics;SIRPA;CCL5;CD38;SERPINB9;TMEM140;PNPT1;GAK
10,PTMA;CHMP5;NRN1;LIPA;IFIT3;GCA
11,MT1X;ODC1;CCL2;BAG1;ATF3;MT1M
12,ALDH1A1;ANGPTL1;ST3GAL4;PNRC1;PPM1K;VMP1;RBM25;GALNT2;COMMD3;RASSF4;Glial cells;SAMHD1;FAM134B;TMEM255A;SNN;ANKFY1;SLC15A3
13,IFITM2;LY6E;BST2;PLSCR1;CDKN1A;MCL1;SOCS2;CCDC109B;NAMPT;IL6ST;BCL3
14,UBE2L6;IFIT1;MAX;IFITM3;IFI44;TRIM38;IRF9;ADAR;USP18;IFNGR1;Endothelial cells LTC4S+ SEMA3G+;SLFN5;ERLIN1;RNF114;IRF7;PML;CX3CL1;TREX1;HELZ2;OAS3;OAS2
15,LEPR;CSRNP1;SP110;CYP1B1;VEGFC;ISG20;ABLIM3;PARP12
16,ISG15;WARS;HLA-B;HLA-A;VAMP5;PSMB8;IFI27;HLA-C;HLA-F;XAF1;GBP4;CD74;CLEC2B;TNFSF10;IFI16;LAP3;IFI6
17,C4orf32;MT1G;MAFF;PIM3;IGFBP2;THBD;PSMB9;CCND3;Endothelial cells CD36+;TAP1;ARHGEF3;HEG1;EHD4;IFI44L;MX1;HLA-E;ELF1;DUSP5;LMO2;PRKD2;SPTLC2;CDK17;ANXA2R;LRG1
18,HES4;DDX3X;CD9;SUN2
19,CES1;RPL22;B4GALT5;AHNAK2;RGS1;MAB21L2;EIF3L;IMPA2
20,SPATS2L;GEM;GBP2;Myofibroblasts HHIP+ NPNT+;Myofibroblasts GREM1+ GREM2+
