cluster_ID,genes
1,TNFAIP3;ISG15;GBP2;RNF213;STAT1;TRIM14;VMP1;DDX3X;CYTH1;CCND3;CCDC109B;HLA-F;SOCS1;RARRES3;T cells CD4+ FOSB+;FKBP5;FAM134B;LY6E;SLFN5;SUN2;ADAR;CLEC2B;GBP5;DDIT4;T cells OGT+;RBCK1;Tregs;ARNTL
2,IFI16;TXNIP;PNRC1;IFITM2;CD69;RBM25;SP110;PHF11;ELF1;HLA-E;HLA-A;MAX
3,RGS1;ETV6;IL6ST;PIM3;IL1R1;ALYREF;Immune Cycling cells;BUB1;NDC80;MICB;MB21D1;ETV7;CRY1;OAS3;SLC16A1;CREB3L3;SLC25A30;GEM;Macrophages Metallothionein;ILCs;DC1;BAG1;CD80;CASP7;MASTL;SCO2;MVB12B;GBP3;TDRD7
4,MT1X;ARHGEF3;MAP3K5;OAS2;SMAD3;CCDC92;AKT3;DDX60;DCP1A;RTP4;CDK17;TRAFD1;TLK2;IRF2;IFI6;TAP1;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);T cells CD4+ IL17A+;GZMB;T cells CD8+ KLRG1+;T cells CD8+;NK cells KLRF1+ CD3G-;OPTN;CCL5;ANXA2R
5,GBP4;SERPINB9;PFKFB3;TNFSF13B;TNFSF10;NMI;XAF1;GAK;CCL4;SAMHD1;GBP1;PARP9;DTX3L;CHMP5;GCH1;PSMB9;PSMB8;UBE2L6;SPATS2L;GK;NAMPT;LGALS3;VAMP5;PLSCR1;CEBPD
6,TRIM38;EIF3L;EPSTI1;AIM2;CD74;NCF1;IFI30;GCA;LMO2;IFNGR1;SNN
7,PMAIP1;T cells Naive CD4+;STAP1;KIAA0040;PPM1K;NCOA3;B cells;B cells AICDA+ LRMP+;PXK;MX1;IRF9;WHAMM;PRKD2;PARP12;PUS1;TAGAP
8,JUNB;RPL22;PTMA;CSRNP1;B4GALT5;RNF114;IMPA2;BCL3;FAM46A;ALDH1A1;BLVRA;PLIN2;HES4;PML;LPCAT1;ANKFY1;SPTLC2;SLC25A28;TNFRSF10A;PNPT1;IFI44L;BST2;APOL1;BTN3A3;MT1F;HEG1;EXT1;SAMD4A;MTHFD2L;Mast cells;IFI44;SOCS2;JAK2
9,SPSB1;IL15RA;PI4K2B;PMM2;IRF7;STARD5;TRIM5;IFNLR1;USP18;HERC6;IFIT1;HLA-B;B2M;ARG2;CXCL10;C1S;ANGPTL1;C10orf10;ZNF385B;VEGFC;UPP2;TRIM34;TMEM255A;TLR3;TBX3;TAP2;ST3GAL4;SLC1A1;SERPINE1;SAA1;RNASE4;PHF15;PDGFRL;PADI2;NT5C3;NRN1;NPAS2;NEURL3;MT1M;MT1H;MT1G;MSR1;MKX;MAP3K14;MAB21L2;LEPR;IL17RB;HLA-G;HESX1;GPX2;GJA4;G6PC;FZD5;FUT4;FTSJD2;FNDC4;FFAR2;ENPP1;CYP1B1;CXCL11;CX3CL1;CTCFL;CRP;CMAHP;CLEC4D;CFB;CES1;CCNA1;CCL8;CCL19;C5orf27;C22orf28;BCL2L14;BATF2;ANKRD22;AMPH;AHNAK2;ABLIM3;ABTB2;IL15;IGFBP2;ERLIN1;C4orf33;Macrophages PLA2G2D+;Monocytes CHI3L1+ CYP27A1+;Macrophages LYVE1+;NOD2
10,OGFR;MYD88;TRIM21;TREX1;MCOLN2;DDX58;OASL;HELZ2;ATP10D;CPT1A;APOL2;TRIM25;EHD4;C4orf32;UNC93B1;C9orf91;IFIT2;ACSL1;STEAP4;Macrophages CXCL9+ CXCL10+;Mature DCs;ULK4;IFI35;IFI27;IFIT5;TMEM140;LRG1
11,LAP3;C15orf48;IFITM3;LGMN;TFEC;RNF19B;MAFF;Macrophages CCL3+ CCL4+;CCR1;RASSF4;SERPING1;IL1RN;MAFB;P2RY6;CD274;FCGR1A;AQP9;ADM;TNFAIP6;SLC15A3;NAPA;CXCL9;LAMP3;Macrophages;S100A8;LIPA;SIRPA;SECTM1;CD163;Monocytes S100A8+ S100A9+;ADAMDEC1;CLEC4E;THBD;IFIT3;IDO1;CCL2;MYOF;GBA;Neutrophils S100A8+ S100A9+;APOBEC3A;NFIL3;DC2 CD1D-;DC2 CD1D+;TMEM51;TCF7L2
12,Plasma cells;DUSP5;HLA-C;GLRX;ISG20;COMMD3;ODC1;HSH2D;CD38;GALNT2;PDK1;ZBP1
13,TIMP1;WARS;MARCKS;TYMP;FNDC3B;SCARB2;MCL1;CDKN1A;ATF3;CD9
