cluster_ID,genes
1,MT1X;EPSTI1;ETV6;IL6ST;Tregs;T cells CD4+ IL17A+;CRY1;ETV7;MAP3K5;OAS2;RGS1;PIM3;GEM;IFI44;HES4;IL1R1
2,PSMB9;PSMB8;UBE2L6;PARP9;DDX3X;TNFSF10;ISG15;VMP1;ADAR;XAF1;RBCK1;GBP5;IFI6;TAP1;DDIT4
3,TNFAIP3;SOCS1;RARRES3;HLA-F;CCND3;CCDC109B;CYTH1;SUN2;GBP2;RNF213;STAT1;TRIM14;LY6E;SLFN5;T cells CD4+ FOSB+;FKBP5;FAM134B;T cells OGT+;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);ARNTL;ARHGEF3;CLEC2B;CCL5
4,IFI16;TXNIP;PNRC1;IFITM2;ELF1;HLA-E;HLA-A;CD69;RBM25;SP110;PHF11
5,SAMHD1;GBP1;PFKFB3;TNFSF13B;GK;NAMPT;GBP4;SERPINB9;NMI;VAMP5;PLSCR1;CEBPD;GAK;CCL4;DTX3L;GCH1
6,SPATS2L;TIMP1;LGALS3;B4GALT5;BCL3;SNN;IFITM3;FAM46A;ALDH1A1;BLVRA;CSRNP1;PLIN2;PML;LPCAT1;ATF3;CD9
7,TFEC;LGMN;CCR1;LIPA;SECTM1;CD163;Monocytes S100A8+ S100A9+;ADAMDEC1;CLEC4E;THBD;RNF19B;MAFF;Macrophages CCL3+ CCL4+;RASSF4;SERPING1;IL1RN;MAFB;P2RY6;CD274;FCGR1A;AQP9;ADM;TNFAIP6;NFIL3;Neutrophils S100A8+ S100A9+;APOBEC3A;DC2 CD1D-;DC2 CD1D+;TMEM51;TCF7L2;C4orf33
8,WARS;LAP3;C15orf48;SLC15A3;NAPA;CXCL9;LAMP3;Macrophages;S100A8;SIRPA;IDO1;MYOF;GBA;CCL2
9,TRIM38;EIF3L;CD74;IFNGR1;NCF1;IFI30;GCA;LMO2;UNC93B1;STAP1;AIM2;KIAA0040;PPM1K;NCOA3;B cells;B cells AICDA+ LRMP+;PXK
10,MAX;PMAIP1;DCP1A;JUNB;RPL22;PTMA;T cells Naive CD4+;TNFRSF10A
11,SPTLC2;SLC25A28;ANKFY1;CCDC92;PNPT1;SOCS2;JAK2;SPSB1;RTP4;BST2;HLA-C;APOL1;BTN3A3;MT1F;HEG1;EXT1;SAMD4A;MTHFD2L;Mast cells
12,OPTN;IRF9;ANXA2R;DDX60;CDK17;TRAFD1;TLK2;SMAD3;AKT3;PRKD2;CPT1A;HELZ2;ATP10D;PI4K2B;TAGAP;MCOLN2;WHAMM;PUS1;IRF2;GZMB;T cells CD8+ KLRG1+;T cells CD8+;NK cells KLRF1+ CD3G-
13,ALYREF;Immune Cycling cells;BUB1;NDC80;MICB;RNF114;BAG1;CASP7;MASTL;IMPA2;CD80;MB21D1;OAS3;SCO2;MVB12B;GBP3;PARP12;TDRD7;Macrophages Metallothionein;ILCs;DC1;SLC16A1;CREB3L3;IGFBP2;ERLIN1;SLC25A30;IFI27;PMM2
14,IFI35;IL15RA;IRF7;STARD5;IL15;TRIM5;C9orf91;IFNLR1;USP18;IFIT1;HERC6;HLA-B;B2M;ARG2;NOD2;Macrophages PLA2G2D+;Monocytes CHI3L1+ CYP27A1+;Macrophages LYVE1+;CXCL10;C1S;ANGPTL1;C10orf10;ZNF385B;VEGFC;UPP2;TRIM34;TMEM255A;TLR3;TBX3;TAP2;ST3GAL4;SLC1A1;SERPINE1;SAA1;RNASE4;PHF15;PDGFRL;PADI2;NT5C3;NRN1;NPAS2;NEURL3;MT1M;MT1H;MT1G;MSR1;MKX;MAP3K14;MAB21L2;LEPR;IL17RB;HLA-G;HESX1;GPX2;GJA4;G6PC;FZD5;FUT4;FTSJD2;FNDC4;FFAR2;ENPP1;CYP1B1;CXCL11;CX3CL1;CTCFL;CRP;CMAHP;CLEC4D;CFB;CES1;CCNA1;CCL8;CCL19;C5orf27;C22orf28;BCL2L14;BATF2;ANKRD22;AMPH;AHNAK2;ABLIM3;ABTB2
15,MX1;OGFR;MYD88;CHMP5;TRIM21;EHD4;C4orf32;APOL2;TRIM25;IFIT2;IFIT3;IFI44L;TREX1;ACSL1;STEAP4;Macrophages CXCL9+ CXCL10+;Mature DCs;ULK4;DDX58;OASL;IFIT5;TMEM140;LRG1
16,MARCKS;TYMP;FNDC3B;SCARB2;MCL1;CDKN1A
17,ODC1;HSH2D;CD38;Plasma cells;DUSP5;GALNT2;PDK1;ZBP1;GLRX;ISG20;COMMD3
