cluster_ID,genes
1,DDIT4;RGS1;RBCK1;GBP5;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);ARNTL;IFI6;TAP1;GZMB;MT1X;ARHGEF3;Tregs;T cells CD4+ IL17A+;CRY1;ETV7;IFI44;CCDC92;MAP3K5;OAS2;IL6ST;OPTN;HES4;IL1R1
2,CD69;SP110;LY6E;T cells OGT+;PHF11;RBM25;CCND3;CCDC109B;DDX3X;CYTH1;SUN2;RNF213;TRIM14;ADAR;HLA-F;SLFN5;T cells CD4+ FOSB+;FKBP5;FAM134B;SOCS1;RARRES3;TNFAIP3;CCL5
3,IFI16;GBP4;XAF1;PNRC1;IFITM2;TXNIP;ELF1;HLA-E;HLA-A;MAX;TNFSF10;ISG15;VMP1;PSMB9;PSMB8;PARP9;DTX3L;GBP2;STAT1;SAMHD1;GBP1;CLEC2B
4,MARCKS;TYMP;FNDC3B;SCARB2;MCL1;CDKN1A;Plasma cells;DUSP5;ODC1;HSH2D;CD38;GALNT2;PDK1;ZBP1;GLRX;ISG20;COMMD3
5,T cells Naive CD4+;DCP1A;ANXA2R;IRF9;WHAMM;MX1;SMAD3;CDK17;TRAFD1;TLK2;PRKD2;OGFR;DDX60;IRF2;T cells CD8+ KLRG1+;T cells CD8+;NK cells KLRF1+ CD3G-;ALYREF;Immune Cycling cells;BUB1;NDC80;MICB;KIAA0040;IFIT5;IFI27;C9orf91;TDRD7;MB21D1;OAS3;SLC16A1;ERLIN1;BAG1;CASP7;MASTL;ILCs;DC1;CD80;SCO2;MVB12B;GBP3;TAGAP;HELZ2;ATP10D;CPT1A;C4orf32;APOL2;TRIM25;TRIM21;TREX1;MCOLN2;DDX58;OASL;PARP12;IFI44L;PUS1;TRIM5;ULK4;AKT3;SPSB1;Macrophages Metallothionein;RTP4;PI4K2B
6,IL15;IFI35;TMEM140;NOD2;C4orf33;Macrophages PLA2G2D+;Monocytes CHI3L1+ CYP27A1+;Macrophages LYVE1+;IL15RA;IRF7;STARD5;IFNLR1;USP18;HERC6;IFIT1;HLA-B;B2M;ARG2;CXCL10;C1S;ANGPTL1;C10orf10;ZNF385B;VEGFC;UPP2;TRIM34;TMEM255A;TLR3;TBX3;TAP2;ST3GAL4;SLC1A1;SERPINE1;SAA1;RNASE4;PHF15;PDGFRL;PADI2;NT5C3;NRN1;NPAS2;NEURL3;MT1M;MT1H;MT1G;MSR1;MKX;MAP3K14;MAB21L2;LEPR;IL17RB;HLA-G;HESX1;GPX2;GJA4;G6PC;FZD5;FUT4;FTSJD2;FNDC4;FFAR2;ENPP1;CYP1B1;CXCL11;CX3CL1;CTCFL;CRP;CMAHP;CLEC4D;CFB;CES1;CCNA1;CCL8;CCL19;C5orf27;C22orf28;BCL2L14;BATF2;ANKRD22;AMPH;AHNAK2;ABLIM3;ABTB2;PMM2;IGFBP2;CREB3L3;SLC25A30
7,JUNB;RPL22;PTMA;BST2;ATF3;CD9;PLIN2;PML;LPCAT1;ANKFY1;SPTLC2;SLC25A28;BCL3;FAM46A;ALDH1A1;BLVRA;RNF114;IMPA2;SOCS2;JAK2;TNFRSF10A;PNPT1;HLA-C;APOL1;BTN3A3;MT1F;HEG1;EXT1;SAMD4A;MTHFD2L;Mast cells
8,CSRNP1;TIMP1;NMI;UBE2L6;LGALS3;B4GALT5;SPATS2L;GK;NAMPT;ETV6;SERPINB9;VAMP5;PLSCR1;CEBPD;CHMP5;ACSL1;PFKFB3;TNFSF13B;PIM3;GEM;GCH1;GAK;CCL4
9,WARS;LAP3;SNN;C15orf48;IFITM3;EHD4;SLC15A3;NAPA;CXCL9;LAMP3;Macrophages;S100A8;LIPA;SIRPA;SECTM1;CD163;Monocytes S100A8+ S100A9+;ADAMDEC1;CLEC4E;THBD;IDO1;MYOF;GBA;NFIL3;Macrophages CXCL9+ CXCL10+;Mature DCs;CCL2;DC2 CD1D-;DC2 CD1D+;TMEM51;TCF7L2;MYD88;LGMN;TFEC;RNF19B;MAFF;Macrophages CCL3+ CCL4+;CCR1;RASSF4;SERPING1;IL1RN;MAFB;P2RY6;CD274;FCGR1A;AQP9;ADM;TNFAIP6;IFIT2;IFIT3;STEAP4;Neutrophils S100A8+ S100A9+;APOBEC3A;LRG1
10,TRIM38;EPSTI1;EIF3L;PMAIP1;CD74;IFNGR1;NCF1;IFI30;GCA;LMO2;UNC93B1;STAP1;AIM2;PPM1K;NCOA3;B cells;B cells AICDA+ LRMP+;PXK
