cluster_ID,genes
1,RPL22;PTMA;SP110;EIF3L;TAGAP;B cells;NCF1;TRIM38;T cells Naive CD4+;PPM1K;B cells AICDA+ LRMP+;KIAA0040;STAP1
2,RBM25;IRF2;IFI16;T cells CD8+;T cells CD4+ IL17A+;GEM;HES4;T cells CD4+ FOSB+;Tregs;GBP4;GAK;T cells CD8+ KLRG1+;T cells OGT+;SLFN5;HLA-F;IFI44;ARNTL;CD38;DUSP5;TAP1;Immune Cycling cells;NDC80;PI4K2B;BUB1;MICB;ATP10D;OGFR;PNPT1
3,ADAR;MB21D1;FAM134B;NFIL3;ERLIN1;GALNT2;MYOF;IL15;C10orf10;JAK2;SECTM1;CYP1B1;OASL;IL6ST;HELZ2;TNFRSF10A;HLA-G;PXK;SNN;IFI44L;SMAD3;GBA;APOL1;TCF7L2;ZBP1;IGFBP2;MAP3K5;PARP12;BCL2L14;C9orf91;DDX58;IL1R1;SPSB1;MASTL;TRIM25;FZD5;CFB;PADI2;EXT1;MT1H;C1S;ETV7;STARD5;IFNLR1;ARG2;B2M;ZNF385B;VEGFC;UPP2;TRIM34;TMEM255A;TLR3;TDRD7;TBX3;TAP2;STEAP4;SLC25A30;SLC1A1;SERPINE1;SAMD4A;RNASE4;PHF15;PDGFRL;NT5C3;NRN1;NPAS2;NOD2;NEURL3;MVB12B;MSR1;MKX;MAP3K14;MAB21L2;LEPR;IL17RB;HESX1;GJA4;G6PC;FUT4;FTSJD2;FNDC4;FFAR2;ENPP1;CXCL11;CX3CL1;CTCFL;CRP;CREB3L3;CMAHP;CES1;CCNA1;C5orf27;C22orf28;ANGPTL1;AMPH;AHNAK2;ABTB2;Monocytes CHI3L1+ CYP27A1+;ABLIM3;Macrophages LYVE1+;PUS1;HERC6;DCP1A;TRIM21
4,PLIN2;DC2 CD1D-;DC2 CD1D+;CD9;ALDH1A1;Mast cells;ST3GAL4;ODC1;TRAFD1;LRG1;IL15RA;CPT1A;OPTN;C4orf33;AIM2;IFIT1;BATF2;RTP4;ULK4
5,PMAIP1;MAFF;MAX;CYTH1;APOL2;BCL3;FAM46A;B4GALT5;IFIT2;LPCAT1;HSH2D;GBP3;NK cells KLRF1+ CD3G-;DDX60;ANXA2R;CDK17;CCDC92;OAS3;SLC16A1;SOCS2;HEG1;TRIM5;MCOLN2;TLK2;BTN3A3;PRKD2;SPTLC2;WHAMM;IRF9;CRY1;ANKFY1;IFIT5;IMPA2
6,GLRX;COMMD3;GPX2;IFI27;ISG20;Plasma cells;SAA1;PDK1
7,LGALS3;TIMP1;C15orf48;CD74;IFNGR1;TYMP;NAMPT;BLVRA;PLSCR1;GCA;VAMP5;LAP3;S100A8;IDO1;ATF3;IFITM3;MARCKS;WARS;GBP1;CCDC109B;CCL2;MAFB;IL1RN;Neutrophils S100A8+ S100A9+;ISG15;UBE2L6;Macrophages CCL3+ CCL4+;MT1X;IFI6;SERPINB9;PFKFB3;PIM3
8,VMP1;SPATS2L;PHF11;CHMP5;MT1F;GCH1;GBP5;FNDC3B;APOBEC3A;ACSL1;AQP9;RNF19B;NAPA;RBCK1;IRF7;PARP9;NCOA3;AKT3;TMEM140;EHD4;MX1;CCL19;Macrophages Metallothionein;DC1;ETV6;SLC25A28;MT1M;CASP7;BAG1;IFIT3;PML;ALYREF;MYD88
9,PNRC1;CEBPD;MCL1;CDKN1A;SCO2;GK;IFI35;ILCs;Mature DCs;XAF1;CLEC4D;DTX3L;CD80;IFI30;CD274;THBD;Macrophages CXCL9+ CXCL10+;CXCL10;CD163;ADM;SLC15A3;CCL8
10,SAMHD1;RASSF4;LIPA;EPSTI1;CLEC4E;Macrophages;Monocytes S100A8+ S100A9+;STAT1;TNFSF13B;LGMN;CCR1;CXCL9;ANKRD22;SIRPA
11,FKBP5;USP18;PMM2;RNF114;MT1G;MTHFD2L;TREX1;NMI;ADAMDEC1;SCARB2;SERPING1;Macrophages PLA2G2D+;C4orf32;OAS2;TRIM14;LAMP3;LMO2;P2RY6;UNC93B1;TNFAIP6;TFEC;TMEM51;FCGR1A
12,RGS1;CD69;JUNB;HLA-E;IFITM2;SOCS1;TXNIP;ELF1;DDX3X;BST2;TNFSF10
13,CCL4;TNFAIP3;CCL5;RARRES3;CLEC2B;GZMB;PSMB8;CCND3;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);PSMB9;SUN2;LY6E;GBP2;DDIT4;RNF213;CSRNP1;HLA-C;ARHGEF3;HLA-B;HLA-A
