cluster_ID,genes
1,CD9
2,CD74;IFI27;HLA-B;HLA-E;TXNIP;C10orf10;HLA-C;IFITM3;THBD;HLA-A;IFITM2
3,DUSP5;PTMA;CDKN1A;ELF1;LEPR;IFI16;ISG15;IFI6;Endothelial cells LTC4S+ SEMA3G+;WARS;IFI44L;HEG1;CX3CL1;VAMP5
4,CYP1B1;Myofibroblasts GREM1+ GREM2+;Myofibroblasts HHIP+ NPNT+;ANGPTL1
5,RGS1;ISG20;Lymphatics;SERPINB9;CD38;GLRX
6,NRN1;LAP3;GBP4;CHMP5;PSMB9;IFIT3;IFNGR1;TNFSF10;LMO2;DDX3X;DDIT4;BST2;SERPINE1;Endothelial cells CD36+;B2M;NCOA3;ANXA2R;PSMB8;GCH1;CDK17;TAP1;CSRNP1;IFIT1;MX1;CCND3;VEGFC;XAF1;TRIM38;IFIT2;OAS2;HLA-F;DTX3L;IFIT5;PLSCR1;IGFBP2;ARHGEF3;ADAR;IFI44;SLFN5;EHD4;PML;B4GALT5;LY6E;LIPA;RNF19B
7,RPL22;MAB21L2;AHNAK2;CES1;EIF3L;FNDC3B;ODC1;Fibroblasts NPY+ SLITRK6+;Fibroblasts SMOC2+ PTGIS+;GBP1;TBX3;SCARB2;Inflammatory fibroblasts IL11+ CHI3L1+;COMMD3;GALNT2;IFI35;TYMP;APOL1;SP110;PHF11;MAFB;MAFF;PLIN2;SPSB1;MT1G;RBM25;Endothelial cells CA4+ CD36+;MAX;TAGAP;MT1F;TLK2;RNASE4;SAMD4A;ACSL1;TCF7L2;LGMN;PDK1;GBP2;BLVRA;IMPA2
8,CLEC2B;PARP9;OPTN;GJA4;RNF213;SMAD3;SPTLC2;CCDC109B;MYOF;NMI;GCA;KIAA0040;BCL3;LRG1;IRF7;IRF2;ALYREF;PI4K2B;TMEM140;GBA;SLC15A3;ANKFY1;CD274;DCP1A;GAK;MYD88;BAG1;RASSF4;APOL2;SLC16A1;RTP4;NCF1;RBCK1;TRIM5;UBE2L6;SUN2;OGFR;CCDC92;MT1H;ABLIM3;LPCAT1;NAPA;CPT1A;ETV6;SOCS1;TLR3;CCL5;AKT3;TRIM25;TNFRSF10A;SCO2;HELZ2;TRIM21;SNN;PNPT1;SLC25A28;ST3GAL4;GBP3;BTN3A3;WHAMM;JAK2;TMEM51;CASP7;C15orf48;Stromal Cycling cells;TRAFD1;GBP5;ERLIN1;TRIM14;CFB;SLC25A30;C4orf33;SECTM1;IRF9;FNDC4;ZNF385B;ZBP1;USP18;UPP2;UNC93B1;ULK4;TRIM34;TMEM255A;TFEC;TDRD7;TAP2;STARD5;STAP1;SLC1A1;SAA1;S100A8;PUS1;PMM2;PHF15;PDGFRL;PADI2;P2RY6;OASL;NT5C3;NPAS2;NOD2;NEURL3;NDC80;MVB12B;MSR1;MKX;MICB;MCOLN2;MASTL;MAP3K14;LAMP3;IL1RN;IL17RB;IFNLR1;IFI30;HSH2D;HLA-G;HESX1;GZMB;GPX2;GK;G6PC;FZD5;FUT4;FTSJD2;FFAR2;FCGR1A;ETV7;ENPP1;CXCL11;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CD80;CD163;CCR1;CCNA1;C9orf91;C5orf27;C22orf28;BUB1;BCL2L14;BATF2;ARNTL;ARG2;AQP9;APOBEC3A;ANKRD22;AMPH;ABTB2;AIM2;OAS3;TREX1;PRKD2;DDX58;HERC6;DDX60;EXT1;RNF114;CRY1;ATP10D;IL15;MB21D1;MTHFD2L;PARP12;SIRPA;EPSTI1;IDO1;PPM1K;CXCL10;PXK;MAP3K5;IL15RA;CXCL9
9,MT1X;MT1M;JUNB;HES4;FKBP5;Pericytes RERGL+ NTRK2+;Pericytes HIGD1B+ STEAP4+;NFIL3;CCL8;STEAP4
10,MCL1;RARRES3;IL6ST;LGALS3;Fibroblasts SFRP2+ SLPI+;SERPING1;Fibroblasts KCNN3+ LY6H+;ADM;TNFAIP6;FAM46A;ATF3;PNRC1;VMP1;STAT1;SPATS2L;TNFSF13B;CCL19;ADAMDEC1;Activated fibroblasts CCL19+ ADAMADEC1+;Fibroblasts ADAMDEC1+
11,CD69;ALDH1A1;CCL4;PFKFB3;SAMHD1;Glial cells;FAM134B
12,SOCS2;Endothelial cells DARC+;IL1R1;C4orf32;CYTH1;PMAIP1;PIM3;TNFAIP3;NAMPT
13,CCL2;MARCKS;C1S;TIMP1;CEBPD;GEM
