cluster_ID,genes
1,CD74;NCF1;GCA;EIF3L;LMO2;MARCKS
2,IFI16;PMAIP1;TAGAP;TRIM38;NCOA3;PPM1K;T cells Naive CD4+;PIM3;LPCAT1;IFI30;TLK2;UNC93B1;SP110;KIAA0040
3,CD38;Plasma cells;ISG20;ODC1;B cells;AIM2;PXK;HSH2D;STAP1;ALYREF;Immune Cycling cells;B cells AICDA+ LRMP+;MX1
4,ELF1;RPL22;PTMA;FAM46A;IFIT5;CCL2;SLC25A30;IFIT1;BCL3;SOCS2;PML;TREX1;C15orf48;ACSL1;CD274;PNPT1;SAMD4A;Mast cells
5,BAG1;IRF9;IFI6;NK cells KLRF1+ CD3G-;CASP7;TRAFD1;Macrophages Metallothionein;B2M;DDX58;MB21D1;IL15;OGFR;APOL2;PARP9;IFI44;IFIT3;XAF1;RTP4;NFIL3;ATP10D;IFIT2;MVB12B;TRIM21;ILCs;HEG1;IFI44L;T cells CD4+ IL17A+;MYD88;OAS2;ETV6;APOL1;MAFF;SCO2;B4GALT5;C9orf91;USP18;TCF7L2;OASL;GBA;MT1G;TMEM51;Macrophages LYVE1+
6,ZBP1;C4orf33;GALNT2;WHAMM;MCOLN2;MTHFD2L;EXT1;MICB;SLC25A28;OAS3;HERC6;IFI27;CD80;Monocytes S100A8+ S100A9+;Neutrophils S100A8+ S100A9+;HELZ2;SPSB1;AKT3;TMEM140;ERLIN1;STARD5;TNFRSF10A;TDRD7;NOD2;IFNLR1;ARG2;HLA-G;ZNF385B;VEGFC;UPP2;TRIM34;TNFAIP6;TMEM255A;TLR3;THBD;TBX3;TAP2;STEAP4;ST3GAL4;SLC1A1;SERPINE1;SAA1;S100A8;RNASE4;PHF15;PDGFRL;PADI2;NT5C3;NRN1;NPAS2;NEURL3;MYOF;MT1M;MT1H;MSR1;MKX;MAP3K14;MAB21L2;LRG1;LEPR;IL17RB;IGFBP2;HESX1;GPX2;GJA4;G6PC;FZD5;FTSJD2;FNDC4;FFAR2;FCGR1A;ETV7;ENPP1;CYP1B1;CXCL11;CX3CL1;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CFB;CES1;CCNA1;CCL8;C5orf27;C22orf28;C1S;C10orf10;BCL2L14;BATF2;AQP9;APOBEC3A;ANKRD22;ANGPTL1;AMPH;AHNAK2;ADM;ABTB2;Monocytes CHI3L1+ CYP27A1+;ABLIM3;NDC80;BUB1
7,DUSP5;CSRNP1;CDKN1A;PDK1;NAPA;SERPINB9;C4orf32;IRF7;CCDC92;DTX3L;ARNTL;SMAD3;CDK17;DCP1A;PMM2;IL15RA;GAK;MASTL;PI4K2B;PRKD2;DDX60;GCH1;TRIM5;GK;PUS1;IL1R1;CRY1;RNF114;PARP12;NAMPT;MAP3K5;FNDC3B;EHD4;SLC16A1;MAX;PFKFB3;SPTLC2;BTN3A3;ANKFY1;ULK4;TRIM25;JAK2;FUT4
8,JUNB;VMP1;DDX3X;FKBP5;CYTH1;IL6ST;Tregs
9,SAMHD1;STAT1;GBP1;VAMP5;GBP4;IFNGR1;TNFSF13B;CEBPD;UBE2L6;BST2;EPSTI1;TRIM14;CCR1;GLRX;COMMD3;IFI35;NMI;CHMP5
10,LAP3;WARS;RASSF4;TYMP;SPATS2L;PLSCR1;DC2 CD1D-;DC2 CD1D+;IMPA2;Macrophages CXCL9+ CXCL10+;ADAMDEC1;CXCL9;LIPA;P2RY6;Macrophages;SIRPA;CXCL10;SERPING1;SLC15A3;TFEC;SNN;Mature DCs;DC1;IL1RN;LAMP3;IDO1;CCL19;RNF19B;Macrophages PLA2G2D+;BLVRA;IFITM3;ALDH1A1;LGMN;SCARB2;Macrophages CCL3+ CCL4+;MAFB;CD163;SECTM1
11,LGALS3;TIMP1;CD69;PLIN2;CCL4;PNRC1;TNFSF10;CPT1A;MT1F;ATF3
12,SLFN5;RNF213;ISG15;CCL5;CLEC2B;RARRES3;IFITM2;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);LY6E;GZMB
13,MCL1;TNFAIP3;SOCS1;DDIT4;TAP1;T cells CD4+ FOSB+;HLA-F;GBP5;OPTN;T cells OGT+;RBM25
14,PSMB8;PSMB9;TXNIP;CD9;MT1X;HLA-E;HLA-C;HLA-A;HLA-B;CCND3;CCDC109B;ANXA2R;FAM134B;IRF2;RBCK1;PHF11;T cells CD8+;T cells CD8+ KLRG1+
15,RGS1;GBP2;ARHGEF3;GBP3;SUN2;HES4;ADAR;GEM
