cluster_ID,genes
1,CLEC2B;IL6ST;CCDC109B;PLIN2;TNFAIP3;MT1G;C15orf48;RPL22;PTMA;CCL4;RGS1;CFB;Endothelial cells DARC+;LRG1;B4GALT5;IL15;TRIM25;TAGAP
2,MT1X;ATF3;DDIT4;LY6E;PLSCR1;IFNGR1;IFI16;IFIT3;IFIT1;IFI6;MX1;CDKN1A;CSRNP1;IGFBP2;LEPR;IFI44L;CYP1B1
3,PIM3;DUSP5;THBD;HLA-E;IFITM2;DDX3X;LIPA;CHMP5;SOCS2;NRN1;IFI44;EHD4;GCA;SERPINB9;C4orf32;ELF1;LMO2;SPTLC2;BCL3
4,ARHGEF3;ANXA2R;HEG1;NCOA3;Endothelial cells CD36+;TREX1;IFITM3;TNFRSF10A;SP110;SECTM1;VEGFC;GCH1;CDK17;NMI;PARP12;Endothelial cells LTC4S+ SEMA3G+;SLFN5;PML;PRKD2;CX3CL1;HELZ2;IRF7;XAF1;CYTH1;OAS3;PARP9;IFIT5;SLC25A28;IRF9;OAS2;BTN3A3;TRIM38;SCO2
5,TXNIP;VAMP5;BST2;LAP3;TAP1;MCL1;CCND3;ISG15;UBE2L6;GBP4;ADAR
6,C10orf10;HLA-B;WARS;IFI27;CD74;TNFSF10;PSMB9;HLA-F;PSMB8;HLA-A;HLA-C;IL1R1
7,GEM;ANGPTL1;SAMHD1;SOCS1;CES1;AHNAK2
8,LGMN;TYMP;RARRES3;ADAMDEC1;EPSTI1;Activated fibroblasts CCL19+ ADAMADEC1+;ADM;SPSB1;TNFSF13B;VMP1;PXK;Fibroblasts ADAMDEC1+;TCF7L2
9,C1S;TIMP1;FAM46A;SERPING1;MAFB;FKBP5;Fibroblasts SFRP2+ SLPI+;RNASE4;IL15RA;PDGFRL;Fibroblasts KCNN3+ LY6H+;FNDC4;ALDH1A1;LGALS3;MARCKS;TNFAIP6;ST3GAL4
10,CCL2;MT1M;MAFF;NAMPT;HES4;GJA4;NFIL3;Pericytes HIGD1B+ STEAP4+;Pericytes RERGL+ NTRK2+;PNRC1;KIAA0040;TMEM51;CCL8;CEBPD;STEAP4
11,GBP1;GBP2;TBX3;OPTN;IFI35;PMAIP1;APOL1;SPATS2L;NAPA;OGFR;ABLIM3;RBM25;MYOF;EXT1;CASP7;RTP4;GBP3;RNF213;ETV7;GBP5;SCARB2;ISG20;GLRX;STAT1;PHF11;Fibroblasts NPY+ SLITRK6+;FNDC3B
12,SERPINE1;DCP1A;AKT3;NDC80;MTHFD2L;JUNB;CPT1A;GPX2;MT1F;OASL;APOL2;TLR3;ERLIN1;TRIM5;PI4K2B;DTX3L;B2M;C9orf91;DDX60;PNPT1;RNF19B;MYD88;MVB12B;CCL5;CD69;FZD5;ATP10D;MAP3K5
13,SAMD4A;CRY1;GBA;Fibroblasts SMOC2+ PTGIS+;HERC6;ETV6;TLK2;ACSL1;LPCAT1;ALYREF;PUS1;NPAS2;TRIM21;SLC25A30;ABTB2;C4orf33;DDX58;IDO1;TRAFD1;JAK2;CXCL10;CXCL11;STARD5;BATF2;ARNTL;SMAD3;AMPH;FUT4;Inflammatory fibroblasts IL11+ CHI3L1+;ENPP1;MB21D1;TDRD7;NCF1;CD274;MICB;WHAMM;Stromal Cycling cells;PDK1;MASTL;ZNF385B;ZBP1;UPP2;TRIM34;TFEC;TAP2;STAP1;SLC1A1;SAA1;S100A8;PMM2;PHF15;PADI2;P2RY6;NT5C3;NOD2;NEURL3;MT1H;MSR1;MKX;MCOLN2;MAP3K14;LAMP3;IL1RN;IL17RB;IFNLR1;IFI30;HSH2D;HLA-G;HESX1;GZMB;G6PC;FTSJD2;FFAR2;FCGR1A;CXCL9;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CD80;CD163;CCR1;CCNA1;C5orf27;C22orf28;BUB1;BCL2L14;AQP9;APOBEC3A;AIM2;ANKRD22;ULK4;GK;CCL19;SIRPA;CD38
14,TMEM140;UNC93B1;FAM134B;GALNT2;RNF114;PPM1K;MAX;RASSF4;SNN;Glial cells;RBCK1;PFKFB3;ARG2;IFIT2;SLC15A3;TMEM255A;USP18;IRF2;ANKFY1;GAK;TRIM14
15,CD9;BAG1;ODC1;SUN2;Myofibroblasts HHIP+ NPNT+;Myofibroblasts GREM1+ GREM2+;IMPA2;EIF3L;MAB21L2;BLVRA;CCDC92;COMMD3;SLC16A1
