cluster_ID,genes
1,DDIT4;LGALS3;CCDC109B;ATF3;MT1M;MT1X;CYP1B1;CDKN1A;CSRNP1;MAFF;BCL3;NAMPT
2,CLEC2B;IFI16;IFIT3;SOCS2;NRN1;IFIT1;IFI6;PIM3;DUSP5;THBD;IGFBP2;LIPA;CHMP5;HLA-E;IFITM2;C4orf32;ELF1;LMO2;DDX3X;IFNGR1;LEPR;ANXA2R;MX1;IFI44;EHD4;IFI44L;ARHGEF3;GCA;Endothelial cells CD36+;TNFRSF10A;SPTLC2;LRG1
3,CDK17;PML;PRKD2;CX3CL1;HELZ2;IRF7;XAF1;CYTH1;OAS3;Endothelial cells LTC4S+ SEMA3G+;SLFN5;HEG1;NCOA3;MYOF;IFIT5;PARP9;SLC25A28;DDX60;TREX1;IFITM3;IRF9;OAS2;RBM25;ADAR;PARP12;BTN3A3;TRIM38;SCO2;SP110;SECTM1;VEGFC;GCH1;NMI;IFIT2;SLC15A3;ABLIM3;GJA4
4,LY6E;PLSCR1;MCL1;VAMP5;BST2;LAP3;TAP1;GBP4;TXNIP;CCND3;ISG15;UBE2L6
5,C10orf10;HLA-B;WARS;IFI27;CD74;TNFSF10;PSMB9;HLA-F;PSMB8;HLA-A;HLA-C;IL1R1
6,GBP2;SAMHD1;VMP1;PXK;LGMN;SOCS1;Fibroblasts ADAMDEC1+;TCF7L2;ADM;SPSB1;IL6ST;TNFSF13B;TYMP;RARRES3;ADAMDEC1;EPSTI1;Activated fibroblasts CCL19+ ADAMADEC1+;CASP7;CCL8
7,ODC1;BAG1;MAX;TNFAIP3;Endothelial cells DARC+;MT1G;C15orf48;RPL22;PTMA;TRIM5;RGS1;CFB;IL15;B4GALT5;DTX3L;CCL4;PI4K2B;PLIN2;SERPINB9;TMEM140;GALNT2;PMAIP1;JUNB;CPT1A;GPX2;MT1F;OASL;TMEM51;SERPINE1;PFKFB3;SNN;FAM134B;DCP1A;AKT3;APOL2;ERLIN1;RNF19B;MVB12B;C9orf91;CCL5
8,SAMD4A;STEAP4;NFIL3;Pericytes HIGD1B+ STEAP4+;Pericytes RERGL+ NTRK2+;RASSF4;TMEM255A;USP18;ANKFY1;Glial cells;ARG2;TLK2;PUS1;B2M;ABTB2;NPAS2;TRIM21;SLC25A30;ACSL1;LPCAT1;ETV6;TRIM25;TAGAP;SIRPA;CD38;IRF2;DDX58;TRIM14;C4orf33;IDO1;PNPT1;TLR3;MYD88;CD69;FZD5;ATP10D;MAP3K5;HERC6;MB21D1;TDRD7;NCF1;CD274;ARNTL;SMAD3;AMPH;FUT4;ALYREF;JAK2;MICB;PDK1;MASTL;ZNF385B;ZBP1;UPP2;TRIM34;TFEC;TAP2;STAP1;SLC1A1;SAA1;S100A8;PMM2;PHF15;PADI2;P2RY6;NT5C3;NOD2;NEURL3;MT1H;MSR1;MKX;MCOLN2;MAP3K14;LAMP3;IL1RN;IL17RB;IFNLR1;IFI30;HSH2D;HLA-G;HESX1;GZMB;G6PC;FTSJD2;FFAR2;FCGR1A;CXCL9;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CD80;CD163;CCR1;CCNA1;C5orf27;C22orf28;BUB1;BCL2L14;AQP9;APOBEC3A;AIM2;ANKRD22;GAK;Stromal Cycling cells;WHAMM;ULK4;GK;TRAFD1;CXCL10;CXCL11;STARD5;BATF2;Inflammatory fibroblasts IL11+ CHI3L1+;ENPP1;CCL19
9,OPTN;IFI35;TBX3;GBP1;CEBPD;KIAA0040;OGFR;RBCK1;RNF114;NDC80;UNC93B1;RTP4;SCARB2;ISG20;GLRX;STAT1;PHF11;Fibroblasts NPY+ SLITRK6+;FNDC3B;EXT1;GBP3;RNF213;ETV7;GBP5;APOL1;SPATS2L;NAPA;PPM1K;Fibroblasts SMOC2+ PTGIS+;GBA
10,CD9;GEM;ANGPTL1;HES4;PNRC1;SUN2;Myofibroblasts HHIP+ NPNT+;Myofibroblasts GREM1+ GREM2+;IMPA2;EIF3L;MAB21L2;MTHFD2L;COMMD3;SLC16A1;BLVRA;CCDC92;CRY1;CES1;AHNAK2
11,C1S;TIMP1;FAM46A;SERPING1;MAFB;FKBP5;Fibroblasts SFRP2+ SLPI+;RNASE4;IL15RA;PDGFRL;Fibroblasts KCNN3+ LY6H+;FNDC4;ALDH1A1;MARCKS;TNFAIP6;ST3GAL4;CCL2
