cluster_ID,genes
1,IFIT1;IFIT3;TREX1;IFITM3;CDK17;PML;PRKD2;CX3CL1;HELZ2;IRF7;XAF1;CYTH1;OAS3;SP110;SECTM1;VEGFC;GCH1;SLFN5;ADAR;Endothelial cells LTC4S+ SEMA3G+;HEG1;NCOA3;IFIT5;PARP9;SLC25A28;DDX60;IRF9;OAS2;PARP12;BTN3A3;TRIM38;SCO2;NMI;IFIT2;SLC15A3;GJA4
2,CLEC2B;IFI16;IFNGR1;IFI6;PIM3;DUSP5;THBD;IGFBP2;MX1;IFI44;EHD4;ARHGEF3;GCA;Endothelial cells CD36+;TNFRSF10A;IFI44L;CYP1B1;LEPR;ANXA2R;LIPA;CHMP5;HLA-E;IFITM2;C4orf32;ELF1;LMO2;DDX3X;SOCS2;NRN1;Endothelial cells DARC+;SPTLC2;LRG1
3,MT1X;ATF3;MT1M;CDKN1A;CSRNP1;MAFF;BCL3;NAMPT
4,C10orf10;HLA-B;WARS;IFI27;CD74;TNFSF10;PSMB9;HLA-F;PSMB8;HLA-A;HLA-C;IL1R1
5,LY6E;PLSCR1;MCL1;VAMP5;BST2;LAP3;TAP1;GBP4;TXNIP;CCND3;ISG15;UBE2L6
6,IL6ST;LGMN;ADM;TYMP;RARRES3;ADAMDEC1;EPSTI1;Activated fibroblasts CCL19+ ADAMADEC1+;CCL8;SOCS1;Fibroblasts ADAMDEC1+;TCF7L2;TNFSF13B;GBP2;SAMHD1;VMP1;PXK
7,TNFAIP3;PLIN2;TMEM140;GALNT2;MT1G;C15orf48;RPL22;PTMA;TRIM5;RGS1;CFB;SERPINB9;PFKFB3;IL15;B4GALT5;DTX3L;CCL4;PI4K2B;SERPINE1;TMEM51;JUNB;CPT1A;GPX2;MT1F;OASL;PNPT1;RNF19B;MYD88;C9orf91;CCL5;CD69;DCP1A;AKT3;APOL2;ERLIN1;ANKFY1;MVB12B;FAM134B;ODC1;MAX;RASSF4;SNN
8,NFIL3;Pericytes HIGD1B+ STEAP4+;ETV6;TRIM25;TAGAP;ARG2;HERC6;TLK2;PUS1;B2M;ABTB2;NPAS2;TRIM21;SLC25A30;ACSL1;LPCAT1;CD38;TMEM255A;USP18;Glial cells;ATP10D;MAP3K5;IRF2;C4orf33;IDO1;TLR3;FZD5;GAK;Stromal Cycling cells;WHAMM;ULK4;GK;BATF2;Inflammatory fibroblasts IL11+ CHI3L1+;ENPP1;DDX58;TRIM14;CXCL11;STARD5;MB21D1;TDRD7;NCF1;CD274;ARNTL;SMAD3;AMPH;FUT4;ALYREF;JAK2;MICB;PDK1;MASTL;ZNF385B;ZBP1;UPP2;TRIM34;TFEC;TAP2;STAP1;SLC1A1;SAA1;S100A8;PMM2;PHF15;PADI2;P2RY6;NT5C3;NOD2;NEURL3;MT1H;MSR1;MKX;MCOLN2;MAP3K14;LAMP3;IL1RN;IL17RB;IFNLR1;IFI30;HSH2D;HLA-G;HESX1;GZMB;G6PC;FTSJD2;FFAR2;FCGR1A;CXCL9;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CD80;CD163;CCR1;CCNA1;C5orf27;C22orf28;BUB1;BCL2L14;AQP9;APOBEC3A;AIM2;ANKRD22;CCL19
9,OPTN;IFI35;TBX3;GBP1;PMAIP1;SCARB2;ISG20;GLRX;Fibroblasts NPY+ SLITRK6+;FNDC3B;STAT1;PHF11;GBP3;TRAFD1;ETV7;GBP5;CXCL10;RBM25;OGFR;ABLIM3;MYOF;EXT1;CASP7;RBCK1;NAPA;NDC80;UNC93B1;RTP4;RNF213;SIRPA
10,CD9;GEM;ANGPTL1;HES4;PNRC1;SUN2;BAG1;EIF3L;COMMD3;SLC16A1;Myofibroblasts HHIP+ NPNT+;Myofibroblasts GREM1+ GREM2+;IMPA2;BLVRA;CCDC92;Pericytes RERGL+ NTRK2+;CRY1;MAB21L2;MTHFD2L;CES1;AHNAK2
11,C1S;TIMP1;FAM46A;SERPING1;Fibroblasts SFRP2+ SLPI+;RNASE4;MAFB;FKBP5;PDGFRL;DDIT4;LGALS3;CCDC109B;ALDH1A1;MARCKS;ST3GAL4
12,CCL2;TNFAIP6;APOL1;IL15RA;RNF114;SPATS2L;PPM1K;CEBPD;STEAP4;KIAA0040;SPSB1;Fibroblasts KCNN3+ LY6H+;FNDC4;Fibroblasts SMOC2+ PTGIS+;GBA;SAMD4A
