cluster_ID,genes
1,MT1X;ATF3;MT1M;CDKN1A;CSRNP1;MAFF;BCL3;NAMPT
2,PLIN2;TMEM140;GALNT2;SERPINB9;JUNB;Endothelial cells DARC+;MT1G;C15orf48;IL15;RPL22;RGS1;CFB;PTMA;TRIM5;GPX2;CCL4;PI4K2B;LRG1;B4GALT5;PARP12
3,MCL1;ISG15;UBE2L6;GBP4;SLFN5;RBM25;ADAR;SP110;OGFR;ABLIM3;MYOF;PARP9;NCOA3;NMI;IFIT5;IRF9;OAS2;SLC25A28;DDX60;IDO1;SECTM1;OAS3;GCH1;BTN3A3;TRIM38;DDX58;SCO2
4,PLSCR1;IFI16;IFIT3;IFI6;MX1;IFI44;IFI44L;IFNGR1;CCND3;ANXA2R;LEPR;CYP1B1;CDK17;Endothelial cells LTC4S+ SEMA3G+;Endothelial cells CD36+;TREX1;CX3CL1;PML;PRKD2;HELZ2;IRF7;XAF1;HEG1;CYTH1;GCA;ARHGEF3;TNFRSF10A;VEGFC
5,CLEC2B;IL6ST;IL1R1;TNFAIP3
6,C10orf10;HLA-B;WARS;IFI27;CD74;TNFSF10;PSMB9;HLA-F;PSMB8;HLA-A;HLA-C;VAMP5;BST2;LAP3;TAP1
7,IGFBP2;PIM3;DUSP5;THBD;HLA-E;IFITM2;C4orf32;ELF1;LMO2;SPTLC2;SOCS2;NRN1;EHD4;LIPA;CHMP5;DDX3X
8,ALDH1A1;LGALS3;CCDC109B;LY6E;DDIT4;IFIT1
9,CCL2;MARCKS;TNFAIP6;ST3GAL4;PDGFRL;APOL1;IL15RA;RNF114;SPATS2L;PPM1K;RNASE4;SPSB1;Fibroblasts KCNN3+ LY6H+;FNDC4;Fibroblasts SMOC2+ PTGIS+;GBA;SAMD4A
10,C1S;FKBP5;SERPING1;Fibroblasts SFRP2+ SLPI+;TIMP1;FAM46A;MAFB
11,GEM;ANGPTL1;SAMHD1;SOCS1;CES1;AHNAK2
12,CD9;BAG1;ODC1;SUN2;Myofibroblasts HHIP+ NPNT+;Myofibroblasts GREM1+ GREM2+;IMPA2;BLVRA;EIF3L;MAB21L2
13,TXNIP;TYMP;RARRES3;LGMN;ADM;TNFSF13B;VMP1;ADAMDEC1;EPSTI1;Activated fibroblasts CCL19+ ADAMADEC1+;Fibroblasts ADAMDEC1+;TCF7L2
14,GBP1;GBP2;TBX3;OPTN;IFI35;PMAIP1;SCARB2;ISG20;CASP7;EXT1;RTP4;RNF213;GBP3;TRAFD1;ETV7;GBP5;COMMD3;GLRX;STAT1;PHF11;NAPA;Fibroblasts NPY+ SLITRK6+;FNDC3B
15,PXK;MAX;RASSF4;SNN;Glial cells;CCDC92;IRF2;ANKFY1;GAK;WHAMM;TRIM14;RBCK1;PFKFB3;IFIT2;SLC15A3;TMEM255A;USP18;UNC93B1;FAM134B
16,SLC16A1;IFITM3;C4orf33;DTX3L;ARG2;TLK2;PUS1;B2M;ABTB2;NPAS2;TRIM21;SLC25A30;ACSL1;LPCAT1;ETV6;TRIM25;TAGAP
17,CRY1;SIRPA;CD38;HERC6;MB21D1;TDRD7;NCF1;CD274;MICB;ALYREF;Stromal Cycling cells;PDK1;MASTL;ZNF385B;ZBP1;UPP2;TRIM34;TFEC;TAP2;STAP1;SLC1A1;SAA1;S100A8;PMM2;PHF15;PADI2;P2RY6;NT5C3;NOD2;NEURL3;MT1H;MSR1;MKX;MCOLN2;MAP3K14;LAMP3;IL1RN;IL17RB;IFNLR1;IFI30;HSH2D;HLA-G;HESX1;GZMB;G6PC;FTSJD2;FFAR2;FCGR1A;CXCL9;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CD80;CD163;CCR1;CCNA1;C5orf27;C22orf28;BUB1;BCL2L14;AQP9;APOBEC3A;AIM2;ANKRD22;ULK4;GK;BATF2;ARNTL;SMAD3;AMPH;FUT4;Inflammatory fibroblasts IL11+ CHI3L1+;ENPP1;JAK2;CXCL10;CXCL11;STARD5;CCL19
18,CEBPD;DCP1A;AKT3;NDC80;SERPINE1;MTHFD2L;CPT1A;MT1F;OASL;APOL2;TLR3;ERLIN1;PNPT1;RNF19B;MYD88;MVB12B;C9orf91;CCL5;CD69;FZD5;ATP10D;MAP3K5
19,HES4;GJA4;NFIL3;Pericytes HIGD1B+ STEAP4+;Pericytes RERGL+ NTRK2+;PNRC1;STEAP4;KIAA0040;TMEM51;CCL8
