cluster_ID,genes
1,C10orf10;HLA-B;WARS;IFI27;CD74;TNFSF10;PSMB9;HLA-F;PSMB8;HLA-A;HLA-C;IL1R1
2,LY6E;PLSCR1;MCL1;VAMP5;BST2;LAP3;TAP1;GBP4;TXNIP;CCND3;ISG15;UBE2L6
3,IFI16;IFIT3;IFNGR1;SOCS2;NRN1;IFIT1;IFI6;LIPA;CHMP5;HLA-E;IFITM2;C4orf32;ELF1;LMO2;DDX3X;PIM3;DUSP5;THBD;IGFBP2;MX1;IFI44;EHD4;ARHGEF3;GCA;Endothelial cells CD36+;TNFRSF10A;LEPR;IFI44L;CYP1B1;ANXA2R;SPTLC2
4,PML;PRKD2;CDK17;NMI;PARP12;CX3CL1;HELZ2;IRF7;XAF1;CYTH1;OAS3;SECTM1;VEGFC;GCH1;TREX1;IFITM3;SLFN5;ADAR;Endothelial cells LTC4S+ SEMA3G+;HEG1;NCOA3;IFIT5;PARP9;SLC25A28;DDX60;IRF9;OAS2;BTN3A3;TRIM38;SCO2;GJA4
5,CCDC109B;PLIN2;TNFAIP3;IL15;CLEC2B;IL6ST;LRG1
6,MT1X;ATF3;MT1M;CDKN1A;CSRNP1;MAFF;BCL3;NAMPT
7,C1S;TIMP1;FAM46A;SERPING1;Fibroblasts SFRP2+ SLPI+;RNASE4;MAFB;FKBP5;PDGFRL;DDIT4;LGALS3;ALDH1A1;MARCKS;TNFAIP6;ST3GAL4
8,CCL2;ANGPTL1;SOCS1;TNFSF13B;SAMHD1;VMP1;PXK;LGMN;ADM;ADAMDEC1;Activated fibroblasts CCL19+ ADAMADEC1+;Fibroblasts ADAMDEC1+;TCF7L2;CCL8
9,PMAIP1;ODC1;SERPINB9;TMEM140;TMEM51;JUNB;MT1F;OASL;CPT1A;AKT3;RNF19B;APOL2;ERLIN1;Endothelial cells DARC+;MT1G;C15orf48;RPL22;PTMA;TRIM5;B4GALT5;DTX3L;CCL4;PI4K2B;RGS1;CFB;GPX2;C9orf91;CCL5
10,SP110;GALNT2;MAX;RASSF4;SNN;DCP1A;UNC93B1;FAM134B;RBCK1;IRF2;IFIT2;SLC15A3;TMEM255A;USP18;PFKFB3;ARG2;GAK;MVB12B;ANKFY1;Glial cells;TRIM14
11,NFIL3;Pericytes HIGD1B+ STEAP4+;ETV6;TRIM25;TAGAP;SIRPA;CD38;PNPT1;TLR3;MYD88;CD69;FZD5;ATP10D;MAP3K5;C4orf33;DDX58;IDO1;TLK2;PUS1;B2M;ABTB2;NPAS2;TRIM21;SLC25A30;ACSL1;LPCAT1;ARNTL;SMAD3;ALYREF;JAK2;AMPH;FUT4;WHAMM;Stromal Cycling cells;PDK1;MASTL;ZNF385B;ZBP1;UPP2;TRIM34;TFEC;TAP2;STAP1;SLC1A1;SAA1;S100A8;PMM2;PHF15;PADI2;P2RY6;NT5C3;NOD2;NEURL3;MT1H;MSR1;MKX;MCOLN2;MAP3K14;LAMP3;IL1RN;IL17RB;IFNLR1;IFI30;HSH2D;HLA-G;HESX1;GZMB;G6PC;FTSJD2;FFAR2;FCGR1A;CXCL9;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CD80;CD163;CCR1;CCNA1;C5orf27;C22orf28;BUB1;BCL2L14;AQP9;APOBEC3A;AIM2;ANKRD22;ULK4;GK;TRAFD1;GBP5;CXCL10;CXCL11;STARD5;BATF2;Inflammatory fibroblasts IL11+ CHI3L1+;ENPP1;MB21D1;TDRD7;NCF1;CD274;MICB;CCL19
12,CEBPD;STEAP4;KIAA0040;SPSB1;SERPINE1;Fibroblasts KCNN3+ LY6H+;FNDC4;GBA;Fibroblasts SMOC2+ PTGIS+;HERC6;SAMD4A;CRY1;SPATS2L;PPM1K;APOL1;IL15RA;RNF114;NDC80
13,OPTN;IFI35;RBM25;MYOF;EXT1;RTP4;RNF213;GBP3;ETV7;OGFR;STAT1;PHF11;ABLIM3;SCARB2;ISG20;GLRX;NAPA;Fibroblasts NPY+ SLITRK6+;FNDC3B;TYMP;RARRES3;GBP2;TBX3;GBP1;EPSTI1;CASP7
14,CD9;GEM;HES4;PNRC1;SUN2;BAG1;EIF3L;COMMD3;SLC16A1;Myofibroblasts HHIP+ NPNT+;Myofibroblasts GREM1+ GREM2+;IMPA2;BLVRA;CCDC92;Pericytes RERGL+ NTRK2+;MAB21L2;MTHFD2L;CES1;AHNAK2
