cluster_ID,genes
1,RBCK1;LGALS3;MT1X;TNFSF10;CD9;HES4
2,FAM46A;DDIT4;RGS1;PML;C4orf33;HEG1;CPT1A;B4GALT5;CCDC92;STAP1;ST3GAL4;Mast cells;CD274
3,TIMP1;ISG20;Plasma cells;COMMD3;DUSP5
4,B cells;PPM1K;IFIT5;SMAD3;Tregs;ARNTL;SPSB1;EHD4;C1S;STARD5;PMM2;PXK;SLC25A30;ATP10D;Mature DCs;MCOLN2;LAMP3;CCL19;IL15;SLC25A28;MAP3K5;TCF7L2;Monocytes CHI3L1+ CYP27A1+;TMEM51;DDX60;ULK4;DTX3L;TLK2;C9orf91;B cells AICDA+ LRMP+;TNFRSF10A;WHAMM;KIAA0040;TRIM25;NK cells KLRF1+ CD3G-;HERC6;FZD5;ERLIN1;C10orf10;PNPT1;MICB;PUS1;EXT1;T cells CD4+ IL17A+;BTN3A3;TRIM21;ALYREF;MX1;IFNLR1;ETV7;B2M;ZNF385B;VEGFC;USP18;UPP2;TRIM34;TMEM255A;TLR3;TDRD7;TBX3;TAP2;STEAP4;SLC1A1;SERPINE1;SAA1;PHF15;PDGFRL;PADI2;NT5C3;NRN1;NPAS2;NOD2;NEURL3;NDC80;MT1H;MKX;MAP3K14;MAB21L2;LRG1;LEPR;IL17RB;IDO1;HLA-G;HESX1;GJA4;G6PC;FUT4;FTSJD2;FNDC4;FFAR2;ENPP1;CYP1B1;CXCL9;CXCL11;CX3CL1;CTCFL;CRP;CREB3L3;CMAHP;CLEC4D;CFB;CES1;CD80;CCNA1;C5orf27;C22orf28;BUB1;BCL2L14;BATF2;AQP9;APOBEC3A;ANKRD22;ANGPTL1;AMPH;AHNAK2;ABLIM3;ABTB2;RNASE4;PARP9;GBP3;DDX58;APOL1;GALNT2;HSH2D;FNDC3B;TMEM140;TAP1;GZMB
5,IL6ST;SOCS2;IFI27;ADM;ADAMDEC1;NAPA;C15orf48;STAT1;OPTN;BAG1;Macrophages Metallothionein;MT1F;ANKFY1;IFI35;TRAFD1;APOL2;MASTL;PRKD2;PI4K2B;RTP4;ARG2;CASP7;SLC16A1;PDK1;ODC1;ZBP1;CD38;AIM2;MT1G;OAS2;MT1M;GPX2;IGFBP2
6,SERPINB9;BCL3;IFIT3;DC2 CD1D-;DC2 CD1D+;SECTM1;FCGR1A;IFI30;RNF19B;GK;Monocytes S100A8+ S100A9+;IL1RN;GBP4;S100A8;TNFAIP6;IFI44L;TFEC;IFIT2;XAF1;OGFR;ETV6;CXCL10;NFIL3;GEM;SNN;CYTH1;TRIM38;NCOA3;LPCAT1;IFI6;OASL;GCH1;TRIM14;Macrophages PLA2G2D+;JAK2;MB21D1;OAS3;Neutrophils S100A8+ S100A9+;Macrophages CXCL9+ CXCL10+;MYOF;IFIT1;IMPA2;MYD88;Immune Cycling cells;GLRX;TREX1;P2RY6;GBA;DC1;SCO2;WARS
7,EIF3L;T cells CD4+ FOSB+;ADAR;DCP1A;IRF2;RNF114;SAMD4A;MVB12B;PHF11;VAMP5;GAK;IL1R1;RPL22;PTMA;C4orf32;CRY1;FAM134B;CDK17;GBP5;AKT3;MTHFD2L;IRF9;ILCs;PARP12;IRF7;TRIM5;IL15RA
8,CD69;HLA-A;SOCS1;ANXA2R;SUN2;CCND3;RARRES3;HLA-B;RNF213;TAGAP;HLA-E;HLA-F;T cells Naive CD4+;PSMB9;LY6E;PSMB8;CCDC109B;SP110;RBM25;HLA-C;ARHGEF3;GBP2;CCL5;T cells OGT+;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);SLFN5;HELZ2;T cells CD8+ KLRG1+;T cells CD8+
9,PMAIP1;PFKFB3;PIM3;FKBP5;CLEC2B;PNRC1;ISG15
10,CCL4;SAMHD1;NCF1;TYMP;ATF3;MARCKS;CDKN1A;GCA;LIPA;LAP3;Macrophages;CLEC4E;MAFB;ACSL1;GBP1;EPSTI1;SIRPA;LMO2;LGMN;CCR1;THBD;Macrophages CCL3+ CCL4+;NAMPT;CD163;MSR1;SLC15A3;Macrophages LYVE1+;CCL2;SERPING1;CCL8;SCARB2
11,CD74;UBE2L6;TNFSF13B;CEBPD;PLSCR1;RASSF4;UNC93B1;SPTLC2;NMI;IFI44
12,JUNB;TNFAIP3;MCL1;IFITM2;ELF1;TXNIP
13,IFNGR1;CSRNP1;DDX3X;BST2;MAFF;PLIN2;BLVRA
14,VMP1;IFITM3;IFI16;CHMP5;MAX;SPATS2L;ALDH1A1
