cluster_ID,genes
1,CD69;HLA-A;CCND3;SOCS1;ANXA2R;SUN2
2,EIF3L;ISG15;RBCK1;LY6E;PHF11;PSMB9;PSMB8;MYD88
3,RARRES3;HLA-B;ADAR;T cells CD4+ FOSB+;RNF213;RBM25;HLA-C;TAGAP;T cells OGT+;ARHGEF3;SP110;HLA-E;HLA-F;T cells Naive CD4+
4,GBP2;CCDC109B;TAP1;CCL5;OPTN;Tregs;SMAD3;HELZ2;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);SLFN5;T cells CD8+ KLRG1+;T cells CD8+;GZMB
5,MT1F;PDK1;ODC1;ZBP1;CD38
6,NAPA;STAT1;IFI35;ADM;ADAMDEC1;ANKFY1;OAS2;ARG2;CASP7;SLC16A1;TRAFD1;APOL2;PRKD2;PI4K2B;RTP4
7,C15orf48;BAG1;Macrophages Metallothionein;AIM2;MT1G;MT1M;GPX2;IGFBP2;MASTL
8,TIMP1;ISG20;Plasma cells;COMMD3;DUSP5
9,RPL22;PTMA;VAMP5;GAK;IL1R1;IRF2;DCP1A;MVB12B;SAMD4A;C4orf32;CPT1A;CRY1;FAM134B;CDK17;GBP5;AKT3;MTHFD2L;IRF9;ILCs;PARP12;IRF7;TRIM5;IL15RA
10,B cells;PPM1K;GALNT2;DDX58;APOL1;SPSB1;EHD4;C1S;STARD5;PMM2;TRIM25;NK cells KLRF1+ CD3G-;HERC6;FZD5;B cells AICDA+ LRMP+;TNFRSF10A;WHAMM;KIAA0040;ERLIN1;C10orf10;PUS1;EXT1;PNPT1;TCF7L2;Monocytes CHI3L1+ CYP27A1+;ULK4;DTX3L;TLK2;C9orf91;T cells CD4+ IL17A+;BTN3A3;TRIM21;ALYREF;MX1;IFNLR1;ETV7;B2M;ZNF385B;VEGFC;USP18;UPP2;TRIM34;TMEM255A;TLR3;TDRD7;TBX3;TAP2;STEAP4;SLC1A1;SERPINE1;SAA1;PHF15;PDGFRL;PADI2;NT5C3;NRN1;NPAS2;NOD2;NEURL3;NDC80;MT1H;MKX;MAP3K14;MAB21L2;LRG1;LEPR;IL17RB;IDO1;HLA-G;HESX1;GJA4;G6PC;FUT4;FTSJD2;FNDC4;FFAR2;ENPP1;CYP1B1;CXCL9;CXCL11;CX3CL1;CTCFL;CRP;CREB3L3;CMAHP;CLEC4D;CFB;CES1;CD80;CCNA1;C5orf27;C22orf28;BUB1;BCL2L14;BATF2;AQP9;APOBEC3A;ANKRD22;ANGPTL1;AMPH;AHNAK2;ABLIM3;ABTB2;RNASE4;HSH2D;FNDC3B;TMEM140
11,WARS;PML;C4orf33;IFIT5;Immune Cycling cells;SCO2;GBA;PXK;Mature DCs;MCOLN2;LAMP3;CCL19;TRIM14;MB21D1;GBP3;OAS3;ARNTL;SLC25A30;ATP10D;Macrophages PLA2G2D+;MAP3K5;GEM;TMEM51;DDX60;Neutrophils S100A8+ S100A9+;Macrophages CXCL9+ CXCL10+;JAK2;IL15;TNFAIP6;SLC25A28;MICB
12,SERPINB9;IMPA2;GLRX;TREX1;P2RY6;DC1;Monocytes S100A8+ S100A9+;S100A8;DC2 CD1D-;DC2 CD1D+;LMO2;SECTM1;FCGR1A;IFI30;RNF19B;GK;NFIL3;IL1RN
13,SNN;CYTH1;TRIM38;PARP9;NCOA3;BCL3;LPCAT1;IFIT3;IFI44;IFI44L;TFEC;IFIT2;IFI27;XAF1;OGFR;IFI6;OASL;MYOF;IFIT1;GCH1;GBP4;ETV6;CXCL10
14,VMP1;IFITM3;LGALS3;CD9;HES4;MT1X;TNFSF10;MAX;SPATS2L;ALDH1A1
15,FAM46A;DDIT4;RGS1;STAP1;B4GALT5;CCDC92;ST3GAL4;Mast cells;HEG1;CD274
16,RNF114;CCL2;SOCS2;IL6ST;LGMN;THBD;SLC15A3;Macrophages LYVE1+;SERPING1;CCL8;SCARB2
17,CD74;UBE2L6;SPTLC2;NMI;SAMHD1;CEBPD;PLSCR1;UNC93B1;GCA;RASSF4;Macrophages;CLEC4E;MAFB;ACSL1;LIPA;LAP3;EPSTI1;CCR1;NAMPT;CD163;MSR1;SIRPA
18,PMAIP1;TYMP;NCF1;CCL4;GBP1;CDKN1A;ATF3;MARCKS;Macrophages CCL3+ CCL4+
19,PFKFB3;PIM3;FKBP5;TNFSF13B;CLEC2B;PNRC1
20,IFITM2;ELF1;TXNIP;IFNGR1;JUNB;TNFAIP3;MCL1;CSRNP1;DDX3X;IFI16;CHMP5;BST2;MAFF;PLIN2;BLVRA
