cluster_ID,genes
1,PNRC1;ELF1;RBM25;TRIM38;TAGAP;HLA-F;CD69;SUN2;JUNB;RGS1;VMP1;TNFAIP3;DDX3X;CSRNP1;TNFSF10;PIM3;ADAR;DCP1A;PFKFB3;STAT1;GBP2;FKBP5;PLIN2;XAF1;PHF11;HES4;T cells Naive CD4+;SMAD3;DDX60;MAP3K5;ISG15
2,IRF2;DDIT4;SOCS1;SLFN5;ANXA2R;CCDC92;CCL4;CCL5;GZMB;MT1X;CCDC109B;ARNTL;HLA-E;TAP1;T cells OGT+;ARHGEF3;T cells CD4+ FOSB+;GBP5;HLA-B;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);FAM134B;OPTN
3,TXNIP;IFI16;RNF213;IFITM2;SP110;HLA-A;CCND3;PSMB9;LY6E;PSMB8;MAX;CHMP5;NMI;SAMHD1;TRIM14;GBP4;IFNGR1;PLSCR1;CEBPD;RARRES3;CLEC2B;VAMP5
4,CD74;MARCKS;EIF3L;NCF1;SNN
5,TNFSF13B;UBE2L6;GBP1;SPATS2L;LAP3;TYMP;DC2 CD1D-;DC2 CD1D+;MAFB;Macrophages;MYD88;RNF19B;IFITM3;FAM46A;LGALS3;BLVRA;GCA;MT1G;ALDH1A1;LMO2;LIPA;CCR1;TFEC;SLC15A3;LGMN;P2RY6;SIRPA;TMEM51;RASSF4;SECTM1;MSR1;CD163;TCF7L2
6,EPSTI1;DTX3L;PARP9;SERPINB9;MCOLN2;ULK4;SCO2;PARP12;DC1;Mature DCs;IDO1;LAMP3;MYOF;C4orf32;GK;LPCAT1;GAK;ADAMDEC1;BAG1;ALYREF;IMPA2;C15orf48;PTMA;RPL22;IFI35
7,TRAFD1;NAPA;GEM;BCL3;SPTLC2;B4GALT5;GBP3;GCH1;HEG1;ATP10D;CPT1A;Macrophages CCL3+ CCL4+;ANKFY1;PML;IFIT2;IFI6;APOL2;MVB12B;AKT3;NK cells KLRF1+ CD3G-;MAFF;NFIL3;IL1R1;IFI44;ILCs;IFI44L;PNPT1;PI4K2B;HELZ2
8,PMAIP1;CYTH1;NAMPT;TLK2;TRIM5;OAS3;OAS2;DDX58;TNFRSF10A;WHAMM;CDK17;PXK;NCOA3;PPM1K;KIAA0040;B cells;AIM2;ETV6;JAK2;ACSL1;TDRD7;MB21D1;B cells AICDA+ LRMP+;TRIM25;IFI30
9,SERPING1;IL15;NOD2;SLC25A30;OASL;ERLIN1;FZD5;ADM;HERC6;Macrophages LYVE1+;Macrophages CXCL9+ CXCL10+;Macrophages PLA2G2D+;Monocytes S100A8+ S100A9+;Neutrophils S100A8+ S100A9+;C1S;CD274;USP18;IFNLR1;LEPR;CXCL10;C5orf27;ZNF385B;VEGFC;UPP2;TRIM34;TNFAIP6;TMEM255A;TLR3;THBD;TBX3;TAP2;STEAP4;SPSB1;SLC1A1;SERPINE1;SAA1;S100A8;RNASE4;PHF15;PDGFRL;PADI2;NT5C3;NRN1;NPAS2;NEURL3;MT1M;MT1H;MAP3K14;MAB21L2;LRG1;IL1RN;IL17RB;IGFBP2;IFI27;HESX1;GPX2;GJA4;G6PC;FTSJD2;FNDC4;FFAR2;FCGR1A;CYP1B1;CXCL9;CXCL11;CX3CL1;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CFB;CES1;CD80;CCNA1;CCL8;CCL2;CCL19;C22orf28;C10orf10;BCL2L14;BATF2;AQP9;APOBEC3A;ANKRD22;ANGPTL1;AMPH;AHNAK2;ABTB2;Monocytes CHI3L1+ CYP27A1+;ABLIM3;MKX;HLA-G;IL15RA;ENPP1;Mast cells
10,IL6ST;SLC16A1;EXT1;PRKD2;MX1;GBA;C9orf91;BTN3A3;TMEM140;STARD5;APOL1;PMM2;ZBP1;UNC93B1;GALNT2;CD9;HSH2D;C4orf33;ARG2;IRF7;STAP1
11,HLA-C;T cells CD8+ KLRG1+;T cells CD8+;RBCK1;B2M;RTP4;NDC80;TRIM21;OGFR;CRY1;Immune Cycling cells;Macrophages Metallothionein;Tregs;T cells CD4+ IL17A+;MASTL;ETV7;TREX1;IFIT5;MICB;SAMD4A;SOCS2;EHD4;MTHFD2L;RNF114;CASP7;ST3GAL4;IFIT1;IFIT3;IRF9;FUT4;SLC25A28;PUS1;BUB1
12,BST2;GLRX;MT1F;WARS;Plasma cells;ISG20;CD38;COMMD3
13,TIMP1;ATF3;DUSP5;MCL1;PDK1;FNDC3B;SCARB2;ODC1;CDKN1A
