cluster_ID,genes
1,TIMP1;SERPING1;CEBPD;LGALS3;CD9;GBP2;APOL2
2,HLA-E;HLA-C;HLA-A;GBP1;C10orf10;VAMP5;HLA-F;PSMB8;IFITM2;IFIT2;PSMB9;ADAR;IRF9;LY6E;UBE2L6;OPTN
3,BST2;ATF3;Fibroblasts NPY+ SLITRK6+;Inflammatory fibroblasts IL11+ CHI3L1+;IL15RA;BCL3;SOCS1;GEM;ANGPTL1;ST3GAL4;PHF11;BLVRA;IFI35;TBX3;Myofibroblasts HHIP+ NPNT+;FAM46A;MAB21L2;PNRC1;Myofibroblasts GREM1+ GREM2+;JUNB;STAT1;VMP1;IFI30;SAMHD1;EPSTI1;SPSB1;Fibroblasts SFRP2+ SLPI+;VEGFC;ABLIM3;CES1
4,LAP3;IFIT1;PLSCR1;TAP1;RBCK1;RNF213;CDKN1A;CCND3;NAPA;LIPA;IFIT3;GJA4;CX3CL1;PRKD2;ODC1;DDIT4;MX1;DTX3L;XAF1;MAX;CHMP5;Endothelial cells CA4+ CD36+;ETV6;P2RY6;IFI44;OAS2;GBP5;SLC15A3;CSRNP1;IFITM3;BAG1;HELZ2;TCF7L2;APOL1;IDO1;PLIN2;RNF114;TRIM38;AKT3;CRY1;OASL;GCH1;TREX1;MTHFD2L
5,CXCL9;CPT1A;C15orf48;Endothelial cells DARC+;DDX3X;ISG15;CXCL11;PMAIP1;Endothelial cells LTC4S+ SEMA3G+;ARHGEF3;SPTLC2;Pericytes HIGD1B+ STEAP4+;STEAP4;IL15;PARP9;OAS3;TRIM5;LRG1;PNPT1;DDX58;IFI6;DCP1A;CASP7;NCOA3;RNF19B;NCF1;ISG20;CYP1B1;COMMD3;MT1F;BTN3A3;PDK1;PTMA;CXCL10;EIF3L
6,KIAA0040;SPATS2L;SAA1;MAFB;GLRX;Fibroblasts SMOC2+ PTGIS+;TRIM21;ACSL1;EXT1;ETV7;ANKFY1;AMPH;PDGFRL;MB21D1;MICB;C9orf91;SUN2;SCO2;GBA;MT1G;DDX60;FZD5;IL1RN;SLC1A1;HERC6;SAMD4A;CCDC92;PPM1K;IRF7;MAP3K5;TMEM51;NFIL3;JAK2;ULK4;Stromal Cycling cells;SNN;AHNAK2;TDRD7;TLR3;TNFRSF10A;TLK2;C4orf33;ATP10D;STARD5;CCR1;TRIM14;GK;MYOF;GZMB;FKBP5;SECTM1;CLEC4E;Pericytes RERGL+ NTRK2+;MAFF;CD274;PI4K2B;LPCAT1;MCOLN2;ERLIN1;ZBP1;USP18;ALYREF;TFEC;SLC25A30;IFIT5;ANKRD22;FUT4;FCGR1A;PMM2;NPAS2;PUS1;LAMP3;HSH2D;AIM2;CFB;NDC80;BCL2L14;CD163;ENPP1;FNDC4;MASTL;ARNTL;ZNF385B;UPP2;TRIM34;TMEM255A;TAP2;STAP1;S100A8;RNASE4;PHF15;NT5C3;NOD2;NEURL3;MSR1;MKX;MAP3K14;IL17RB;IFNLR1;HLA-G;HESX1;G6PC;FTSJD2;FFAR2;CTCFL;CRP;CREB3L3;CMAHP;CLEC4D;CD80;CCNA1;C5orf27;C22orf28;BUB1;B2M;ARG2;AQP9;ABTB2;APOBEC3A
7,SCARB2;B4GALT5;PARP12;TMEM140;RBM25;SIRPA;GBP3;IL1R1;BATF2;TRAFD1;SMAD3;PXK;UNC93B1;IMPA2;HES4;GPX2;Lymphatics;ALDH1A1;Glial cells;RASSF4;PML;TRIM25;CCDC109B;NMI;GCA;GALNT2;MYD88;WHAMM;MT1H;PFKFB3;RTP4;TNFAIP6;FAM134B;IRF2;MVB12B;SLC25A28;MT1M;PADI2;Fibroblasts KCNN3+ LY6H+;OGFR;SLC16A1;GAK
8,SERPINB9;CD38;TNFAIP3;CD69;RGS1;CCL4;CCL5;SP110;TAGAP;MCL1;FNDC3B;DUSP5;MT1X;RPL22
9,MARCKS;CCL2;IL6ST;RARRES3;TNFSF13B;C1S;ADAMDEC1;Fibroblasts ADAMDEC1+;Activated fibroblasts CCL19+ ADAMADEC1+;ADM;CCL19;CCL8;TYMP;NAMPT
10,IFI27;TNFSF10;CLEC2B;Endothelial cells CD36+;HEG1;C4orf32;THBD;EHD4;SOCS2;SLFN5;GBP4;IFI44L;ELF1;SERPINE1;IGFBP2;CYTH1;CDK17
11,WARS;NRN1;LMO2;PIM3;CD74;TXNIP;IFI16;LGMN;IFNGR1;HLA-B;ANXA2R;LEPR
