cluster_ID,genes
1,HLA-B;CXCL9;LEPR;Endothelial cells DARC+;DDX3X;CYTH1;CDK17;Pericytes HIGD1B+ STEAP4+;STEAP4;PMAIP1;CXCL11
2,LMO2;TXNIP;IFI16;TNFSF10;CLEC2B;Endothelial cells CD36+;HEG1;C4orf32;THBD;EHD4;SOCS2;SLFN5;GBP4;IFI44L;ELF1;SERPINE1
3,HES4;GPX2;RASSF4;PML;TRIM25;PFKFB3;RTP4;TNFAIP6;FAM134B;IRF2;MVB12B;PARP12;TMEM140;RBM25;SIRPA;GBP3;SPTLC2;CCDC109B;NMI;GCA;TRIM5;GALNT2;MYD88;WHAMM;MT1H;SLC25A28;MT1M;PADI2;SMAD3;PXK;UNC93B1;IMPA2;Fibroblasts KCNN3+ LY6H+;OGFR;SLC16A1;GAK
4,PPM1K;Fibroblasts SFRP2+ SLPI+;VEGFC;SAMHD1;CCR1;TRIM14;GK;MYOF;GZMB;SCO2;GBA;TRIM21;ACSL1;DDX60;PI4K2B;LPCAT1;MCOLN2;FKBP5;SECTM1;CLEC4E;Pericytes RERGL+ NTRK2+;MAFF;CD274
5,KIAA0040;SPATS2L;JAK2;Stromal Cycling cells;AHNAK2;TDRD7;ULK4;EXT1;ETV7;ANKFY1;AMPH;PDGFRL;MB21D1;MICB;C9orf91;IRF7;NFIL3;FUT4;FCGR1A;PMM2;NPAS2;PUS1;ALYREF;TFEC;SLC25A30;LAMP3;AIM2;CFB;NDC80;BCL2L14;CD163;FZD5;IL1RN;ENPP1;FNDC4;MASTL;ARNTL;ZNF385B;UPP2;TRIM34;TMEM255A;TAP2;STAP1;S100A8;RNASE4;PHF15;NT5C3;NOD2;NEURL3;MSR1;MKX;MAP3K14;IL17RB;IFNLR1;HLA-G;HESX1;G6PC;FTSJD2;FFAR2;CTCFL;CRP;CREB3L3;CMAHP;CLEC4D;CD80;CCNA1;C5orf27;C22orf28;BUB1;B2M;ARG2;AQP9;ABTB2;APOBEC3A;MT1G;SLC1A1;HERC6;SAMD4A;CCDC92;TLR3;TNFRSF10A;TLK2;C4orf33;ATP10D;STARD5
6,MT1X;RPL22;IFI6;NCOA3;PNPT1;SNN;DDX58;NCF1;ISG20;CYP1B1;COMMD3;MT1F;BTN3A3;PDK1;PTMA;RNF19B;CASP7;IL15;PARP9;IFIT5;ANKRD22;ERLIN1;ZBP1;USP18;HSH2D
7,LY6E;IL1R1;MAFB;IL15RA;BCL3;SOCS1;ST3GAL4;PHF11;BLVRA;IFIT1;IDO1;BATF2;TRAFD1;GLRX;MAP3K5;TMEM51
8,Fibroblasts NPY+ SLITRK6+;Inflammatory fibroblasts IL11+ CHI3L1+;SAA1;Fibroblasts SMOC2+ PTGIS+;STAT1;IFI30;TBX3;Myofibroblasts HHIP+ NPNT+;FAM46A;MAB21L2;PNRC1;Myofibroblasts GREM1+ GREM2+;EPSTI1;SPSB1
9,GEM;VMP1;ABLIM3;SUN2;CES1;CPT1A;C15orf48;EIF3L;CXCL10;DCP1A
10,IFNGR1;OAS3;ODC1;DDIT4;MX1;DTX3L;RNF213;XAF1;IFIT3;IGFBP2;GJA4;CX3CL1;PRKD2;CCND3;NAPA;Endothelial cells LTC4S+ SEMA3G+;ARHGEF3;Endothelial cells CA4+ CD36+;ETV6;P2RY6;IFI44;LRG1;MAX;CHMP5;OAS2;GBP5;SLC15A3;GCH1;TREX1;MTHFD2L;HELZ2;TCF7L2;APOL1;RNF114;TRIM38;PLIN2;AKT3;CRY1;OASL
11,BST2;IFI27;ISG15;LIPA;IFI35;BAG1;JUNB;IFITM3;CSRNP1;LAP3;PLSCR1;CDKN1A;TAP1;RBCK1
12,MARCKS;CCL2;IL6ST;RARRES3;IFIT2;TNFSF13B;Lymphatics;ALDH1A1
13,HLA-E;UBE2L6;OPTN;VAMP5;HLA-F;PSMB8;IFITM2;CD74;WARS;NRN1;PIM3;ANXA2R;PSMB9;ADAR;IRF9;LGMN
14,LGALS3;CD9;GBP1;C10orf10;Glial cells
15,TIMP1;SERPING1;CEBPD;HLA-C;HLA-A;GBP2;APOL2;B4GALT5;SCARB2
16,C1S;ATF3;ADAMDEC1;Fibroblasts ADAMDEC1+;Activated fibroblasts CCL19+ ADAMADEC1+;ADM;CCL19;CCL8;TYMP;NAMPT;ANGPTL1
17,SERPINB9;CD38;CCL4;TNFAIP3;CD69;RGS1;CCL5;SP110;TAGAP;DUSP5;MCL1;FNDC3B
