cluster_ID,genes
1,WARS;ANGPTL1;Myofibroblasts HHIP+ NPNT+;Myofibroblasts GREM1+ GREM2+;CES1;AHNAK2;MYD88;TLK2;IMPA2;SPSB1;FKBP5;FUT4;ACSL1;Pericytes RERGL+ NTRK2+;TRAFD1
2,MCL1;MAFB;LAP3;CDKN1A;KIAA0040;PLIN2;IRF9;EPSTI1;CD69;NAMPT;TNFAIP3;SOCS1;BCL3;TMEM51
3,ENPP1;PHF11;FFAR2;TLR3;SCO2;TRIM21;IFI30;P2RY6;Stromal Cycling cells;CCL5;SLC25A30;CD38;EXT1;PMM2;RTP4;SLC1A1;ULK4;ABTB2;C4orf33;MT1F;ARG2;TMEM255A;MICB;CD163;SECTM1;NDC80;C9orf91;PTMA;TRIM14;GCH1;CXCL10;GK;CFB;B2M;STARD5;ZNF385B;ZBP1;UPP2;TRIM34;TFEC;TAP2;STAP1;SAA1;S100A8;PHF15;PADI2;OASL;NT5C3;NOD2;NEURL3;NCF1;MT1H;MT1G;MSR1;MKX;MCOLN2;MAP3K14;LAMP3;IL1RN;IL17RB;IFNLR1;HSH2D;HLA-G;HESX1;GZMB;GPX2;G6PC;FTSJD2;FCGR1A;CXCL9;CXCL11;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CD80;CD274;CCR1;CCNA1;C5orf27;C22orf28;C15orf48;BUB1;BCL2L14;AQP9;APOBEC3A;AIM2;ANKRD22
4,SMAD3;MAP3K5;COMMD3;UNC93B1;GBA;MB21D1;Fibroblasts SFRP2+ SLPI+;AMPH;IL15RA;ISG20;Fibroblasts KCNN3+ LY6H+;RPL22;NFIL3;TNFSF13B;APOL2;FNDC4;BATF2;RNASE4;MASTL
5,C1S;ADAMDEC1;MAB21L2;EIF3L;Activated fibroblasts CCL19+ ADAMADEC1+;Fibroblasts ADAMDEC1+;CCL2;IL6ST;CCL19;CCL8
6,JUNB;CEBPD;TIMP1;RARRES3;IL1R1;TYMP
7,BST2;Fibroblasts NPY+ SLITRK6+;ODC1;OPTN;STAT1;RBCK1;BAG1;FAM46A;PDGFRL;Fibroblasts SMOC2+ PTGIS+;JAK2;CSRNP1;APOL1;PMAIP1;GBP5;IFI35;Inflammatory fibroblasts IL11+ CHI3L1+;ADM;GBP3;ETV7
8,STEAP4;DDIT4;ATF3;SPATS2L;VMP1;TNFAIP6;PXK;GALNT2;ST3GAL4;SERPINB9;SLC15A3;Glial cells;RASSF4;FAM134B;MT1M;IFIT5;SAMD4A;NAPA;IFIT2;NCOA3;RNF114;SNN;IRF2;TDRD7;HERC6;TRIM5;ARNTL;PI4K2B;MVB12B;CASP7
9,RNF213;ANKFY1;OGFR;TCF7L2;CCDC92;HLA-B;PPM1K;DDX60;DCP1A;CCL4;DTX3L;RGS1;PARP9;ATP10D;HLA-C;HLA-A;IRF7;FZD5
10,CD9;TBX3;SERPING1;FNDC3B;MT1X;SCARB2;HES4;GBP2;SAMHD1;GEM;PNRC1;BLVRA;GBP1
11,TNFSF10;CLEC2B;LY6E;PLSCR1
12,CD74;MARCKS;IFI16;IFITM2;ALDH1A1;HLA-E;CCND3;NRN1;C10orf10;TMEM140;IFIT3;Pericytes HIGD1B+ STEAP4+;LIPA;MX1;GJA4;CCDC109B;LEPR;Endothelial cells LTC4S+ SEMA3G+
13,AKT3;ADAR;SUN2;TXNIP;RBM25;GCA;SLC25A28;LGALS3
14,Endothelial cells CD36+;IGFBP2;IFI44;MAX;CYTH1;PIM3;XAF1;ELF1;SOCS2;EHD4;HEG1;LMO2;SLFN5;C4orf32;ARHGEF3;SPTLC2;CX3CL1;THBD;ANXA2R;IFI6;IFI44L;DUSP5;GAK;PML;CDK17;TRIM25
15,MYOF;LGMN;LPCAT1;PRKD2;CPT1A;IFNGR1;ERLIN1;DDX3X;IL15;GLRX;TREX1;ALYREF;OAS2;TNFRSF10A;SERPINE1;IDO1
16,B4GALT5;SLC16A1;TRIM38;SP110;PNPT1;ETV6;VEGFC;IFITM3;IFIT1;MAFF;UBE2L6;SIRPA;PARP12;WHAMM;ABLIM3;MTHFD2L;Endothelial cells DARC+;LRG1;NPAS2;CRY1;PDK1;RNF19B;DDX58;USP18;OAS3;BTN3A3;CYP1B1;HELZ2;PFKFB3;PUS1;TAGAP
17,GBP4;PSMB9;ISG15;CHMP5;NMI
18,IFI27;HLA-F;VAMP5;PSMB8;TAP1
