cluster_ID,genes
1,Myofibroblasts GREM1+ GREM2+;Myofibroblasts HHIP+ NPNT+
2,CD9
3,HLA-B;HLA-C;HLA-A;IFI27
4,CD74;HLA-E;THBD;ELF1;SOCS2;WARS;IFI16;LMO2;CDKN1A
5,IGFBP2;Endothelial cells CD36+;EHD4;PSMB9;PSMB8;GBP4;HLA-F;C4orf32;ADAR;ANXA2R;CCND3;CDK17;SLFN5;BCL3;ARHGEF3;TAP1;SERPINE1
6,NRN1;IFI44L;CX3CL1;IFIT3;IFNGR1;XAF1;IFI44;LEPR;LAP3;PLSCR1;MX1;VEGFC;Endothelial cells LTC4S+ SEMA3G+;CSRNP1;CHMP5;LIPA
7,IFITM3;BST2;IFITM2;ISG15;IFI6;VAMP5;DUSP5;TNFSF10;TXNIP;HEG1
8,RARRES3;GBP1;ADAMDEC1;Fibroblasts ADAMDEC1+;Activated fibroblasts CCL19+ ADAMADEC1+;VMP1;CCL8;IL6ST;CLEC2B;SCARB2;PFKFB3;TYMP;IDO1
9,MCL1;DDX3X;PTMA;RPL22
10,LY6E;IL1R1;CYTH1;Endothelial cells DARC+;B4GALT5;PMAIP1;PIM3;SERPINB9
11,MT1G;HES4;DDIT4;FKBP5;KIAA0040;MT1F;Pericytes RERGL+ NTRK2+;NFIL3;GJA4;Pericytes HIGD1B+ STEAP4+;STEAP4
12,CYP1B1;COMMD3;EIF3L;MAB21L2;AHNAK2;SLC16A1;BLVRA;CCDC92;GBP2;CES1;IMPA2;MT1H;C15orf48;GPX2
13,RGS1;ISG20;CCL4;CCL5;CD69;Lymphatics;STAT1;SPATS2L;FNDC3B;Fibroblasts NPY+ SLITRK6+;Fibroblasts SMOC2+ PTGIS+;Inflammatory fibroblasts IL11+ CHI3L1+;TBX3;GLRX;RBM25;ODC1;PLIN2;CD38;TMEM51;Fibroblasts KCNN3+ LY6H+;PPM1K;GALNT2;SAMHD1;PXK;MAP3K5;MAFB
14,CCL19;PDGFRL;DCP1A;SNN;GBA;ST3GAL4;FNDC4;SMAD3;SAMD4A;APOL2;AKT3;TRIM5;JAK2;GBP3;TRAFD1;PMM2;PI4K2B;MVB12B;GAK;ARG2;RNASE4;ATP10D;TLR3;TRIM14;TDRD7;PNPT1;TLK2;ALYREF;CD274;MYD88;Stromal Cycling cells;PUS1;TRIM21;C4orf33;SLC25A30;WHAMM;IL15;OASL;P2RY6;HERC6;ULK4;ENPP1;GBP5;CFB;ACSL1;FZD5;SECTM1;BATF2;UNC93B1;C9orf91;NPAS2;ZNF385B;ZBP1;UPP2;TRIM34;TMEM255A;TFEC;TAP2;STARD5;STAP1;SLC1A1;SAA1;S100A8;PHF15;PADI2;NT5C3;NOD2;NEURL3;NDC80;MSR1;MKX;MICB;MCOLN2;MASTL;MAP3K14;LAMP3;IL1RN;IL17RB;IFNLR1;IFI30;HSH2D;HLA-G;HESX1;GZMB;GK;G6PC;FUT4;FTSJD2;FFAR2;FCGR1A;ETV7;CXCL11;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CD80;CD163;CCR1;CCNA1;C5orf27;C22orf28;BUB1;BCL2L14;ARNTL;AQP9;APOBEC3A;ANKRD22;ABTB2;AIM2;AMPH;PDK1;TAGAP;NCF1;ANKFY1;CXCL10;CXCL9;RASSF4;Glial cells;FAM134B
15,IFI35;SOCS1;EPSTI1;EXT1;Endothelial cells CA4+ CD36+;LGMN;IFIT1;IFIT5;PARP9;IRF7;PML;OAS3;NCOA3;NMI;IFIT2;SLC25A28;TREX1;PRKD2;HELZ2;SPTLC2;ETV6;SCO2;RNF114;RBCK1;IRF2;TRIM38;DTX3L;RNF213;APOL1;IL15RA;BAG1;OPTN;CPT1A;SUN2;MAX;CRY1;B2M;MTHFD2L;SIRPA;DDX58;PARP12;CASP7;DDX60;ERLIN1;OAS2;TMEM140;SLC15A3;NAPA;RTP4;USP18;LPCAT1;BTN3A3;TNFRSF10A;TRIM25;MB21D1;OGFR;IRF9;UBE2L6;GCH1;SP110;ABLIM3;PHF11;TCF7L2;MYOF;GCA;RNF19B;CCDC109B;LRG1
16,ATF3;GEM;PNRC1;JUNB;NAMPT;LGALS3;MAFF;ALDH1A1;ADM;Fibroblasts SFRP2+ SLPI+;TNFSF13B;FAM46A;SPSB1;ANGPTL1;TNFAIP6
17,C1S;TIMP1;SERPING1;CCL2;CEBPD;MARCKS;TNFAIP3
18,MT1X;C10orf10;MT1M
