cluster_ID,genes
1,HLA-B;HLA-C;HLA-A;IFI27;CD74;HLA-E;THBD;ELF1
2,LY6E;Endothelial cells DARC+;B4GALT5;PMAIP1;IGFBP2;Endothelial cells CD36+;PSMB9;PSMB8;GBP4;HLA-F;C4orf32;CYTH1;BCL3;ARHGEF3;TAP1;ADAR;ANXA2R;CCND3;EHD4;SLFN5;PIM3;SERPINE1
3,CDKN1A;IFITM3;IFITM2;ISG15;IFI6;VAMP5;WARS;TNFSF10;SOCS2;IFI44L;IFI16;DUSP5;LMO2;TXNIP;CHMP5;HEG1
4,C10orf10;BST2;NRN1;PLSCR1;LAP3;LEPR;CSRNP1;Endothelial cells LTC4S+ SEMA3G+;CX3CL1;IFIT3;XAF1;IFNGR1;MX1
5,C1S;TIMP1;CCL2;CEBPD;MARCKS;ATF3;GEM;PNRC1;JUNB;SERPING1;TNFAIP6;Fibroblasts SFRP2+ SLPI+;TNFSF13B;LGALS3;MAFF;ALDH1A1;ANGPTL1
6,TNFAIP3;MCL1;CLEC2B;NAMPT;PFKFB3;IL6ST;IL1R1;ADM;FAM46A;SCARB2;SPSB1
7,VMP1;CCL8;RARRES3;GBP1;ADAMDEC1;Fibroblasts ADAMDEC1+;Activated fibroblasts CCL19+ ADAMADEC1+;TYMP
8,RGS1;ISG20;CCL4;CCL5;CD69;SERPINB9;Lymphatics;PLIN2;CD38
9,DDX3X;PTMA;B2M;Endothelial cells CA4+ CD36+;LGMN;MAX;IDO1;LIPA;IFI44;CDK17;UBE2L6;MYOF;GCH1;SP110;PARP9;VEGFC;RNF114;APOL1;CCDC109B;RBCK1;RNF19B;ABLIM3;TREX1;PRKD2;HELZ2;IFIT1;TRIM38;IFIT5;IFIT2;DDX58;PARP12;SPTLC2;SLC25A28;CASP7;IRF7;PML;OAS3;OAS2;TNFRSF10A;NCOA3;DTX3L;ETV6;NMI;TMEM140
10,RPL22;EIF3L;STAT1;SPATS2L;FNDC3B;Fibroblasts NPY+ SLITRK6+;Fibroblasts SMOC2+ PTGIS+;Inflammatory fibroblasts IL11+ CHI3L1+;Fibroblasts KCNN3+ LY6H+;PPM1K;GALNT2;SAMHD1;PXK;MAP3K5;MAFB;COMMD3;GLRX;RBM25;ODC1;CES1;IMPA2;BLVRA;MAB21L2;AHNAK2;SLC16A1;GBP2;TBX3;IFI35;SOCS1;EPSTI1;EXT1;PHF11;TCF7L2;OPTN;BAG1;TMEM51;MT1H;C15orf48;GPX2
11,STEAP4;LRG1;RNF213;SUN2;AKT3;CCDC92;CRY1;IRF2;GCA;CPT1A;SNN;SCO2;MTHFD2L;SIRPA;CXCL10;CXCL9;IL15RA;SMAD3;SAMD4A;APOL2;BTN3A3;TRIM25;PI4K2B;MVB12B;GAK;ARG2;DCP1A;PDK1;TAGAP;GBA;ST3GAL4;FNDC4;NAPA;OGFR;IRF9;RTP4;USP18;LPCAT1;ANKFY1;SLC15A3;ERLIN1;DDX60;GBP3;TRAFD1;PMM2;RNASE4;ATP10D;TLR3;TRIM14;TDRD7;TRIM5;JAK2;PNPT1;TLK2;ALYREF;CD274;MYD88;Stromal Cycling cells;PUS1;TRIM21;C4orf33;SLC25A30;MB21D1;WHAMM;IL15;OASL;P2RY6;HERC6;ULK4;ENPP1;GBP5;CFB;ACSL1;FZD5;SECTM1;BATF2;UNC93B1;C9orf91;NPAS2;ZNF385B;ZBP1;UPP2;TRIM34;TMEM255A;TFEC;TAP2;STARD5;STAP1;SLC1A1;SAA1;S100A8;PHF15;PADI2;NT5C3;NOD2;NEURL3;NDC80;MSR1;MKX;MICB;MCOLN2;MASTL;MAP3K14;LAMP3;IL1RN;IL17RB;IFNLR1;IFI30;HSH2D;HLA-G;HESX1;GZMB;GK;G6PC;FUT4;FTSJD2;FFAR2;FCGR1A;ETV7;CXCL11;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CD80;CD163;CCR1;CCNA1;C5orf27;C22orf28;BUB1;BCL2L14;ARNTL;AQP9;APOBEC3A;ANKRD22;ABTB2;AIM2;AMPH;NCF1;PDGFRL;RASSF4;Glial cells;FAM134B;CCL19
12,MT1X;MT1M;MT1G;HES4;DDIT4;FKBP5;KIAA0040;MT1F;Pericytes RERGL+ NTRK2+;NFIL3;Pericytes HIGD1B+ STEAP4+;GJA4
13,CD9;Myofibroblasts GREM1+ GREM2+;Myofibroblasts HHIP+ NPNT+;CYP1B1
