cluster_ID,genes
1,CD69;HLA-A;TNFAIP3;HLA-E;RNF213;IFITM2;CCL5;SLFN5;PSMB9;GBP1;HLA-F;TAGAP;STAT1;GBP2;T cells CD8+;GBP5;TAP1
2,PTMA;RARRES3;ISG15;LY6E;RPL22;PSMB8;UBE2L6;HLA-C;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);T cells CD8+ KLRG1+;GZMB;CCND3;NMI;HES4;EPSTI1;RBCK1;IFI35;CLEC2B;HLA-B;SOCS1;DDIT4;ANXA2R
3,IFI16;TXNIP;MCL1;DDX3X;IL6ST;CYTH1;MAX;SPTLC2;TRIM14;MAFF;TRIM38;NCOA3;VMP1;PIM3;ETV6;GAK;XAF1
4,TNFSF13B;GBP4;SP110;RBM25;ELF1;FKBP5;T cells OGT+;ADAR;T cells CD4+ FOSB+;SUN2;ARHGEF3;OPTN;CCDC109B;Tregs;PARP9;PHF11;IFI44;IFI44L;HEG1;CDK17
5,CD74;MARCKS;IFITM3;TYMP;LAP3;PLSCR1;SPATS2L;DC2 CD1D-;DC2 CD1D+;LGALS3;ATF3;PNRC1;SAMHD1;NAMPT;CEBPD;SERPINB9;IFNGR1;IFI30;JUNB;CCL4;RGS1;Macrophages;LIPA;BST2;TFEC;SERPING1;ALDH1A1;Macrophages CCL3+ CCL4+;MAFB;LGMN;CD163;RASSF4;LMO2;SLC15A3;SIRPA;CCR1;SNN;EIF3L;P2RY6;SECTM1;PFKFB3;PLIN2;FAM46A;MSR1;SCARB2;CCL2;RNF19B;UNC93B1;Macrophages LYVE1+
6,GLRX;GCA;IDO1;Mature DCs;CXCL9;ADAMDEC1;GCH1;Macrophages CXCL9+ CXCL10+;DC1;ALYREF;LAMP3;MT1G;MT1X;CCL19;ILCs;GBP3;BLVRA;CXCL10;OGFR;VAMP5;CHMP5;TRAFD1;Immune Cycling cells;Mast cells;CSRNP1;TNFSF10;BCL3;MYD88;WARS;C15orf48;Monocytes S100A8+ S100A9+;S100A8;IMPA2;GK;MYOF;Neutrophils S100A8+ S100A9+;CDKN1A;JAK2;CPT1A;GEM;IL1RN
7,IRF2;SMAD3;AKT3;PPM1K;PXK;ARNTL;ANKFY1;PARP12;OAS3;HELZ2;CRY1;PI4K2B;MAP3K5;DCP1A;DTX3L;LPCAT1;MVB12B;MB21D1;SLC25A30;ACSL1;C4orf33;NFIL3;IL15RA;PMM2;PNPT1;PML;MTHFD2L;ULK4;PUS1;TMEM140;SPSB1;USP18;BTN3A3;MASTL;TDRD7;FUT4;ERLIN1;CLEC4E;HERC6;NK cells KLRF1+ CD3G-;TRIM21;KIAA0040;TRIM5;FAM134B;IL1R1;DDX58
8,T cells Naive CD4+;PMAIP1;ATP10D;MCOLN2;OAS2;IRF9;MX1;IRF7;IFIT2;HSH2D;AIM2;STAP1;B cells AICDA+ LRMP+;TNFRSF10A;TRIM25;TLK2;EHD4;NCF1;B cells
9,FNDC3B;TCF7L2;SCO2;TMEM51;THBD;RNF114;CASP7;C9orf91;T cells CD4+ IL17A+;DDX60;B2M;BAG1;CCDC92;C4orf32;PRKD2;APOL2;IFIT3;SOCS2;NAPA;APOBEC3A;IL15;SLC25A28;APOL1;WHAMM;TREX1;Macrophages Metallothionein;RTP4;GALNT2;MT1F;B4GALT5;GBA;CD274;SLC16A1;IFI6;C1S;NOD2;LRG1;MICB;IFI27;SAMD4A;IFIT1;EXT1;IFIT5;FZD5;Macrophages PLA2G2D+;STARD5;ZNF385B;VEGFC;UPP2;TRIM34;TNFAIP6;TMEM255A;TLR3;TBX3;TAP2;STEAP4;ST3GAL4;SLC1A1;SERPINE1;SAA1;RNASE4;PHF15;PDGFRL;PADI2;OASL;NT5C3;NRN1;NPAS2;NEURL3;NDC80;MT1M;MT1H;MKX;MAP3K14;MAB21L2;LEPR;IL17RB;IGFBP2;IFNLR1;HLA-G;HESX1;GPX2;GJA4;G6PC;FTSJD2;FNDC4;FFAR2;FCGR1A;ETV7;ENPP1;CYP1B1;CXCL11;CX3CL1;CTCFL;CRP;CREB3L3;CMAHP;CLEC4D;CFB;CES1;CD80;CCNA1;CCL8;C5orf27;C22orf28;C10orf10;BUB1;BCL2L14;BATF2;ARG2;AQP9;ANKRD22;ANGPTL1;AMPH;AHNAK2;ADM;ABTB2;Monocytes CHI3L1+ CYP27A1+;ABLIM3
10,TIMP1;Plasma cells;ISG20;DUSP5;COMMD3;CD38;CD9;ODC1;PDK1;ZBP1
