cluster_ID,genes
1,HLA-A;PTMA;RPL22;RARRES3;ISG15;LY6E;CCND3;NMI;HES4;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);T cells CD8+ KLRG1+;SOCS1;DDIT4;HLA-C;CLEC2B;HLA-B
2,TNFAIP3;CD69;PSMB9;GBP1;STAT1;GBP2;T cells CD8+;GBP5;TAP1;RNF213;IFITM2;CCL5;SLFN5;HLA-F;TAGAP;SUN2;ARHGEF3;OPTN
3,IFI16;HLA-E;TXNIP;T cells CD4+ FOSB+;T cells OGT+;ADAR;PARP9;PHF11;IFI44;IFI44L;HEG1;CDK17;SP110;CCDC109B;TNFSF13B;GBP4;DDX3X;ELF1;FKBP5;RBM25;TRIM38;PIM3;MCL1;VMP1;TRIM14;NCOA3;GAK;XAF1;CYTH1;MAX;IL6ST
4,IRF2;SMAD3;AKT3;PPM1K;PXK;SPTLC2;GCH1;MAP3K5;DCP1A;DTX3L;LPCAT1;MVB12B;MB21D1;SLC25A30;KIAA0040;TRIM5;ACSL1;C4orf33;NFIL3;IL15RA;PMM2;PNPT1;PML;MTHFD2L;ULK4;IL1R1;DDX58;PUS1;TMEM140;SPSB1;USP18;BTN3A3;MASTL;TDRD7;FUT4;ERLIN1;CLEC4E;HERC6;ARNTL;ANKFY1;PARP12;OAS3;HELZ2;CRY1;PI4K2B;GZMB;NK cells KLRF1+ CD3G-
5,DDX60;B2M;BAG1;CCDC92;B4GALT5;IFI6;C1S;NAPA;IL15;SLC25A28;APOL1;WHAMM;TREX1;Macrophages Metallothionein;RTP4;GALNT2;MT1F;NOD2;LRG1;MICB;IFI27;SAMD4A;IFIT1;EXT1;IFIT5;FZD5;Macrophages PLA2G2D+;STARD5;ZNF385B;VEGFC;UPP2;TRIM34;TNFAIP6;TMEM255A;TLR3;TBX3;TAP2;STEAP4;ST3GAL4;SLC1A1;SERPINE1;SAA1;RNASE4;PHF15;PDGFRL;PADI2;OASL;NT5C3;NRN1;NPAS2;NEURL3;NDC80;MT1M;MT1H;MKX;MAP3K14;MAB21L2;LEPR;IL17RB;IGFBP2;IFNLR1;HLA-G;HESX1;GPX2;GJA4;G6PC;FTSJD2;FNDC4;FFAR2;FCGR1A;ETV7;ENPP1;CYP1B1;CXCL11;CX3CL1;CTCFL;CRP;CREB3L3;CMAHP;CLEC4D;CFB;CES1;CD80;CCNA1;CCL8;C5orf27;C22orf28;C10orf10;BUB1;BCL2L14;BATF2;ARG2;AQP9;ANKRD22;ANGPTL1;AMPH;AHNAK2;ADM;ABTB2;Monocytes CHI3L1+ CYP27A1+;ABLIM3;C9orf91;CASP7;GBA;CD274;SLC16A1
6,T cells Naive CD4+;B cells;PMAIP1;OAS2;MX1;B cells AICDA+ LRMP+;TNFRSF10A;TRIM25;TLK2;EHD4;HSH2D;AIM2;STAP1;MCOLN2;Tregs;ANXA2R;C4orf32;FAM134B;T cells CD4+ IL17A+;IRF9;PRKD2;IRF7;IFIT2;APOL2;IFIT3;SOCS2
7,CSRNP1;TNFSF10;BCL3;MYD88;ETV6;PFKFB3;EIF3L;CDKN1A;GEM;JAK2;CPT1A;IL1RN;SCO2;THBD;RNF114;WARS;C15orf48;Monocytes S100A8+ S100A9+;S100A8;IMPA2;GK;MYOF;Neutrophils S100A8+ S100A9+;APOBEC3A
8,PSMB8;UBE2L6;GLRX;IDO1;Mature DCs;Macrophages CXCL9+ CXCL10+;DC1;ALYREF;LAMP3;MT1G;MT1X;CCL19;CXCL9;CXCL10;EPSTI1;OGFR;VAMP5;RBCK1;TRIM21;IFI35;ILCs;GBP3;CHMP5;TRAFD1;Immune Cycling cells;Mast cells
9,CD74;MARCKS;IFITM3;TYMP;LAP3;PLSCR1;SPATS2L;DC2 CD1D-;DC2 CD1D+;LGALS3;GCA;SAMHD1;SERPINB9;IFNGR1;IFI30
10,JUNB;ATF3;PNRC1;CEBPD;NAMPT;CCL4;RGS1;Macrophages CCL3+ CCL4+;MAFB;LGMN
11,Macrophages;LIPA;NCF1;BST2;TFEC;SERPING1;ALDH1A1;ADAMDEC1;MAFF;LMO2;P2RY6;SECTM1;BLVRA;SNN;SLC15A3;SIRPA;CCR1;CD163;RASSF4;FNDC3B;PLIN2;RNF19B;TMEM51;UNC93B1;TCF7L2;ATP10D;FAM46A;MSR1;SCARB2;CCL2;Macrophages LYVE1+
12,ODC1;PDK1;ZBP1
13,TIMP1;Plasma cells;ISG20;DUSP5;COMMD3;CD38;CD9
