cluster_ID,genes
1,IFNGR1;PARP9;LPCAT1;PML;OGFR;XAF1;UBE2L6;CEBPD;CCL4;C15orf48;GAK;MAP3K5;TNFSF13B;NMI;TRIM14;DDX60;MYD88;MVB12B;CPT1A
2,SP110;PNRC1;CCND3;IFITM2;TXNIP;IFI16;RNF213;GBP1;FKBP5;MAX;GBP5;CLEC2B;VMP1;LY6E;GBP2;SAMHD1;GBP4;HES4;STAT1;IFI44;ISG15;VAMP5;PIM3;IFI44L;PLIN2;TNFAIP3;DDX3X
3,HLA-F;ARHGEF3;CCL5;T cells CD8+;HLA-E;T cells CD8+ KLRG1+;GZMB;IRF9;HEG1;NK cells KLRF1+ CD3G-;AKT3;HLA-C;CDK17;MT1X;TRIM21;T cells CD4+ IL17A+
4,ELF1;CCDC109B;PSMB8;SUN2;PSMB9;PHF11;RBM25;SOCS1;CD69;TAP1;RBCK1;T cells Naive CD4+;SMAD3;ANXA2R;SLFN5;RARRES3;OPTN;FAM134B;ARNTL;T cells OGT+;HLA-A;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);CCDC92;T cells CD4+ FOSB+;CRY1;Tregs
5,TRIM38;EIF3L;CD74;NCF1;SNN;GCA;NCOA3;SPTLC2;DCP1A;ACSL1
6,CYTH1;PLSCR1;SCO2;B4GALT5;TRIM25;NAPA;DTX3L;ADAR;CSRNP1;PFKFB3;TNFSF10;MX1;LMO2;IFI30;SLC15A3
7,MARCKS;TYMP;ATF3;LAP3;IFI6;LGALS3;UNC93B1
8,NAMPT;EPSTI1;IL6ST;OAS2;RNF19B;FAM46A;ATP10D;BCL3;JAK2;LGMN;LIPA;Macrophages CCL3+ CCL4+;ANKFY1;SLC25A30;IFITM3;SPATS2L;MAFF;Macrophages;SIRPA;MAFB;CD163;CCR1;RASSF4;SECTM1;TFEC;TCF7L2;P2RY6;BLVRA;IMPA2;DC2 CD1D-;DC2 CD1D+;THBD;ETV6;PARP12;TMEM51;IFIT1;SERPING1
9,TRIM5;WHAMM;ERLIN1;GBP3;ALYREF;PUS1;CASP7;HERC6;DDIT4;IFI35;MT1G;USP18;IFIT5;BUB1;Macrophages Metallothionein;BTN3A3;TMEM140;GPX2
10,JUNB;NDC80;ETV7;RPL22;ABTB2;CD9;PRKD2;HELZ2;TLR3;Macrophages PLA2G2D+;CD274;LEPR;ST3GAL4;Neutrophils S100A8+ S100A9+;EXT1;IL15RA;HLA-B;ARG2;MT1F;C4orf33;STARD5;SLC16A1;LAMP3;Mast cells;NRN1;RNASE4;ZNF385B;VEGFC;UPP2;TRIM34;TNFAIP6;TMEM255A;TBX3;TAP2;STEAP4;SLC1A1;SERPINE1;SAA1;S100A8;PTMA;PHF15;PDGFRL;PADI2;NT5C3;NPAS2;NEURL3;MT1M;MT1H;MKX;MAP3K14;MAB21L2;IL1R1;IL17RB;IGFBP2;HLA-G;HESX1;GJA4;G6PC;FTSJD2;FNDC4;FFAR2;CYP1B1;CXCL9;CXCL11;CX3CL1;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CFB;CES1;CCNA1;CCL8;CCL19;C5orf27;C22orf28;C1S;C10orf10;BATF2;B2M;AQP9;APOBEC3A;ANKRD22;ANGPTL1;AMPH;AHNAK2;Monocytes CHI3L1+ CYP27A1+;ABLIM3
11,SERPINB9;GK;DC1;PNPT1;IL1RN;OASL;WARS;MYOF;GCH1;TLK2;ILCs;Mature DCs;PI4K2B;IL15;NFIL3;Monocytes S100A8+ S100A9+;NOD2;BCL2L14;ENPP1;GEM;IDO1
12,IFIT2;ALDH1A1;TNFRSF10A;IRF7;GLRX;SCARB2;IFI27;MSR1;Macrophages LYVE1+;FCGR1A;ADAMDEC1;RNF114;C9orf91;BAG1;MB21D1;MTHFD2L;GBA;CXCL10;ADM;CCL2;RTP4;FUT4;FZD5;GALNT2;OAS3;C4orf32;MASTL;SPSB1;CD80
13,DDX58;CHMP5;IFIT3;Macrophages CXCL9+ CXCL10+;BST2;TRAFD1;APOL2;APOL1;SOCS2
14,IRF2;KIAA0040;PXK;B cells AICDA+ LRMP+;TAGAP;B cells;AIM2;STAP1;Immune Cycling cells;SAMD4A;MCOLN2;ULK4;PPM1K;SLC25A28;IFNLR1;TDRD7;TREX1;LRG1;MICB;PMAIP1;ODC1;EHD4
15,TIMP1;ISG20;HSH2D;RGS1;FNDC3B;Plasma cells;DUSP5;CD38;COMMD3;PDK1;CDKN1A;ZBP1;MCL1;PMM2
