cluster_ID,genes
1,C4orf32;HERC6;ETV7;MASTL;NDC80;RPL22;MTHFD2L;GBA;CXCL10;ADM;CCL2;RTP4;FUT4;FZD5;Macrophages CXCL9+ CXCL10+;BUB1;GALNT2;Macrophages PLA2G2D+;CD274;SPSB1;CD80;HELZ2;TLR3;GPX2;ABTB2;PRKD2;IL15RA;HLA-B;ARG2;MT1F;C4orf33;STARD5;SLC16A1;LAMP3;Mast cells;NRN1;RNASE4;ZNF385B;VEGFC;UPP2;TRIM34;TNFAIP6;TMEM255A;TBX3;TAP2;STEAP4;SLC1A1;SERPINE1;SAA1;S100A8;PTMA;PHF15;PDGFRL;PADI2;NT5C3;NPAS2;NEURL3;MT1M;MT1H;MKX;MAP3K14;MAB21L2;IL1R1;IL17RB;IGFBP2;HLA-G;HESX1;GJA4;G6PC;FTSJD2;FNDC4;FFAR2;CYP1B1;CXCL9;CXCL11;CX3CL1;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CFB;CES1;CCNA1;CCL8;CCL19;C5orf27;C22orf28;C1S;C10orf10;BATF2;B2M;AQP9;APOBEC3A;ANKRD22;ANGPTL1;AMPH;AHNAK2;Monocytes CHI3L1+ CYP27A1+;ABLIM3;PI4K2B;IL15;NFIL3;Monocytes S100A8+ S100A9+;NOD2;Mature DCs;BCL2L14;ENPP1;LEPR;ST3GAL4;Neutrophils S100A8+ S100A9+;EXT1;IDO1
2,TIMP1;HSH2D;GLRX;IFI35;RGS1;CD9;PMM2;FNDC3B;Plasma cells;DUSP5;CD38;COMMD3;PDK1;CDKN1A;ZBP1;MCL1
3,CD74;NCF1;SNN;GCA;NCOA3;ACSL1;PXK;B cells AICDA+ LRMP+;TAGAP;B cells;AIM2;STAP1
4,MCOLN2;ULK4;PPM1K;Immune Cycling cells;SAMD4A;TNFRSF10A;IRF7;PMAIP1;EHD4;SLC25A28;IFNLR1;TDRD7;TREX1;LRG1;MICB;ISG20;ODC1
5,MAX;GBP5;DDX58;TAP1;T cells OGT+;HLA-A;ARNTL;ANXA2R;SLFN5;RARRES3;OPTN;FAM134B;ARHGEF3;CCDC92;T cells CD4+ FOSB+;CRY1;Tregs;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);MT1X;TRIM21;T cells CD4+ IL17A+;JUNB
6,HLA-F;CCL5;T cells CD8+;T cells CD8+ KLRG1+;GZMB;IRF9;HLA-E;AKT3;HLA-C;CDK17;TRIM5;WHAMM;TLK2;ILCs;PUS1;ERLIN1;GBP3;ALYREF;DDIT4;TRAFD1;APOL2;APOL1;SOCS2;USP18;IFIT5;CASP7;HEG1;NK cells KLRF1+ CD3G-;MT1G;Macrophages Metallothionein;BTN3A3;TMEM140
7,ELF1;CCDC109B;PSMB8;SUN2;PSMB9;PHF11;RBM25;SOCS1;CD69;RBCK1;T cells Naive CD4+;IRF2;KIAA0040;SMAD3
8,PFKFB3;TNFSF10;DCP1A;CHMP5;MX1;LMO2;IFI30;SLC15A3;MARCKS;TYMP;ATF3;LAP3;IFI6;SCO2;B4GALT5;TRIM25;NAPA;C15orf48;RNF19B;FAM46A;NAMPT;EPSTI1;IL6ST;OAS2;BCL3;GCH1;PNPT1;SERPINB9;GK;DC1;ETV6;IL1RN;OASL;WARS;MYOF;GEM;LPCAT1;ATP10D;PML;IFIT2;CEBPD;CCL4;MYD88;MVB12B;SLC25A30;CPT1A;LGALS3;LIPA;Macrophages CCL3+ CCL4+;ANKFY1;UNC93B1;IFITM3;SPATS2L;MAFF;Macrophages;SIRPA;MAFB;CD163;CCR1;RASSF4;SECTM1;TFEC;TCF7L2;P2RY6;BLVRA;IMPA2;DC2 CD1D-;DC2 CD1D+;THBD;BST2;JAK2;LGMN;ALDH1A1;IFIT3;OAS3;PARP12;TMEM51;IFIT1;SERPING1;SCARB2;IFI27;MSR1;Macrophages LYVE1+;FCGR1A;BAG1;MB21D1;ADAMDEC1;RNF114;C9orf91
9,SP110;PNRC1;TRIM38;EIF3L;SPTLC2;DTX3L;OGFR;RNF213;GBP1;FKBP5;ADAR;CYTH1;PLSCR1;CSRNP1
10,IFITM2;TXNIP;IFI16;CCND3;CLEC2B;VMP1;LY6E;GBP2;SAMHD1;GBP4;HES4;STAT1;IFI44;XAF1;UBE2L6;ISG15;VAMP5;PIM3;IFI44L;PLIN2;TNFAIP3;DDX3X;IFNGR1;PARP9;TNFSF13B;NMI;TRIM14;DDX60;GAK;MAP3K5
