cluster_ID,genes
1,AIM2;B cells;IFI30;NCF1;PXK;SNN;SP110;STAP1;TRIM38;TXNIP
2,ANXA2R;B cells AICDA+ LRMP+;IRF9;ISG20;KIAA0040;ODC1;PMAIP1;PUS1;RBM25;SMAD3;T cells Naive CD4+;TAGAP
3,ABLIM3;ABTB2;ADM;AHNAK2;AMPH;ANGPTL1;APOBEC3A;AQP9;ARG2;B2M;BATF2;BUB1;C10orf10;C1S;C22orf28;C5orf27;CCL19;CCL2;CCL8;CCNA1;CES1;CLEC4D;CMAHP;CREB3L3;CRP;CTCFL;CX3CL1;CXCL11;CYP1B1;FFAR2;FNDC4;FTSJD2;FZD5;G6PC;GJA4;GPX2;HESX1;HLA-B;HLA-G;IFNLR1;IGFBP2;IL17RB;IL1RN;MAB21L2;Macrophages LYVE1+;MAP3K14;Mast cells;MKX;Monocytes CHI3L1+ CYP27A1+;Monocytes S100A8+ S100A9+;MT1G;MT1H;MT1M;MYOF;NEURL3;Neutrophils S100A8+ S100A9+;NPAS2;NRN1;NT5C3;PADI2;PDGFRL;PHF15;PTMA;RNASE4;RPL22;S100A8;SAA1;SERPINE1;SLC1A1;ST3GAL4;STEAP4;TAP2;TBX3;THBD;TLR3;TNFAIP6;TNFRSF10A;TRIM34;UPP2;VEGFC;ZNF385B
4,ALYREF;CD80;CDK17;CFB;DDX58;ELF1;HLA-A;HLA-C;HLA-E;Immune Cycling cells;LRG1;Macrophages Metallothionein;MICB;MT1F;NDC80;OASL;PNPT1;PPM1K;STARD5;TCF7L2;TDRD7;TLK2;TMEM140;ULK4
5,AKT3;ARNTL;BCL3;CD274;CRY1;CYTH1;DCP1A;DDX3X;ENPP1;GBA;GEM;IL1R1;ILCs;LEPR;MAFF;MASTL;SPSB1;SPTLC2;T cells CD4+ IL17A+;TRIM21
6,CD38;CD9;CDKN1A;COMMD3;DUSP5;GALNT2;HSH2D;MCL1;PDK1;PI4K2B;Plasma cells;PMM2;PRKD2;SLC16A1;ZBP1
7,B4GALT5;CASP7;DTX3L;FNDC3B;IFI35;IFI44L;LPCAT1;Macrophages PLA2G2D+;MAX;MVB12B;NAPA;NFIL3;PARP12;SAMD4A;SCARB2;SOCS2;TMEM51
8,ADAR;ANKFY1;APOL1;APOL2;BTN3A3;C9orf91;ERLIN1;IL15;IL15RA;NCOA3;RNF114;SLC25A28;TMEM255A;WHAMM
9,ATP10D;BAG1;C4orf33;GAK;IFI16;IFITM2;IRF7;PSMB8;TAP1;TRAFD1;UNC93B1;USP18
10,ARHGEF3;CCDC92;ETV7;IFIT5;IRF2;MAP3K5;MCOLN2;NOD2;OGFR;RBCK1;RTP4;SLC25A30;TRIM5
11,ACSL1;BCL2L14;C4orf32;CPT1A;DC1;DC2 CD1D-;DC2 CD1D+;EHD4;EIF3L;ETV6;FUT4;IMPA2;Mature DCs;MB21D1;MTHFD2L;SCO2;SERPINB9
12,CCL4;CCL5;DDX60;GZMB;HEG1;HERC6;HLA-F;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);NK cells KLRF1+ CD3G-;PHF11;PSMB9;T cells CD8+;T cells CD8+ KLRG1+;T cells OGT+
13,CCDC109B;IL6ST;MT1X;RGS1;SLFN5;Tregs;TRIM14
14,CSRNP1;FAM134B;HELZ2;HES4;OPTN;PNRC1;RNF213;SOCS1;T cells CD4+ FOSB+;TNFAIP3;VMP1
15,CCND3;CD69;CLEC2B;DDIT4;JUNB;RARRES3;SUN2
16,ATF3;BLVRA;C15orf48;FAM46A;FKBP5;GCH1;IFNGR1;LGALS3;PFKFB3;PIM3;PLIN2;RNF19B;TIMP1
17,ADAMDEC1;ALDH1A1;ANKRD22;CCR1;CD163;CEBPD;CLEC4E;CXCL10;CXCL9;EXT1;FCGR1A;GK;IDO1;IFI27;IFIT1;IFIT2;IFIT3;IFITM3;JAK2;LAMP3;LIPA;LMO2;Macrophages;Macrophages CCL3+ CCL4+;Macrophages CXCL9+ CXCL10+;MAFB;MSR1;MYD88;OAS2;P2RY6;PML;RASSF4;SECTM1;SERPING1;TREX1
18,CD74;GCA;GLRX;LAP3;LGMN;MARCKS;NAMPT;OAS3;SIRPA;SLC15A3;TFEC;TYMP;UBE2L6;WARS
19,BST2;CHMP5;GBP1;GBP2;GBP4;GBP5;IFI44;ISG15;NMI;PARP9;PLSCR1;SAMHD1;SPATS2L;STAT1;TNFSF10;TNFSF13B;VAMP5
20,EPSTI1;GBP3;IFI6;LY6E;MX1;TRIM25;XAF1
