cluster_ID,genes
1,IFITM2;TAP1;PSMB8;IFI16;GAK;OGFR;ARHGEF3;IRF2;RTP4;RBCK1
2,PSMB9;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);DDX60;PHF11;ADAR;CCL4;CCL5;T cells CD8+;T cells CD8+ KLRG1+;ANXA2R;Macrophages Metallothionein;HLA-E;CDK17;OASL;DDX58;NK cells KLRF1+ CD3G-;MT1F;GZMB;HEG1
3,VMP1;TNFAIP3;SOCS1;RNF213;T cells CD4+ FOSB+;FAM134B;CSRNP1;OPTN;PNRC1;SLFN5;RGS1;MT1X;HELZ2;HLA-F;T cells OGT+;CLEC2B;RARRES3;CCND3;CD69;SUN2;DDIT4;JUNB;CCDC109B
4,IFI44L;LPCAT1;NCOA3;SCARB2;DTX3L;PARP12;MAX;SAMD4A;NFIL3;NAPA;MVB12B;B4GALT5;SOCS2;ANKFY1;ERLIN1;RNF114;Macrophages PLA2G2D+;TMEM51;TMEM255A
5,ELF1;KIAA0040;SLC25A28;IL15;Macrophages LYVE1+;TNFRSF10A;ALYREF;TCF7L2;Immune Cycling cells;CFB;STARD5;TDRD7;ULK4;ARG2;HLA-A;HLA-C;TMEM140;NDC80;MT1H;RPL22;MT1G;GPX2;IFNLR1;ANGPTL1;Monocytes S100A8+ S100A9+;Mast cells;HLA-B;Neutrophils S100A8+ S100A9+;ST3GAL4;HLA-G;B2M;PTMA;ZNF385B;VEGFC;UPP2;TRIM34;TNFAIP6;TLR3;THBD;TBX3;TAP2;STEAP4;SLC1A1;SERPINE1;SAA1;S100A8;RNASE4;PHF15;PDGFRL;PADI2;NT5C3;NRN1;NPAS2;NEURL3;MYOF;MT1M;MKX;MAP3K14;MAB21L2;IL1RN;IL17RB;IGFBP2;HESX1;GJA4;G6PC;FZD5;FTSJD2;FNDC4;FFAR2;CYP1B1;CXCL11;CX3CL1;CTCFL;CRP;CREB3L3;CMAHP;CLEC4D;CES1;CCNA1;CCL8;CCL2;CCL19;C5orf27;C22orf28;C1S;C10orf10;BUB1;BATF2;AQP9;APOBEC3A;AMPH;AHNAK2;ADM;ABTB2;Monocytes CHI3L1+ CYP27A1+;ABLIM3
6,EHD4;SCO2;ACSL1;MTHFD2L;Mature DCs;DC2 CD1D-;DC2 CD1D+;MB21D1;MCOLN2;SERPINB9;CCDC92;ETV7;NOD2;SLC25A30;DC1;CPT1A;FUT4;BCL2L14;IFIT5;TRIM5;APOL1;EXT1;C9orf91;IL15RA;WHAMM;BTN3A3
7,PFKFB3;FAM46A;TRAFD1;SPTLC2;GCH1;ILCs;C4orf33;IMPA2;ENPP1;CD274;MASTL;AKT3;GBA;BCL3;DDX3X;MAFF
8,HES4;Tregs;IL6ST;GEM;CRY1;LEPR;LRG1;TRIM25;DCP1A;ARNTL;IL1R1;HERC6;TRIM21;T cells CD4+ IL17A+;CYTH1;SPSB1;MAP3K5;PPM1K
9,CDKN1A;ISG20;MCL1;DUSP5;GALNT2;COMMD3;PMM2;CD9;PRKD2;PI4K2B;Plasma cells;HSH2D;ZBP1;CD38;PDK1
10,ODC1;PMAIP1;SLC16A1;TLK2;CD80;RBM25;PUS1;MICB;PNPT1
11,TXNIP;IRF9;B cells;STAP1;SP110;TRIM38;SNN;PXK;B cells AICDA+ LRMP+;T cells Naive CD4+;TAGAP;SMAD3;AIM2;IFI30
12,IFIT2;SECTM1;SERPING1;LAMP3;LIPA;CXCL9;CXCL10;MAFB;Macrophages;RASSF4;P2RY6;ADAMDEC1;ALDH1A1;MSR1;CD163;IDO1;FCGR1A;JAK2;CLEC4E;ANKRD22;Macrophages CXCL9+ CXCL10+;Macrophages CCL3+ CCL4+;TREX1;CEBPD;OAS2;IFI27;PML;IFITM3;CCR1;GK
13,TYMP;LGMN;TFEC;SLC15A3;SIRPA;LAP3;WARS;UBE2L6;MYD88;IFIT3;OAS3;CASP7;APOL2
14,CD74;MARCKS;NCF1;GCA;IFNGR1;LMO2;ATP10D;UNC93B1;BAG1;ETV6;EIF3L
15,LGALS3;GLRX;ATF3;TIMP1;BLVRA;FNDC3B;RNF19B;C15orf48
16,TNFSF13B;TNFSF10;IFI44;CHMP5;NMI;IFIT1;BST2;IFI35;IRF7;USP18
17,GBP1;GBP4;STAT1;PLSCR1;SPATS2L;NAMPT;C4orf32;GBP2;GBP5;PLIN2;FKBP5;PIM3
18,SAMHD1;VAMP5;TRIM14;ISG15;IFI6;EPSTI1;PARP9;LY6E;MX1;GBP3;XAF1
