cluster_ID,genes
1,ATF3;JUNB;GEM;PNRC1;TNFAIP3
2,C1S;TIMP1;SERPING1;CCL2;CEBPD;MARCKS
3,MT1X;C10orf10;CDKN1A;MT1M
4,BST2;LY6E;IGFBP2;Endothelial cells CD36+;PIM3;PSMB9;PSMB8;GBP4;C4orf32;CYTH1;BCL3;TAP1;ADAR;ANXA2R;CCND3;EHD4;NRN1;PLSCR1;LAP3;CHMP5;HEG1;Endothelial cells LTC4S+ SEMA3G+;CSRNP1;IFI44L;CX3CL1;IFIT3;IFNGR1;MX1;ARHGEF3;XAF1;IFI44;HLA-F;LEPR;Endothelial cells DARC+;B4GALT5
5,HLA-B;HLA-C;HLA-A;IFI27;CD74;HLA-E;IFITM3;WARS;TNFSF10;IFITM2;ISG15;IFI6;VAMP5;THBD;ELF1;SOCS2;IFI16;TXNIP;DUSP5;LMO2
6,CD9;Myofibroblasts GREM1+ GREM2+;Myofibroblasts HHIP+ NPNT+;CYP1B1
7,MCL1;VMP1;RARRES3;GBP1;ADAMDEC1;Fibroblasts ADAMDEC1+;Activated fibroblasts CCL19+ ADAMADEC1+;CLEC2B;SCARB2;IL6ST;IL1R1;PFKFB3;CCL8;STAT1;FNDC3B;Fibroblasts NPY+ SLITRK6+;TYMP;IDO1
8,LGALS3;MAFF;NAMPT;ADM;Fibroblasts SFRP2+ SLPI+;TNFSF13B;FAM46A;SPSB1;ALDH1A1;ANGPTL1;TNFAIP6;Fibroblasts KCNN3+ LY6H+
9,RGS1;ISG20;CCL4;CCL5;CD69;SERPINB9;Lymphatics;PLIN2;CD38
10,ODC1;SAMHD1;MAFB;Glial cells;RASSF4;IFI35;SOCS1;TBX3;RBM25;PPM1K;GALNT2;Fibroblasts SMOC2+ PTGIS+;Inflammatory fibroblasts IL11+ CHI3L1+;APOL1;IL15RA;CXCL10;CXCL9;TCF7L2;PDGFRL;RNF114;RNF213;PXK;MAP3K5;IRF2;GBA;ST3GAL4;FNDC4;PDK1;BAG1;TMEM51;GCA;DCP1A;CPT1A;AKT3;PI4K2B;SNN;OPTN;SUN2;MTHFD2L;SIRPA;SMAD3;SAMD4A;APOL2;CCDC92;ERLIN1;RNASE4;ATP10D;TRIM5;JAK2;NAPA;DDX60;GBP3;TRAFD1;ANKFY1;OGFR;RTP4;USP18;LPCAT1;MYD88;SLC15A3;MVB12B;CRY1;EPSTI1;EXT1;PHF11;CCL19;MT1H;C15orf48;GPX2
11,TAGAP;NCF1;IRF9;TLK2;ALYREF;CD274;MB21D1;WHAMM;IL15;OASL;P2RY6;HERC6;ULK4;GAK;ARG2;TLR3;TRIM14;TDRD7;PMM2;PNPT1;ACSL1;FZD5;SECTM1;BATF2;UNC93B1;C9orf91;NPAS2;ZNF385B;ZBP1;UPP2;TRIM34;TMEM255A;TFEC;TAP2;STARD5;STAP1;SLC1A1;SAA1;S100A8;PHF15;PADI2;NT5C3;NOD2;NEURL3;NDC80;MSR1;MKX;MICB;MCOLN2;MASTL;MAP3K14;LAMP3;IL1RN;IL17RB;IFNLR1;IFI30;HSH2D;HLA-G;HESX1;GZMB;GK;G6PC;FUT4;FTSJD2;FFAR2;FCGR1A;ETV7;CXCL11;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CD80;CD163;CCR1;CCNA1;C5orf27;C22orf28;BUB1;BCL2L14;ARNTL;AQP9;APOBEC3A;ANKRD22;ABTB2;AIM2;ENPP1;GBP5;Stromal Cycling cells;PUS1;TRIM21;C4orf33;SLC25A30;CFB;AMPH;FAM134B
12,SERPINE1;PMAIP1;PTMA;B2M;LIPA;UBE2L6;ABLIM3;GCH1;SP110;PARP9;VEGFC;Endothelial cells CA4+ CD36+;LGMN;MAX;CDK17;SLFN5;RNF19B;IFIT1;IRF7;PML;OAS3;NCOA3;IFIT5;IFIT2;NMI;TREX1;PRKD2;HELZ2;RBCK1;DDX58;PARP12;OAS2;TNFRSF10A;BTN3A3;TRIM25;TRIM38;DTX3L;TMEM140;SPTLC2;SLC25A28;CASP7;ETV6;SCO2;MYOF;CCDC109B;LRG1
13,DDX3X;RPL22;SPATS2L;COMMD3;GLRX;EIF3L;BLVRA;MAB21L2;AHNAK2;SLC16A1;GBP2;CES1;IMPA2
14,MT1G;HES4;DDIT4;FKBP5;KIAA0040;MT1F;Pericytes RERGL+ NTRK2+;NFIL3;GJA4;Pericytes HIGD1B+ STEAP4+;STEAP4
