cluster_ID,genes
1,CD9
2,MT1X;C10orf10
3,CDKN1A;MT1M;HES4;DDIT4
4,IFITM3;BST2;MCL1
5,IFITM2;ISG15;IFI6;VAMP5;THBD;ELF1;SOCS2;IFI44L;IFI16;WARS;TNFSF10;DUSP5;LMO2;TXNIP;HEG1
6,IGFBP2;Endothelial cells CD36+;C4orf32;ADAR;ANXA2R;CCND3;EHD4;SLFN5;PSMB9;PSMB8;GBP4;HLA-F;BCL3;ARHGEF3;TAP1;SERPINE1
7,NRN1;LAP3;LEPR;PLSCR1;MX1;XAF1;IFI44;VEGFC;Endothelial cells LTC4S+ SEMA3G+;CX3CL1;IFIT3;IFNGR1;CSRNP1;CHMP5
8,NAMPT;LY6E;IL1R1;PIM3;CYTH1;Endothelial cells DARC+;B4GALT5;PMAIP1
9,HLA-B;HLA-C;HLA-A;IFI27;CD74;HLA-E
10,ANGPTL1;Myofibroblasts GREM1+ GREM2+;Myofibroblasts HHIP+ NPNT+;GBP2;COMMD3;CES1;IMPA2;BLVRA;MAB21L2;AHNAK2;CYP1B1
11,MT1G;DDX3X;RPL22;EIF3L;FKBP5;MT1F;MT1H;C15orf48;GPX2
12,RGS1;ISG20;CCL4;CCL5;CD69;SERPINB9;Lymphatics;PLIN2;CD38
13,CLEC2B;PFKFB3;TYMP;IDO1;APOL1;EPSTI1;EXT1;PHF11;CCL19;STAT1;SPATS2L;FNDC3B;FAM46A;SCARB2;SPSB1;TBX3;Fibroblasts NPY+ SLITRK6+
14,PTMA;B2M;LIPA;RNF19B;Endothelial cells CA4+ CD36+;LGMN;MAX;IFI35;UBE2L6;GCH1;SP110;ABLIM3;CDK17;IFIT1;PARP9;IFIT5;IFIT2;NMI;TREX1;PRKD2;HELZ2;RBCK1;DDX58;PARP12;OAS2;TNFRSF10A;RTP4;BTN3A3;TRIM25;IRF7;PML;OAS3;NCOA3;TRIM38;DTX3L;TMEM140;SPTLC2;SLC25A28;CASP7;ETV6;SCO2;MYOF;CPT1A;SUN2;CCDC109B;LRG1
15,RBM25;ODC1;GLRX;SOCS1;BAG1;TMEM51;OPTN;MTHFD2L;NAPA;SLC16A1;IRF2;PXK;MAP3K5;RNF114;RNF213;GCA;DCP1A;GBA;ST3GAL4;FNDC4;PDK1;TCF7L2;Fibroblasts SMOC2+ PTGIS+;Inflammatory fibroblasts IL11+ CHI3L1+;SMAD3;SAMD4A;IL15RA;RNASE4;ATP10D;CXCL10;PPM1K;GALNT2;Glial cells;SAMHD1;MAFB;Fibroblasts KCNN3+ LY6H+;PDGFRL
16,CRY1;AKT3;CCDC92;SIRPA;APOL2;ERLIN1;DDX60;GBP3;TRAFD1;PMM2;ANKFY1;USP18;CXCL9;SNN;OGFR;IRF9;TAGAP;NCF1;LPCAT1;TRIM5;JAK2;PI4K2B;MVB12B;GAK;ARG2;TLR3;TRIM14;TDRD7;PNPT1;TLK2;ALYREF;CD274;MYD88;Stromal Cycling cells;PUS1;TRIM21;C4orf33;SLC25A30;MB21D1;WHAMM;IL15;OASL;P2RY6;HERC6;ULK4;ENPP1;GBP5;CFB;ACSL1;FZD5;SECTM1;BATF2;UNC93B1;C9orf91;NPAS2;ZNF385B;ZBP1;UPP2;TRIM34;TMEM255A;TFEC;TAP2;STARD5;STAP1;SLC1A1;SAA1;S100A8;PHF15;PADI2;NT5C3;NOD2;NEURL3;NDC80;MSR1;MKX;MICB;MCOLN2;MASTL;MAP3K14;LAMP3;IL1RN;IL17RB;IFNLR1;IFI30;HSH2D;HLA-G;HESX1;GZMB;GK;G6PC;FUT4;FTSJD2;FFAR2;FCGR1A;ETV7;CXCL11;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CD80;CD163;CCR1;CCNA1;C5orf27;C22orf28;BUB1;BCL2L14;ARNTL;AQP9;APOBEC3A;ANKRD22;ABTB2;AIM2;AMPH;SLC15A3;RASSF4;FAM134B
17,KIAA0040;Pericytes RERGL+ NTRK2+;CCL8;NFIL3;GJA4;Pericytes HIGD1B+ STEAP4+;STEAP4
18,TIMP1;MARCKS;LGALS3;MAFF;SERPING1;TNFAIP6;Fibroblasts SFRP2+ SLPI+;TNFSF13B;ADM;ALDH1A1
19,C1S;CCL2;CEBPD;ATF3;JUNB;GEM;PNRC1;TNFAIP3
20,VMP1;RARRES3;IL6ST;GBP1;ADAMDEC1;Fibroblasts ADAMDEC1+;Activated fibroblasts CCL19+ ADAMADEC1+
