cluster_ID,genes
1,CD9
2,MT1G;HES4;DDIT4;FKBP5;KIAA0040;MT1F;Pericytes RERGL+ NTRK2+;NFIL3;GJA4;Pericytes HIGD1B+ STEAP4+;STEAP4
3,CYP1B1;ANGPTL1;EIF3L;COMMD3;CES1;IMPA2;BLVRA;MAB21L2;AHNAK2;GBP2
4,STAT1;SPATS2L;FNDC3B;Fibroblasts NPY+ SLITRK6+;Fibroblasts SMOC2+ PTGIS+;Inflammatory fibroblasts IL11+ CHI3L1+;IFI35;SOCS1;TBX3;PHF11;TCF7L2;MAFB;RNF213;APOL1;IL15RA;CXCL10;CXCL9;SPSB1;Fibroblasts KCNN3+ LY6H+;PPM1K;GALNT2;SAMHD1;PXK;MAP3K5;TYMP;IDO1;EPSTI1;EXT1;CCL19
5,DDX3X;PTMA;B2M;RPL22;RBM25;ODC1;GLRX;SLC16A1;BAG1;TMEM51;CPT1A;SUN2;OPTN;MTHFD2L;MT1H;C15orf48;GPX2
6,LIPA;UBE2L6;GCH1;SP110;PARP9;VEGFC;Endothelial cells CA4+ CD36+;LGMN;MAX;MYOF;GCA;RNF114;RBCK1;IRF2;CDK17;IFIT1;IFIT5;IFIT2;NMI;IRF7;PML;OAS3;NCOA3;TREX1;PRKD2;HELZ2;TRIM38;DTX3L;TMEM140;DDX58;PARP12;OAS2;TNFRSF10A;BTN3A3;TRIM25;SPTLC2;SLC25A28;CASP7;ETV6;SCO2;RNF19B;ABLIM3;CCDC109B;LRG1
7,CRY1;SIRPA;NAPA;OGFR;IRF9;RTP4;USP18;LPCAT1;ANKFY1;SLC15A3;ERLIN1;DDX60;GBP3;TRAFD1;PMM2;RNASE4;ATP10D;TLR3;TRIM14;TDRD7;TRIM5;JAK2;PI4K2B;MVB12B;GAK;ARG2;PNPT1;TLK2;ALYREF;CD274;MYD88;Stromal Cycling cells;PUS1;TRIM21;C4orf33;SLC25A30;MB21D1;WHAMM;IL15;OASL;P2RY6;HERC6;ULK4;ENPP1;GBP5;CFB;ACSL1;FZD5;SECTM1;BATF2;UNC93B1;C9orf91;NPAS2;ZNF385B;ZBP1;UPP2;TRIM34;TMEM255A;TFEC;TAP2;STARD5;STAP1;SLC1A1;SAA1;S100A8;PHF15;PADI2;NT5C3;NOD2;NEURL3;NDC80;MSR1;MKX;MICB;MCOLN2;MASTL;MAP3K14;LAMP3;IL1RN;IL17RB;IFNLR1;IFI30;HSH2D;HLA-G;HESX1;GZMB;GK;G6PC;FUT4;FTSJD2;FFAR2;FCGR1A;ETV7;CXCL11;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CD80;CD163;CCR1;CCNA1;C5orf27;C22orf28;BUB1;BCL2L14;ARNTL;AQP9;APOBEC3A;ANKRD22;ABTB2;AIM2;AMPH;SMAD3;SAMD4A;APOL2;AKT3;CCDC92;DCP1A;SNN;GBA;ST3GAL4;FNDC4;PDK1;TAGAP;NCF1;PDGFRL;RASSF4;Glial cells;FAM134B
8,RGS1;ISG20;CCL4;CCL5;CD69;SERPINB9;Lymphatics;PLIN2;CD38
9,Myofibroblasts GREM1+ GREM2+;Myofibroblasts HHIP+ NPNT+
10,C1S;CCL2;CEBPD;ATF3;JUNB;GEM;PNRC1;TNFAIP3
11,TIMP1;MARCKS;LGALS3;MAFF;ALDH1A1;SERPING1;TNFAIP6;ADM;FAM46A;Fibroblasts SFRP2+ SLPI+;TNFSF13B
12,MCL1;IL6ST;IL1R1;NAMPT;PFKFB3;CLEC2B;SCARB2
13,RARRES3;GBP1;ADAMDEC1;Fibroblasts ADAMDEC1+;Activated fibroblasts CCL19+ ADAMADEC1+;VMP1;CCL8
14,MT1X;C10orf10;MT1M
15,HLA-B;HLA-C;HLA-A;IFI27
16,NRN1;PLSCR1;LAP3;LEPR;CHMP5;Endothelial cells LTC4S+ SEMA3G+;CSRNP1;IFI44L;CX3CL1;IFIT3;IFNGR1;MX1;ARHGEF3;XAF1;IFI44;HLA-F
17,LY6E;Endothelial cells DARC+;B4GALT5;PMAIP1;IGFBP2;Endothelial cells CD36+;PSMB9;PSMB8;GBP4;C4orf32;CYTH1;BCL3;TAP1;ADAR;ANXA2R;CCND3;EHD4;SLFN5;PIM3;SERPINE1
18,CD74;HLA-E;THBD;ELF1;SOCS2;WARS;IFI16;LMO2;CDKN1A
19,IFITM3;BST2;IFITM2;ISG15;IFI6;VAMP5;DUSP5;TNFSF10;TXNIP;HEG1
