cluster_ID,genes
1,SOCS1;T cells Naive CD4+;JUNB;DDIT4;RBM25;CCDC109B;SLFN5;OPTN;SUN2;T cells CD4+ FOSB+;FAM134B;Tregs
2,ISG20;DUSP5;Plasma cells;CD38;PDK1;ZBP1;PMM2
3,IFIT2;TNFRSF10A;Mature DCs;SAMD4A;RNF114;SLC25A28;MCOLN2;PARP9;MAX;TRAFD1;OAS2;WHAMM;KIAA0040;TLK2;HLA-C;HLA-A;CDK17;HLA-E;DDX60;RTP4;SLC16A1;ERLIN1;BTN3A3;ARG2
4,ARNTL;TRIM5;IFNLR1;PI4K2B;TMEM140;MICB;Macrophages PLA2G2D+;IFIT5;BCL2L14;MT1H;FUT4;STARD5;IFI27;CRY1;AKT3;TDRD7;HLA-G;ABTB2;ULK4;RPL22;HLA-B;PTMA;ZNF385B;VEGFC;UPP2;TRIM34;TMEM255A;TLR3;TBX3;TAP2;SLC1A1;SERPINE1;SAA1;RNASE4;PHF15;PDGFRL;PADI2;NT5C3;NRN1;NPAS2;NEURL3;MSR1;MKX;MAP3K14;MAB21L2;LEPR;IL17RB;IGFBP2;HESX1;GJA4;G6PC;FTSJD2;FNDC4;CYP1B1;CX3CL1;CTCFL;CRP;CREB3L3;CMAHP;CLEC4D;CFB;CCNA1;C5orf27;C22orf28;C1S;C10orf10;B2M;ANGPTL1;AMPH;ABLIM3;AHNAK2;DDX58;USP18;NDC80;HERC6;MASTL
5,ATP10D;SPSB1;MB21D1;ILCs;SOCS2;NFIL3;IL1R1;NK cells KLRF1+ CD3G-;ENPP1;IL15RA;MT1M;ETV7;MAP3K5
6,CD69;IFITM2;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);T cells OGT+;LY6E;HLA-F;PHF11;GZMB;RBCK1;CLEC2B;RARRES3;CCND3;ISG15;RNF213;PSMB9;CCL5;T cells CD8+ KLRG1+;T cells CD8+;ANXA2R
7,GBP1;STAT1;TNFSF13B;TAP1;GBP3;NMI;ADAR;ARHGEF3;VMP1;IFIT3;PUS1;OAS3;T cells CD4+ IL17A+;IFI6;IFI44L;IFI44
8,WARS;FAM46A;PARP12;C4orf32;LMO2;OGFR;B4GALT5;SIRPA;GBA;ALDH1A1
9,CHMP5;ALYREF;Immune Cycling cells;BUB1;EXT1;COMMD3;APOL1;MT1X;CCDC92;HEG1;IFIT1;Mast cells;PNPT1;ST3GAL4;CD9;MT1G;Macrophages Metallothionein;MT1F;NOD2;TRIM21;MTHFD2L
10,EIF3L;CYTH1;NAMPT;EHD4;PNRC1;SAMHD1;IL6ST;GK;FKBP5
11,GLRX;LAP3;MX1;GCH1;PML;MYD88;DTX3L;SCO2;LIPA;NAPA;DC2 CD1D-;DC2 CD1D+
12,GEM;CPT1A;TREX1;OASL;ADAMDEC1;CCL8;LAMP3;P2RY6;SERPING1;IL15;Macrophages LYVE1+;CCL19;DC1;C4orf33;FZD5;C9orf91;MVB12B;BATF2;CD80;SLC25A30
13,CDKN1A;FNDC3B;SCARB2;Macrophages CCL3+ CCL4+;CD274;CCR1;C15orf48;IMPA2;TRIM14;CASP7;FFAR2;JAK2;LRG1;STEAP4;CXCL10;SECTM1;MAFB;RASSF4;CCL2;Macrophages CXCL9+ CXCL10+;TCF7L2;IDO1;CXCL9;MYOF;CXCL11;THBD;IL1RN;FCGR1A;CD163;Macrophages
14,DCP1A;ACSL1;TRIM25;ADM;Monocytes S100A8+ S100A9+;S100A8;Neutrophils S100A8+ S100A9+;CLEC4E;TMEM51;APOBEC3A;AQP9;ANKRD22;TNFAIP6;GALNT2;HELZ2;GPX2;Monocytes CHI3L1+ CYP27A1+;ANKFY1;CES1
15,PLSCR1;IFNGR1;GBP4;XAF1;UBE2L6;EPSTI1;BST2;IFI35;BAG1
16,CSRNP1;PLIN2;VAMP5;CCL4;SPATS2L;LGALS3;TIMP1;BLVRA;ATF3;RNF19B;MAFF;CEBPD;DDX3X;TNFSF10;HES4;IFITM3;APOL2
17,TNFAIP3;GBP2;BCL3;PIM3;MCL1;PFKFB3;GBP5
18,TYMP;MARCKS;ETV6;IFI30;TFEC;SERPINB9;GAK;SLC15A3;CD74;UNC93B1;GCA;LPCAT1;LGMN;SNN;IRF7;SPTLC2
19,TXNIP;PMAIP1;NCOA3;TRIM38;SP110;B cells;NCF1;STAP1;PSMB8;ODC1;HSH2D;AIM2
20,IFI16;PXK;PPM1K;B cells AICDA+ LRMP+;RGS1;ELF1;IRF2;IRF9;PRKD2;TAGAP;SMAD3
