cluster_ID,genes
1,SOCS1;FKBP5;ELF1;CYTH1;EPSTI1;GBP2;Tregs;VMP1;MAP3K5;PLIN2;IL6ST;TRIM14;ETV6;CPT1A;GK
2,HLA-F;HLA-C;TXNIP;JUNB;HLA-A;HLA-E;PNRC1;RARRES3;RNF213;OPTN;SUN2;SLFN5;T cells CD4+ FOSB+;T cells OGT+;ARHGEF3;CLEC2B;ISG15;MT1X;DDIT4;IFITM2;CD69;HLA-B;T cells Naive CD4+;FAM134B
3,VAMP5;SAMHD1;STAT1;LY6E;TAP1;RGS1;MCL1;DUSP5;IFI6;TNFAIP3;DDX3X;ADAR;CSRNP1;GBP5;NAMPT;TNFSF13B;GBP3;TNFSF10;HES4
4,GCA;PSMB9;UBE2L6;TYMP;MARCKS;WARS;IFNGR1;GBP1;NMI;GBP4;TIMP1;CEBPD;IFITM3;BST2;SPATS2L;BLVRA;LGALS3;COMMD3;IFI35
5,PLSCR1;TFEC;TRAFD1;LGMN;SIRPA;CCR1;DC2 CD1D-;DC2 CD1D+;SOCS2;SECTM1;Macrophages;C15orf48;MAFB;Macrophages PLA2G2D+;IL1RN;RNF114;FNDC3B;GBA;IL15RA;FUT4;MT1G;SCARB2;JAK2;ADAMDEC1;TMEM51;PARP12;Macrophages CCL3+ CCL4+;LIPA;ALDH1A1;SERPING1;GAK;MAFF;FAM46A;CD274;ATF3;MYD88;MB21D1;C9orf91;DC1;ILCs;RASSF4;LAMP3;P2RY6;GEM;C4orf33;IDO1
6,PIM3;SERPINB9;RNF19B;CD80;PI4K2B;MASTL;TREX1;MTHFD2L;TLK2;KIAA0040;PFKFB3;BCL3;TRIM25;SPTLC2;ATP10D;SCO2;SLC15A3;IFI30;Mature DCs;OGFR;CASP7;PUS1;RBM25;SLC16A1;LPCAT1;EHD4;EXT1;PMM2;PNPT1;B4GALT5;ACSL1
7,RBCK1;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);ARNTL;MAX;PHF11;MICB;IFIT5;IL1R1;DCP1A;ANKFY1;CDK17;CCDC92;TNFRSF10A;WHAMM;BTN3A3;MVB12B;OAS2;DDX60;TRIM21;IFIT3;OAS3;ULK4;IL15;MT1F;APOL1;APOL2;NFIL3;B2M;AKT3;SLC25A28;IFI44;HERC6;Macrophages CXCL9+ CXCL10+;T cells CD4+ IL17A+;DDX58;HELZ2;OASL;HEG1;GZMB;ANXA2R;T cells CD8+;CCL5;T cells CD8+ KLRG1+;CCL4;IRF2;GALNT2;RTP4;PML;SPSB1;TMEM140;ETV7;Macrophages Metallothionein;CRY1
8,PDK1;ZBP1;RPL22;GCH1;FZD5;SLC25A30;TCF7L2;TDRD7;SAMD4A;IFIT1;PTMA;IGFBP2;TRIM5;ABTB2;NOD2;ARG2;SLC1A1;IFI27;BATF2;Monocytes S100A8+ S100A9+;Neutrophils S100A8+ S100A9+;GPX2;ANGPTL1;Mast cells;VEGFC;UPP2;TRIM34;TNFAIP6;TMEM255A;TLR3;THBD;TBX3;TAP2;STEAP4;SERPINE1;SAA1;S100A8;RNASE4;PHF15;PDGFRL;PADI2;NT5C3;NRN1;NPAS2;NEURL3;MYOF;MT1M;MT1H;MSR1;MKX;MAP3K14;MAB21L2;LEPR;HLA-G;HESX1;GJA4;G6PC;FTSJD2;FNDC4;FFAR2;FCGR1A;CYP1B1;CXCL9;CXCL11;CXCL10;CX3CL1;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CFB;CES1;CD163;CCNA1;CCL8;CCL2;CCL19;C5orf27;C22orf28;C1S;C10orf10;BCL2L14;AQP9;APOBEC3A;ANKRD22;AMPH;AHNAK2;ABLIM3;Macrophages LYVE1+;Monocytes CHI3L1+ CYP27A1+;IFIT2;IFI44L;USP18;NK cells KLRF1+ CD3G-;ZNF385B;STARD5;IL17RB;IFNLR1;ADM;ERLIN1;ST3GAL4;LRG1;ENPP1
9,UNC93B1;SP110;TRIM38;CDKN1A;SNN;SMAD3;TAGAP;XAF1;PARP9;DTX3L;IRF7;PRKD2;PPM1K;IRF9
10,CD74;BAG1;CD38;ISG20;Plasma cells;CD9;HSH2D
11,ODC1;C4orf32;B cells AICDA+ LRMP+;STAP1;MX1;LMO2;AIM2;B cells;NCF1;PXK;PMAIP1;MCOLN2;NCOA3
12,GLRX;LAP3;EIF3L;PSMB8;CHMP5;NAPA;IMPA2;CCND3;CCDC109B;IFI16;ALYREF;Immune Cycling cells;NDC80;BUB1
