cluster_ID,genes
1,TYMP;MARCKS;WARS;IFNGR1;CDKN1A
2,BST2;SPATS2L;BLVRA;LGALS3;TIMP1;CEBPD;IFITM3;TNFSF13B;VAMP5;SAMHD1;STAT1;GBP4;IFI6;UBE2L6;GBP1;NMI
3,COMMD3;IFI35;RNF114;RTP4;PML;IL15;IRF7;PRKD2;APOL2;GALNT2;PDK1;ZBP1;FNDC3B;APOL1;STARD5
4,RPL22;IL17RB;IFNLR1;ADM;TRIM5;ABTB2;NOD2;ARG2;SLC1A1;IFI27;BATF2;Monocytes S100A8+ S100A9+;Neutrophils S100A8+ S100A9+;GPX2;ANGPTL1;Mast cells;VEGFC;UPP2;TRIM34;TNFAIP6;TMEM255A;TLR3;THBD;TBX3;TAP2;STEAP4;SERPINE1;SAA1;S100A8;RNASE4;PHF15;PDGFRL;PADI2;NT5C3;NRN1;NPAS2;NEURL3;MYOF;MT1M;MT1H;MSR1;MKX;MAP3K14;MAB21L2;LEPR;HLA-G;HESX1;GJA4;G6PC;FTSJD2;FNDC4;FFAR2;FCGR1A;CYP1B1;CXCL9;CXCL11;CXCL10;CX3CL1;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CFB;CES1;CD163;CCNA1;CCL8;CCL2;CCL19;C5orf27;C22orf28;C1S;C10orf10;BCL2L14;AQP9;APOBEC3A;ANKRD22;AMPH;AHNAK2;ABLIM3;Macrophages LYVE1+;Monocytes CHI3L1+ CYP27A1+;FZD5;SAMD4A;IFIT1;PTMA;IGFBP2;USP18;NK cells KLRF1+ CD3G-;ZNF385B;ERLIN1;ST3GAL4;LRG1;ENPP1
5,SP110;TAGAP;XAF1;PARP9;DTX3L;PPM1K;IRF9;PUS1;C4orf33;TNFSF10;GAK;ATF3;MAFF;FAM46A;CD274;MVB12B;SLC25A30;TCF7L2;DCP1A;ANKFY1;B2M;AKT3;SLC25A28;IFIT5;TRIM21;IFI44;HERC6;Macrophages CXCL9+ CXCL10+;T cells CD4+ IL17A+;IL1R1;OAS2;GBA;IFIT3;OAS3;ULK4;BCL3;NFIL3;ACSL1;EXT1;GCH1;Macrophages Metallothionein;CRY1;TDRD7;TNFRSF10A;WHAMM;IFIT2;IFI44L;SPTLC2;ATP10D
6,PLSCR1;TFEC;LGMN;SIRPA;CCR1;MAFB;Macrophages PLA2G2D+;IL1RN;SCARB2;JAK2;ADAMDEC1;TMEM51;PARP12;Macrophages CCL3+ CCL4+;LIPA;ALDH1A1;SERPING1;IL15RA;FUT4;MT1G;TRAFD1;SNN;GEM;MYD88;Mature DCs;DC1;ILCs;MB21D1;C9orf91;RASSF4;LAMP3;P2RY6;DC2 CD1D-;DC2 CD1D+;SOCS2;SECTM1;Macrophages;C15orf48;IDO1
7,SCO2;UNC93B1;SLC15A3;IFI30;SLC16A1;EHD4;PMM2;LPCAT1;B4GALT5;PNPT1;CASP7;PIM3;RBM25;OGFR
8,LMO2;SERPINB9;RNF19B;CD80;PI4K2B;TRIM25;MASTL;MTHFD2L;TLK2;KIAA0040;TRIM38;TREX1;PFKFB3
9,TXNIP;LY6E;HLA-F;DDIT4;JUNB;HLA-A;HLA-E;PNRC1;IFITM2;CD69
10,ISG15;HLA-C;PLIN2;MT1X;CLEC2B;RARRES3;RNF213;OPTN;SUN2;SLFN5;T cells CD4+ FOSB+;T cells OGT+;ARHGEF3;VMP1;GBP2;Tregs
11,IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);ARNTL;MAX;FAM134B;T cells Naive CD4+;SMAD3;HLA-B;CDK17;CCDC92;TMEM140;ETV7;SPSB1
12,RBCK1;IRF2;PHF11;MICB;DDX60;GBP3;ANXA2R;T cells CD8+;CCL5;T cells CD8+ KLRG1+;CCL4;DDX58;MT1F;HELZ2;OASL;BTN3A3;HEG1;GZMB
13,RGS1;TAP1;MCL1;DUSP5;TNFAIP3;DDX3X;ADAR;CSRNP1;GBP5;HES4
14,EPSTI1;TRIM14;MAP3K5;NAMPT;IL6ST;CYTH1;ETV6;CPT1A;GK
15,ALYREF;Immune Cycling cells;C4orf32;NDC80;BUB1
16,CD74;BAG1;LAP3;EIF3L;GCA;IMPA2;PSMB8;PSMB9;GLRX;NAPA;CHMP5
17,ODC1;CD38;ISG20;Plasma cells;CD9;HSH2D;B cells;NCF1;PXK;AIM2;B cells AICDA+ LRMP+;STAP1;MX1;PMAIP1;MCOLN2;NCOA3
18,SOCS1;ELF1;CCND3;CCDC109B;IFI16;FKBP5
