cluster_ID,genes
1,VAMP5;SAMHD1;STAT1;LY6E;TAP1;RGS1;MCL1;DUSP5;IFI6;TNFAIP3;DDX3X;ADAR;CSRNP1;GBP5;NAMPT;TNFSF13B;GBP3;TNFSF10;HES4
2,HLA-F;HLA-C;TXNIP;JUNB;HLA-A;HLA-E;PNRC1;RARRES3;RNF213;OPTN;SUN2;SLFN5;T cells CD4+ FOSB+;T cells OGT+;ARHGEF3;CLEC2B;ISG15;MT1X;DDIT4;IFITM2;CD69;HLA-B;T cells Naive CD4+;FAM134B
3,SOCS1;FKBP5;ELF1;CYTH1;EPSTI1;GBP2;Tregs;VMP1;MAP3K5;PLIN2;IL6ST;TRIM14;ETV6;CPT1A;GK
4,ODC1;LMO2;B cells;NCF1;PXK;AIM2;B cells AICDA+ LRMP+;STAP1;MX1;PMAIP1;MCOLN2;NCOA3;CD38;ISG20;Plasma cells;CD9;HSH2D
5,CCND3;CCDC109B;IFI16;ALYREF;Immune Cycling cells;C4orf32;NDC80;BUB1
6,CD74;PSMB8;PSMB9;LAP3;EIF3L;GCA;IMPA2;BAG1;RNF114;GLRX;NAPA;CHMP5;COMMD3;IFI35
7,BST2;SPATS2L;BLVRA;LGALS3;TIMP1;GBP4;CEBPD;IFITM3;DC2 CD1D-;DC2 CD1D+;PLSCR1;MYD88;UBE2L6;GBP1;NMI;TYMP;MARCKS;WARS;IFNGR1;CDKN1A
8,SCO2;UNC93B1;SLC15A3;IFI30;LPCAT1;EHD4;TRIM25;SLC16A1;PMM2;PNPT1;B4GALT5;ACSL1;TFEC;CASP7;PUS1;PIM3;RBM25;SERPINB9;RNF19B;CD80;PI4K2B;MTHFD2L;TLK2;KIAA0040;SP110;TRIM38;TRAFD1;TREX1;PFKFB3;BCL3;SPTLC2;ATP10D;Mature DCs;OGFR;SNN
9,GEM;C4orf33;IDO1;RASSF4;LAMP3;P2RY6;LGMN;SIRPA;CCR1;C15orf48;MAFB;Macrophages PLA2G2D+;IL1RN;SOCS2;SECTM1;Macrophages;FNDC3B;GAK;ATF3;MB21D1;C9orf91;DC1;ILCs;GBA;MAFF;FAM46A;CD274;TCF7L2;EXT1;GCH1;IL15;SCARB2;JAK2;ADAMDEC1;TMEM51;PARP12;Macrophages CCL3+ CCL4+;LIPA;ALDH1A1;SERPING1;IL15RA;FUT4;MT1G;STARD5
10,RBCK1;PHF11;DDX58;MICB;IFIT5;IL1R1;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);ARNTL;MAX;CDK17;CCDC92;TNFRSF10A;WHAMM;OAS2;DDX60;TRIM21;IFIT3;OAS3;IFI44;HERC6;Macrophages CXCL9+ CXCL10+;T cells CD4+ IL17A+;BTN3A3;MVB12B;HEG1;GZMB;DCP1A;ANKFY1;B2M;AKT3;SLC25A28;ANXA2R;T cells CD8+;CCL5;T cells CD8+ KLRG1+;CCL4;SMAD3;TAGAP;XAF1;PARP9;DTX3L;PPM1K;IRF9;IRF2;GALNT2;IRF7;PRKD2;MT1F;APOL1;APOL2;NFIL3;HELZ2;PML;RTP4;ULK4;SPSB1;TMEM140;ETV7;Macrophages Metallothionein;CRY1
11,PDK1;ZBP1;MASTL;ZNF385B;RPL22;TDRD7;SAMD4A;IFIT1;PTMA;IGFBP2;IFIT2;IFI44L;SLC25A30;FZD5;TRIM5;ABTB2;NOD2;ARG2;SLC1A1;IFI27;BATF2;Monocytes S100A8+ S100A9+;Neutrophils S100A8+ S100A9+;GPX2;ANGPTL1;Mast cells;VEGFC;UPP2;TRIM34;TNFAIP6;TMEM255A;TLR3;THBD;TBX3;TAP2;STEAP4;SERPINE1;SAA1;S100A8;RNASE4;PHF15;PDGFRL;PADI2;NT5C3;NRN1;NPAS2;NEURL3;MYOF;MT1M;MT1H;MSR1;MKX;MAP3K14;MAB21L2;LEPR;HLA-G;HESX1;GJA4;G6PC;FTSJD2;FNDC4;FFAR2;FCGR1A;CYP1B1;CXCL9;CXCL11;CXCL10;CX3CL1;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CFB;CES1;CD163;CCNA1;CCL8;CCL2;CCL19;C5orf27;C22orf28;C1S;C10orf10;BCL2L14;AQP9;APOBEC3A;ANKRD22;AMPH;AHNAK2;ABLIM3;Macrophages LYVE1+;Monocytes CHI3L1+ CYP27A1+;USP18;NK cells KLRF1+ CD3G-;OASL;IL17RB;IFNLR1;ADM;ERLIN1;ST3GAL4;LRG1;ENPP1
