cluster_ID,genes
1,IFITM2;SUN2;CCDC109B;LY6E;T cells Naive CD4+;RPL22
2,HLA-A;HLA-F;TNFAIP3;RARRES3;SLFN5;SOCS1;ISG15;CLEC2B;RNF213;GBP2;CCND3;T cells CD4+ FOSB+;SAMHD1
3,PNRC1;ELF1;CD69;JUNB;HLA-E;TXNIP;SP110;RBM25
4,Plasma cells;ISG20;TIMP1;GLRX;COMMD3;ZBP1;PDK1;ODC1;DUSP5;CD38;FNDC3B;CDKN1A
5,ANXA2R;B2M;CCL5;VAMP5;GBP5;STAT1;GBP4;GBP1;ANKFY1;DDX58;T cells OGT+;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);ARHGEF3;TRIM21;WHAMM;IFI44;Tregs;CCDC92
6,HLA-C;BST2;CCL4;RGS1;T cells CD8+;T cells CD8+ KLRG1+;GZMB;NFIL3;IFI6
7,IFI16;PSMB9;PSMB8;ADAR;NMI;UBE2L6;HLA-B;RBCK1;KIAA0040;IRF2;PHF11;NCF1;IFNGR1
8,CD74;MARCKS;TRIM38;PMAIP1;B cells;PXK;AIM2;IFI30;LPCAT1;TFEC;GCA;NCOA3;PPM1K
9,DTX3L;TLK2;BAG1;OGFR;SAMD4A;CHMP5;SCO2;SIRPA;MB21D1;CPT1A;TRIM25;CD80;BCL3;GK;ETV6;SPTLC2;DCP1A;MAP3K5;MASTL;Mature DCs;ILCs;MYD88;ACSL1;XAF1;IL1R1;SECTM1;IL1RN
10,HSH2D;TMEM140;STAP1;IRF7;MX1;PMM2;PRKD2;SLC16A1;STARD5;GALNT2;APOBEC3A;C4orf33;ARG2;EHD4;C9orf91;TREX1;OAS2;Macrophages Metallothionein;CXCL10;PI4K2B;APOL1;C4orf32;CRY1;GBP3;Macrophages CXCL9+ CXCL10+;PARP12;DC1;ADM;Macrophages PLA2G2D+;MVB12B;IFI44L;IFIT3;SPSB1;TDRD7;EXT1;HELZ2;ERLIN1;HERC6;PUS1;CD274;SOCS2;NOD2;IL15;CASP7;Macrophages LYVE1+;IFIT1;IL15RA;ST3GAL4;USP18;FZD5;Monocytes S100A8+ S100A9+;Neutrophils S100A8+ S100A9+;ZNF385B;VEGFC;UPP2;TRIM34;TNFAIP6;TMEM51;TMEM255A;TLR3;TCF7L2;TBX3;TAP2;STEAP4;SLC1A1;SERPINE1;SAA1;S100A8;RNASE4;PHF15;PDGFRL;PADI2;NT5C3;NRN1;NPAS2;NEURL3;MYOF;MT1M;MT1H;MSR1;MKX;MAP3K14;MAB21L2;LRG1;LEPR;IL17RB;IGFBP2;IFI27;IDO1;HESX1;GPX2;GJA4;G6PC;FUT4;FTSJD2;FNDC4;FFAR2;FCGR1A;ETV7;ENPP1;CYP1B1;CXCL9;CXCL11;CX3CL1;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CFB;CES1;CCNA1;CCL8;CCL2;CCL19;C5orf27;C22orf28;C1S;C10orf10;BUB1;BCL2L14;BATF2;AQP9;ANKRD22;ANGPTL1;AMPH;AHNAK2;ABTB2;Monocytes CHI3L1+ CYP27A1+;ABLIM3;OASL;BTN3A3;SLC25A30;TRAFD1;OAS3;IFNLR1
11,PTMA;SMAD3;MCOLN2;ATP10D;DDX60;GCH1;TAGAP;IFIT2;TNFRSF10A;MTHFD2L;IFIT5;PNPT1;JAK2;SLC25A28;PARP9;Immune Cycling cells;RTP4;HLA-G;T cells CD4+ IL17A+;ULK4;NDC80;HEG1;NK cells KLRF1+ CD3G-;APOL2;PML;TRIM5;MICB;AKT3;IRF9;B cells AICDA+ LRMP+;TAP1;IFI35
12,TYMP;EIF3L;CEBPD;TNFSF13B;UNC93B1;LAP3;LGMN;Macrophages CCL3+ CCL4+;PLSCR1;DC2 CD1D-;DC2 CD1D+;GAK;MAFF;C15orf48;CD163;LIPA;RASSF4;MAFB;Macrophages;LMO2;SLC15A3;CCR1;IMPA2;RNF114;NAPA;SCARB2;SERPING1;GBA;THBD;ATF3;SERPINB9;WARS;EPSTI1;TRIM14;MT1X;ALYREF;MT1F;ADAMDEC1;LAMP3;P2RY6;MT1G
13,DDX3X;MCL1;CSRNP1;SNN;LGALS3;IFITM3;BLVRA;ALDH1A1;SPATS2L;RNF19B;CD9;TNFSF10;B4GALT5;FAM46A;Mast cells
14,PLIN2;PIM3;VMP1;MAX;HES4;NAMPT;DDIT4;PFKFB3;OPTN;CDK17;ARNTL;FKBP5;CYTH1;FAM134B;IL6ST;GEM
