cluster_ID,genes
1,IFITM3;TIMP1;CD74;LAP3;C15orf48;IFNGR1;PLSCR1;TYMP;IFI30;CXCL9;WARS;TNFSF13B;GBP1;ATF3;NAMPT;MARCKS;CXCL10;Macrophages CXCL9+ CXCL10+;GLRX;LIPA
2,LGALS3;PLIN2;CHMP5;ALDH1A1;IFI6;ADAMDEC1;CCL2;IFI27;STAT1;VAMP5;SIRPA;TFEC;MAFB;FCGR1A;NCF1;Macrophages;SERPING1;SCARB2;CLEC4E;Macrophages CCL3+ CCL4+;PADI2;LGMN;C1S;Macrophages PLA2G2D+;Monocytes CHI3L1+ CYP27A1+
3,MCL1;GCH1;ANKRD22;CD163;DC2 CD1D-;DC2 CD1D+;IL1RN;LMO2;TMEM51;Monocytes S100A8+ S100A9+;S100A8;NMI;P2RY6;RNF19B;MYOF;THBD;CCR1;PARP12;HES4;NAPA;IL6ST;UNC93B1;SCO2;SECTM1;ILCs;TCF7L2;NFIL3;JAK2;Neutrophils S100A8+ S100A9+
4,PNRC1;GBP4;EPSTI1;SLC15A3;LAMP3;RASSF4;CYTH1;CCL19;SNN;CD274;Mature DCs;MCOLN2
5,CEBPD;SERPINB9;CDKN1A;ETV6;PFKFB3;SAMHD1;IDO1;GCA;SPATS2L;DC1;MYD88;GK
6,CD69;DDIT4;SOCS1;ELF1;SLFN5;PSMB9;PSMB8;IFITM2;HLA-E;IRF9;RARRES3;CLEC2B;RNF213;HLA-C;MT1X;RBCK1;HLA-F;T cells CD4+ FOSB+;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);T cells OGT+;ADAR;ETV7;Tregs;OPTN;PMAIP1;GBP2;ISG20;SP110;UBE2L6;CCND3;RBM25;SUN2;ARHGEF3;ANXA2R
7,CCL4;IFI16;GBP5;ISG15;LY6E;HLA-A;HLA-B;CCL5;GZMB
8,TRIM25;IFIT2;MASTL;CYP1B1;SAMD4A;ERLIN1;TNFAIP6;MSR1;GBA;STAP1;TREX1;B cells;PXK;IRF7;STARD5;APOL1;IL15RA;CLEC4D;SPTLC2;LRG1;SLC25A28;B cells AICDA+ LRMP+;SLC25A30;FUT4;STEAP4;TDRD7;EXT1;FFAR2;APOBEC3A;C9orf91;CXCL11;ABTB2;FZD5;USP18;IFIT5;SAA1;PMM2;ATP10D;TRIM5;C10orf10;IGFBP2;Macrophages LYVE1+;MTHFD2L;CCL8;GALNT2;ULK4;IFIT1;BATF2;NOD2;MT1M;AKT3;TNFRSF10A;B2M;ZNF385B;VEGFC;UPP2;TRIM34;TMEM255A;TLR3;TBX3;TAP2;SLC1A1;SERPINE1;RNASE4;PHF15;PDGFRL;NT5C3;NRN1;NPAS2;NEURL3;MT1H;MKX;MAP3K14;MAB21L2;LEPR;IL17RB;IFNLR1;HESX1;GJA4;G6PC;FTSJD2;FNDC4;CX3CL1;CTCFL;CRP;CMAHP;CFB;CES1;CCNA1;C5orf27;C22orf28;ARG2;AQP9;ANGPTL1;AMPH;ABLIM3;AHNAK2;CREB3L3;OASL;HLA-G;T cells CD8+
9,TXNIP;DTX3L;XAF1;TAGAP;IFI35;PHF11;IL1R1;RNF114;PARP9;C4orf32;TRAFD1;GAK;NCOA3;TRIM14;MB21D1;ANKFY1;PUS1;SPSB1;TMEM140;SLC16A1;HERC6;PPM1K;SOCS2;MAX;ST3GAL4;PML;DDX60;GBP3;BTN3A3;T cells Naive CD4+;DDX58;IFI44L;PRKD2;KIAA0040;WHAMM;CRY1;ARNTL;MAP3K5;T cells CD8+ KLRG1+;IFI44;RTP4;TLK2;MT1F;FAM134B;DCP1A;CDK17;HEG1;NK cells KLRF1+ CD3G-;OAS2;TRIM21;SMAD3;HELZ2
10,IRF2;APOL2;PNPT1;ADM;MT1G;CCDC109B;RPL22;PTMA;CPT1A;CD80;Macrophages Metallothionein;GPX2;C4orf33;T cells CD4+ IL17A+;OAS3;ALYREF;Immune Cycling cells;MICB;NDC80;PI4K2B;BUB1
11,TAP1;FKBP5;BCL3;MAFF;CSRNP1;PIM3;EIF3L;CASP7;ACSL1;BCL2L14;IL15;TRIM38;HSH2D;GEM;ENPP1;AIM2;OGFR;MVB12B;CCDC92;BAG1;LPCAT1;EHD4;IMPA2;MX1
12,CD38;Plasma cells;COMMD3;ODC1;FNDC3B;PDK1;ZBP1;DUSP5
13,TNFAIP3;RGS1;VMP1;BST2;TNFSF10;BLVRA;DDX3X;JUNB;FAM46A;Mast cells;IFIT3;B4GALT5;CD9
