cluster_ID,genes
1,TCF7L2;Endothelial cells DARC+;PSMB8;C10orf10;Pericytes HIGD1B+ STEAP4+;TNFSF10;Endothelial cells CA4+ CD36+;EHD4;IRF9;MT1G;PML;CX3CL1;TRIM25;MYOF;GJA4;NCOA3;GBP4
2,PSMB9;THBD;IFI16;CCND3;C4orf32;NRN1;C15orf48;LY6E;IFITM2;HEG1;SERPINB9;IL6ST;LMO2;SLFN5;HES4
3,CD74;IFI27;HLA-E;HLA-B;Endothelial cells CD36+;VAMP5;IGFBP2;HLA-A;PTMA;DDX3X;CD9
4,LEPR;TXNIP;IFI6;HLA-C
5,SLC16A1;TREX1;CDKN1A;CHMP5;CDK17;ERLIN1;MX1;Endothelial cells LTC4S+ SEMA3G+;PNRC1;IFI35;CRY1;Glial cells;DDIT4;DDX60;IFI44L;PMAIP1;PRKD2;B2M;Pericytes RERGL+ NTRK2+;BTN3A3;DUSP5;TMEM140;CD69;PIM3
6,CYP1B1;ADAR;ANXA2R;STEAP4;ISG15;NAPA;CPT1A;PNPT1;BCL3;XAF1;B4GALT5;IRF2;WARS;NCF1;CCL5;GLRX;GCA;SOCS2;VEGFC;ABLIM3;ALYREF;CASP7;UBE2L6;IRF7;PI4K2B;SPTLC2;NAMPT
7,RARRES3;BST2;GAK;Fibroblasts KCNN3+ LY6H+;Lymphatics;MT1M;PPM1K;BAG1;SIRPA;LPCAT1;ELF1;AHNAK2;CSRNP1;SAMD4A;TLR3;BLVRA;EPSTI1;MB21D1;OAS2;SPSB1;TNFAIP3;Fibroblasts SMOC2+ PTGIS+
8,TNFSF13B;Inflammatory fibroblasts IL11+ CHI3L1+;SPATS2L;MAB21L2;SP110;IL1R1;IFIT1;GEM;SCO2;LAP3;PXK;SUN2;IL15;SOCS1;MAP3K5;RASSF4;HLA-F;KIAA0040;RNF213;COMMD3;EXT1;IFIT5;IFI44;STARD5;DCP1A;FKBP5
9,FAM134B;IDO1;MAFF;TRAFD1;FNDC4;FNDC3B;TRIM38;ATP10D;MT1F;MYD88;GBA;WHAMM;SMAD3;CYTH1;DTX3L;TAP1;NMI;IFIT2;ANKFY1;RTP4;Fibroblasts NPY+ SLITRK6+;IMPA2;PHF11;PLIN2;OGFR;ZNF385B;ZBP1;USP18;UPP2;UNC93B1;ULK4;TRIM34;TRIM21;TRIM14;TNFRSF10A;TMEM255A;TFEC;TDRD7;TAP2;TAGAP;STAP1;SNN;SLC25A30;SLC1A1;SLC15A3;SERPINE1;SECTM1;SAA1;S100A8;RNF19B;PUS1;PHF15;PDK1;PDGFRL;PARP12;PADI2;P2RY6;OASL;OAS3;NT5C3;NPAS2;NOD2;NEURL3;NDC80;MVB12B;MT1H;MSR1;MKX;MICB;MCOLN2;MASTL;MAP3K14;LRG1;LAMP3;JAK2;IL1RN;IL17RB;IFNLR1;IFI30;HSH2D;HLA-G;HESX1;HERC6;HELZ2;GZMB;GPX2;GK;GCH1;GBP5;GBP3;G6PC;FZD5;FUT4;FTSJD2;FFAR2;FCGR1A;ETV7;ETV6;ENPP1;DDX58;CXCL9;CXCL11;CXCL10;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CFB;CD80;CD274;CD163;CCR1;CCNA1;CCL4;C9orf91;C5orf27;C22orf28;BUB1;BCL2L14;BATF2;ARNTL;ARHGEF3;ARG2;AQP9;APOBEC3A;ANKRD22;AMPH;AIM2;ABTB2;ACSL1
10,GBP1;IFIT3;TRIM5;RNF114;AKT3;IL15RA;ODC1;RGS1;Stromal Cycling cells;MAX;GALNT2;RBCK1;MT1X;Myofibroblasts GREM1+ GREM2+;APOL2;CCL19;Myofibroblasts HHIP+ NPNT+;RBM25;MTHFD2L;OPTN;PARP9;TMEM51;TLK2;NFIL3;CD38;C4orf33;CCDC92;TBX3;PFKFB3;PMM2
11,RPL22;STAT1;TYMP;TNFAIP6;CLEC2B;SAMHD1;GBP2;MCL1;MAFB;ISG20;PLSCR1;IFNGR1;VMP1
12,LGALS3;ALDH1A1;LIPA;SCARB2;CCDC109B;APOL1;ADM;FAM46A;ATF3;ST3GAL4;LGMN;RNASE4;SLC25A28
13,Activated fibroblasts CCL19+ ADAMADEC1+;CCL8;MARCKS;CEBPD;ANGPTL1;IFITM3;EIF3L;JUNB
14,ADAMDEC1;C1S;CCL2;Fibroblasts ADAMDEC1+
15,TIMP1;Fibroblasts SFRP2+ SLPI+;SERPING1;CES1
