cluster_ID,genes
1,Plasma cells;DUSP5
2,RGS1;MT1X;MT1G;Macrophages Metallothionein;LGALS3;IFI27
3,CD74;IFITM3;CEBPD;MARCKS;MCL1;CCL4;HLA-E;STAT1;PLIN2;PFKFB3;NAMPT;PLSCR1;JUNB;ATF3;Macrophages;MAFB;CD163;Macrophages CCL3+ CCL4+;LGMN
4,CD9;GLRX;DDIT4;FNDC3B;TAGAP
5,TIMP1;HLA-C;CDKN1A;ISG20;PDK1;ODC1;CD38;COMMD3;MT1F
6,T cells OGT+;HLA-F;RBM25;PHF11;SUN2;IFI44;ANXA2R;GBP5;T cells CD4+ IL17A+;CRY1;SP110;T cells Naive CD4+;GCH1;CCND3;B2M;CCDC109B;ARHGEF3;SLFN5;SOCS1;NK cells KLRF1+ CD3G-;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);T cells CD8+;T cells CD8+ KLRG1+;GZMB
7,PMAIP1;EIF3L;RNF213;ADAR;GBP2;Tregs;ISG15;PSMB9;LY6E;TAP1;PSMB8;Immune Cycling cells;IFI6
8,B4GALT5;CCL2;MT1M;MT1H;DCP1A;PPM1K;IL1R1;CHMP5;FAM46A;C4orf32;TNFSF10;SOCS2;MAP3K5;HEG1;STAP1
9,B cells;IRF2;WHAMM;JAK2;PARP12;ETV6;CD274;IL15;IRF9;OPTN;RBCK1;ALYREF;C10orf10;NCOA3;GALNT2;STARD5;UNC93B1;MX1;BTN3A3;PI4K2B;OASL;TREX1
10,BCL3;XAF1;TRIM14;MAX;NCF1;SECTM1;TMEM51;TCF7L2;GEM;PARP9;C9orf91;TRIM38;BAG1;FAM134B;TLK2;IFI35;NMI;MYOF;RNF114;GAK;NAPA;IL1RN;Neutrophils S100A8+ S100A9+;S100A8;ARNTL;MVB12B;SLC25A30;IFIT5;MASTL;C4orf33;DTX3L;C1S;MB21D1;GBA;OGFR;IFIT3;Macrophages PLA2G2D+;PML;OAS2;ANKFY1;SLC25A28
11,ZBP1;CDK17;SMAD3;DDX60;AKT3;CASP7;HSH2D;SLC16A1;ARG2;IRF7;ATP10D;MTHFD2L;PXK;AIM2;CPT1A;CCDC92;Mast cells;OAS3;GPX2;IMPA2;GBP3;EHD4;ERLIN1;APOL1;HELZ2;PRKD2;PMM2;HERC6;APOL2;KIAA0040;TMEM140;TRIM25;IGFBP2;MICB;B cells AICDA+ LRMP+;TRIM5;ZNF385B;VEGFC;USP18;UPP2;ULK4;TRIM34;TRIM21;TRAFD1;TNFRSF10A;TNFAIP6;TMEM255A;TLR3;TDRD7;TBX3;TAP2;STEAP4;ST3GAL4;SPSB1;SLC1A1;SERPINE1;SAMD4A;SAA1;RTP4;RNASE4;PUS1;PNPT1;PHF15;PDGFRL;PADI2;P2RY6;NT5C3;NRN1;NPAS2;NOD2;NEURL3;NDC80;MKX;MCOLN2;MAP3K14;MAB21L2;LRG1;LEPR;IL17RB;IL15RA;IFNLR1;IFIT2;IFIT1;HLA-G;HESX1;GJA4;G6PC;FZD5;FUT4;FTSJD2;FNDC4;FFAR2;EXT1;ETV7;ENPP1;CYP1B1;CXCL11;CX3CL1;CTCFL;CRP;CREB3L3;CMAHP;CLEC4D;CFB;CES1;CCNA1;C5orf27;C22orf28;BUB1;BCL2L14;BATF2;AQP9;APOBEC3A;ANKRD22;ANGPTL1;AMPH;AHNAK2;ABTB2;Monocytes CHI3L1+ CYP27A1+;ABLIM3;DDX58
12,IFNGR1;SAMHD1;PIM3;ADAMDEC1;BST2;HES4;GCA;UBE2L6;GK;RNF19B;Macrophages CXCL9+ CXCL10+;LPCAT1;SIRPA;TFEC;SNN;THBD;LMO2;FCGR1A;DC2 CD1D-;DC2 CD1D+;WARS;ILCs;SCO2;Monocytes S100A8+ S100A9+;DC1;MYD88
13,TNFSF13B;TYMP;IFI30;SERPINB9;SPATS2L;C15orf48;GBP1;LAP3;GBP4;CYTH1;BLVRA;RASSF4;EPSTI1;CXCL9;SLC15A3;CD80;IDO1;Mature DCs;LAMP3;CCL19
14,VMP1;MAFF;ALDH1A1;IFI44L;IL6ST;Macrophages LYVE1+;CXCL10;CCL8;VAMP5;ACSL1;CLEC4E;SPTLC2;NFIL3;MSR1;SCARB2;SERPING1;CSRNP1;CCR1;ADM;LIPA
15,TXNIP;ELF1;CD69;RPL22;IFITM2;CCL5;T cells CD4+ FOSB+;IFI16;RARRES3;CLEC2B;DDX3X
16,TNFAIP3;PTMA;HLA-A;HLA-B;PNRC1;FKBP5
