cluster_ID,genes
1,CD74;EIF3L;TRIM38;NMI;SNN;MYD88;JAK2;IFI30;GCA;LMO2
2,FNDC3B;OGFR;GAK;NAPA;TRIM25;MYOF;SCO2;MB21D1;Neutrophils S100A8+ S100A9+;AQP9;GCH1;ADM;TNFAIP6;STEAP4;APOBEC3A;GBA;TMEM51;CLEC4D;ANKRD22;FCGR1A;TCF7L2;FUT4;IRF7;EHD4;CD274;GEM;CCL2
3,IL6ST;TNFSF10;BLVRA;FAM46A;PARP12;SOCS2;UBE2L6;CHMP5;DCP1A;Macrophages CXCL9+ CXCL10+;CXCL10;GBP3;Macrophages Metallothionein;MT1F;UNC93B1;EXT1;ADAMDEC1;MSR1;P2RY6;Macrophages PLA2G2D+;Macrophages LYVE1+;MT1G;MT1H;MT1M
4,STAT1;VAMP5;LPCAT1;RNF19B;SLC15A3;SIRPA;MAFB;TFEC;CLEC4E;CCR1;S100A8;Monocytes S100A8+ S100A9+;THBD;IL1RN;Macrophages CCL3+ CCL4+;NFIL3;LGMN;Macrophages;SECTM1;SCARB2;CD163;SERPING1;LIPA
5,ATF3;TYMP;MARCKS;CDKN1A;NAMPT;LGALS3;IFITM3;TIMP1;IFNGR1;SAMHD1;PIM3;MAFF;PFKFB3;SERPINB9;ACSL1;WARS;LAP3;C15orf48;RASSF4;TNFSF13B;PLSCR1;CEBPD;IDO1;CXCL9;CD80;LAMP3
6,VMP1;FKBP5;TNFAIP3;PNRC1;GK;IL1R1;ISG15;SPATS2L;PLIN2;HES4;MCL1;DDX3X;BCL3;ETV6;CSRNP1;B4GALT5
7,EPSTI1;XAF1;GBP4;DTX3L;ADAR;GBP2;RNF213;SUN2;MAP3K5;TAP1;GBP1;GBP5;CCL4
8,IFITM2;CD69;TXNIP;RBM25;ELF1;PHF11;SOCS1;IFI16;SP110;PSMB9;PSMB8;CCND3;CCDC109B
9,DDIT4;SLFN5;RARRES3;Tregs;T cells CD4+ FOSB+;MT1X;OPTN;CCL5;GZMB;RBCK1;CLEC2B;LY6E;T cells Naive CD4+;T cells OGT+;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);ARHGEF3;TRIM14;ARNTL;FAM134B;IFI44
10,CYTH1;TRAFD1;JUNB;HLA-E;HLA-F;IRF2;DDX60;AKT3;ANXA2R;CDK17;DDX58;IFIT5;PRKD2;OAS2;RTP4;BTN3A3;MAX;SPTLC2;PARP9;CPT1A;ANKFY1;PNPT1
11,RGS1;ISG20;ODC1;CD38;Plasma cells;COMMD3;ZBP1;PMM2;STARD5;HSH2D;DUSP5;GLRX;PDK1;BST2;TAGAP
12,BAG1;RNF114;APOL1;IFI35;IFI6;GALNT2;CD9
13,HLA-B;SPSB1;ULK4;IFI44L;HERC6;T cells CD4+ IL17A+;ETV7;FFAR2;CES1;LRG1;GPX2;IFIT1;BATF2;SERPINE1;NRN1;ARG2;NK cells KLRF1+ CD3G-;B2M;C5orf27;ZNF385B;VEGFC;UPP2;TRIM34;TMEM255A;TLR3;TBX3;TAP2;SLC1A1;SAA1;RNASE4;PHF15;PDGFRL;NT5C3;NPAS2;NEURL3;MKX;MAP3K14;MAB21L2;IL17RB;IGFBP2;HESX1;GJA4;G6PC;FTSJD2;FNDC4;CXCL11;CX3CL1;CTCFL;CRP;CREB3L3;CMAHP;CFB;CCNA1;CCL8;C22orf28;BCL2L14;AMPH;AHNAK2;ABLIM3;ABTB2;CYP1B1;C1S;C10orf10;IFNLR1;ANGPTL1;ENPP1
14,PML;IFIT3;ALDH1A1;CCDC92;TDRD7;HEG1;ST3GAL4;SAMD4A;Mast cells;IFIT2;MASTL;C4orf32;TNFRSF10A;HELZ2;MTHFD2L;WHAMM;TRIM5;C4orf33;SLC25A28;C9orf91;DC2 CD1D-;DC2 CD1D+;PADI2;NOD2;PUS1;HLA-G;IFI27;LEPR;CRY1;SLC25A30;ERLIN1;FZD5;Monocytes CHI3L1+ CYP27A1+;Mature DCs;DC1;ILCs;CCL19;CASP7;IL15;IL15RA
15,HLA-A;TMEM140;RPL22;PTMA;HLA-C;SLC16A1;USP18;TREX1;ALYREF;PI4K2B;Immune Cycling cells;NDC80;BUB1;APOL2;TRIM21;OAS3;IMPA2;MICB;MVB12B;OASL;T cells CD8+ KLRG1+;T cells CD8+
16,PMAIP1;MX1;MCOLN2;AIM2;NCF1;B cells;STAP1;PXK;B cells AICDA+ LRMP+;NCOA3;KIAA0040;PPM1K;IRF9;TLK2;SMAD3;ATP10D
