cluster_ID,genes
1,Plasma cells;ISG20;DUSP5;HLA-C;ODC1
2,TIMP1;BST2;CD38;COMMD3;GLRX
3,DDIT4;B4GALT5;BLVRA;TNFSF10;CD9;Mast cells;ST3GAL4;UBE2L6;ALYREF;Immune Cycling cells;C4orf32;IFI6;WHAMM;TLK2;PI4K2B;TREX1;MICB;NDC80;BUB1;PNPT1;DDX58;TRIM5;HEG1;CCDC92;MT1G;MT1H;Macrophages Metallothionein;MT1X;MT1F
4,STAP1;IFI35;PMM2;FNDC3B;PDK1;ZBP1;CXCL10;B2M;ERLIN1;GALNT2;KIAA0040;T cells CD4+ IL17A+;NK cells KLRF1+ CD3G-;OASL;IRF9;AKT3;ULK4;TRIM21;SLC25A28;IFIT5;TDRD7;C4orf33;ARG2;SOCS2;Macrophages CXCL9+ CXCL10+;CD274;HERC6;CRY1;BTN3A3;EXT1;IL15;IL15RA;IRF7;FZD5;MX1;TMEM140;OAS2;SLC25A30;PRKD2;IFNLR1;HELZ2;IFIT1;GBA;APOL1;RTP4;APOL2;STARD5;MTHFD2L;FUT4;PUS1;Neutrophils S100A8+ S100A9+;IFIT2;SPSB1;TNFRSF10A;HLA-G;APOBEC3A;ZNF385B;VEGFC;USP18;UPP2;TRIM34;TNFAIP6;TMEM255A;TLR3;TBX3;TAP2;STEAP4;SLC1A1;SERPINE1;SAA1;S100A8;RNASE4;PHF15;PDGFRL;NT5C3;NRN1;NPAS2;NEURL3;MKX;MAP3K14;MAB21L2;LRG1;LEPR;IL17RB;IGFBP2;IFIT3;HESX1;GPX2;GJA4;G6PC;FTSJD2;FNDC4;FFAR2;FCGR1A;ETV7;ENPP1;CYP1B1;CXCL9;CXCL11;CX3CL1;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CFB;CES1;CCNA1;CCL19;C5orf27;C22orf28;C1S;C10orf10;BCL2L14;BATF2;AQP9;ANKRD22;ANGPTL1;AMPH;AHNAK2;ABTB2;Monocytes CHI3L1+ CYP27A1+;ABLIM3;DC1;PADI2;LAMP3;NOD2;IDO1
5,GK;LPCAT1;JAK2;CDKN1A;WARS;MAX;DCP1A;EPSTI1;XAF1;CCR1;GBP1;ACSL1;GEM;NMI;DTX3L;MASTL;LMO2;MYD88;DC2 CD1D-;DC2 CD1D+;NAPA;RNF114;SCO2;ANKFY1;GBP4;EHD4;MVB12B;TMEM51;PARP12;BCL3;SECTM1;GAK;MYOF;P2RY6;Macrophages LYVE1+;TCF7L2;CD80;C9orf91;VAMP5;MT1M;SAMD4A;GBP3;IL1R1;ILCs;OGFR;IFI44;PML;IFI27;IFI44L;CASP7;ADM;Macrophages PLA2G2D+;OAS3;TRAFD1;SLC16A1;CCL8;DDX60;MAP3K5;PARP9;Mature DCs;CPT1A;Monocytes S100A8+ S100A9+
6,TRIM38;SP110;PMAIP1;PSMB8;HSH2D;NCOA3;B cells;MB21D1;PPM1K;PXK;MCOLN2;B cells AICDA+ LRMP+;AIM2;SPTLC2;GCA;IMPA2;CHMP5;RBCK1;SMAD3;TAP1;ATP10D;BAG1;TRIM25;ETV6
7,CD69;TXNIP;IFITM2;RPL22;SOCS1;HLA-A;HLA-F;PSMB9;CLEC2B;RARRES3;SLFN5
8,T cells CD4+ FOSB+;GBP2;T cells Naive CD4+;FKBP5;DDX3X;TAGAP;GCH1;LY6E;CCL5;PHF11;SUN2;CCDC109B;OPTN;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);T cells OGT+;IRF2;ARHGEF3;Tregs;FAM134B;HLA-B;RBM25;T cells CD8+;T cells CD8+ KLRG1+;GZMB;CCND3;PTMA;ANXA2R;ARNTL;CDK17;GBP5
9,ELF1;TNFAIP3;PNRC1;RNF213;IFI16;ISG15;HLA-E;CYTH1;ADAR;VMP1;IFNGR1;MCL1;PFKFB3;TNFSF13B
10,CD74;MARCKS;TYMP;ATF3;RGS1;JUNB;CCL4;LGALS3;PLIN2;SPATS2L;FAM46A;ALDH1A1;CCL2;EIF3L;SERPINB9;SNN;PIM3;IFI30;CSRNP1;NFIL3;TRIM14;IFITM3;PLSCR1;C15orf48;CEBPD;NAMPT;MAFB;LGMN;SLC15A3;MAFF;RASSF4;Macrophages;LIPA;SCARB2;SAMHD1;LAP3;HES4;THBD;IL1RN;NCF1;Macrophages CCL3+ CCL4+;RNF19B;TFEC;SIRPA;UNC93B1;CD163;SERPING1;MSR1;ADAMDEC1;IL6ST;STAT1
