cluster_ID,genes
1,MCL1;DUSP5;Plasma cells;ODC1;ISG20;FNDC3B;PDK1;NCOA3;GALNT2;ZBP1
2,RGS1;PTMA;TXNIP;RPL22;DDIT4;VMP1;B2M;JUNB;TNFSF10;DDX3X;CD9;FAM46A;Mast cells;TIMP1;PLIN2;ALDH1A1;BST2;B4GALT5;MAX;CCL2;C1S
3,IFITM3;CDKN1A;SPATS2L;SERPINB9;TAP1;IDO1;GBP4;CYTH1;MAFF;SNN;GK;ETV6;IL6ST;RNF19B;JAK2;CD274;MCOLN2;EPSTI1;CCL19;LAMP3;BLVRA;CXCL11;DC1;Mature DCs;BCL2L14;EIF3L;PIM3
4,TRIM14;UNC93B1;CCR1;Macrophages PLA2G2D+;TMEM51;CD163;MSR1;GLRX;P2RY6;SCO2;LMO2;ANKRD22;IFI6;TFEC;FCGR1A;IL1RN;RNF114;MYD88;ILCs;NAPA;ACSL1;TCF7L2;DC2 CD1D-;DC2 CD1D+;MYOF;Monocytes S100A8+ S100A9+;S100A8;GCA;THBD;CLEC4E;APOL1;PARP12;NFIL3;SAMD4A;LPCAT1;Macrophages LYVE1+;MVB12B;PADI2;Monocytes CHI3L1+ CYP27A1+
5,GBP5;PSMB8;UBE2L6;NMI;PMAIP1;Tregs;T cells CD8+ KLRG1+;MT1X;ARHGEF3;HEG1;ANXA2R;KIAA0040;IFI27;MT1G;DTX3L;PHF11;OPTN;MT1F;MX1;XAF1;OGFR;APOL2;PML;PARP9;ANKFY1;NK cells KLRF1+ CD3G-;CPT1A;SPTLC2;OAS2;Macrophages Metallothionein;GPX2;CASP7;ALYREF;C4orf32;ARNTL;T cells CD4+ IL17A+;ETV7;GBP3;T cells Naive CD4+;FAM134B;TRIM38;BCL3;PRKD2;SMAD3;DDX60;DCP1A;GEM;IMPA2;TLK2
6,ST3GAL4;STAP1;EHD4;ERLIN1;IL15;CD80;GBA;CHMP5;IFI35;AIM2;MICB;NDC80;SLC25A30;WHAMM;ATP10D;DDX58;AKT3;IFI44;CDK17;BTN3A3;RTP4;OAS3;CCDC92;TRIM21;MASTL;PNPT1;MB21D1;MTHFD2L;CCL8;TREX1;TRIM5;IFIT2;FUT4;FZD5;IRF7;SLC25A28;Neutrophils S100A8+ S100A9+;APOBEC3A;TRAFD1;CRY1;MT1H;MT1M;B cells AICDA+ LRMP+;IGFBP2;IL15RA;EXT1;IFI44L;TMEM140;HERC6;TNFRSF10A;IFIT5;PI4K2B;C10orf10;ZNF385B;VEGFC;USP18;UPP2;ULK4;TRIM34;TNFAIP6;TMEM255A;TLR3;TDRD7;TBX3;TAP2;STEAP4;SLC1A1;SERPINE1;SAA1;RNASE4;PHF15;PDGFRL;NT5C3;NRN1;NPAS2;NEURL3;MKX;MAP3K14;MAB21L2;LRG1;LEPR;IL17RB;IFNLR1;IFIT1;HLA-G;HESX1;GJA4;G6PC;FTSJD2;FNDC4;FFAR2;CYP1B1;CX3CL1;CTCFL;CRP;CREB3L3;CMAHP;CLEC4D;CFB;CES1;CCNA1;C5orf27;C22orf28;BUB1;BATF2;ARG2;AQP9;ANGPTL1;AMPH;AHNAK2;ABLIM3;ABTB2;ADM;NOD2;PPM1K;C4orf33;C9orf91;PXK;STARD5;PMM2;HSH2D;COMMD3;B cells;IL1R1;SLC16A1;ENPP1
7,PFKFB3;HES4;CSRNP1;T cells CD8+;CCDC109B;Immune Cycling cells;FKBP5;BAG1;CD38;SOCS2;MAP3K5;IRF2;IFIT3;GCH1;GAK;TRIM25;HELZ2;OASL;PUS1;SPSB1
8,HLA-A;HLA-B;RNF213;PNRC1;HLA-C;IFI16;PSMB9;CCL4;GBP2;T cells CD4+ FOSB+;HLA-F;TAGAP;SP110;ADAR;T cells OGT+;IRF9;RBCK1;LY6E;CLEC2B;RBM25;CCND3;SUN2;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);GZMB;ISG15;CD69;TNFAIP3;SOCS1;SLFN5;ELF1;CCL5;IFITM2;RARRES3
9,LGALS3;STAT1;MAFB;SIRPA;IFNGR1;PLSCR1;LIPA;Macrophages;VAMP5;Macrophages CCL3+ CCL4+;ADAMDEC1;NCF1;LGMN;SCARB2;CEBPD;HLA-E;SLC15A3;SECTM1;SERPING1
10,CD74;MARCKS;TNFSF13B;ATF3;GBP1;Macrophages CXCL9+ CXCL10+;RASSF4;TYMP;LAP3;CXCL9;IFI30;SAMHD1;WARS;NAMPT;CXCL10;C15orf48
