cluster_ID,genes
1,IFITM3;FAM46A;BLVRA;MYD88;TIMP1;LGALS3;ALDH1A1;LMO2;TYMP;SERPINB9;C15orf48;LIPA;LAP3;LPCAT1;Macrophages CCL3+ CCL4+;IMPA2;P2RY6;LGMN;Macrophages;ADAMDEC1;SLC15A3;SECTM1;DC1;IDO1;CXCL9;IFIT2;PARP12;CCL2;TRIM14;CCR1;SNN;DC2 CD1D-;DC2 CD1D+;GCA;CD163;FCGR1A;TFEC;SERPING1;WARS;UNC93B1;RASSF4;MSR1;MAFB;SIRPA;GAK;NCF1;Macrophages LYVE1+
2,JUNB;BST2;IFI35;SPTLC2;TRIM38;DTX3L;RNF114;DDX60;T cells CD8+ KLRG1+;IRF9;IFIT3;OAS2;ULK4;ILCs;TRIM21;HERC6;CPT1A;ANKFY1;GCH1;GEM;MTHFD2L;TLK2;EHD4;TRAFD1;CDK17;MX1;BTN3A3;SOCS2;AKT3;APOL1;IGFBP2;TMEM140;GZMB;NK cells KLRF1+ CD3G-
3,IRF7;Macrophages PLA2G2D+;TDRD7;OASL;HLA-B;IL15RA;SLC25A30;NOD2;CD274;GPX2;MT1M;MT1H;PPM1K;B cells;SLC16A1;GALNT2;PMM2;STARD5;ARG2;TREX1;STAP1;C10orf10;C4orf33;SPSB1;SAMD4A;CCL19;IFI27;MICB;HLA-G;HELZ2;PRKD2;MT1G;IFNLR1;CXCL10;TNFRSF10A;B cells AICDA+ LRMP+;EXT1;Monocytes CHI3L1+ CYP27A1+;B2M;ZNF385B;VEGFC;UPP2;TRIM34;TNFAIP6;TMEM255A;TLR3;TBX3;TAP2;STEAP4;SLC1A1;SERPINE1;SAA1;RNASE4;PHF15;PDGFRL;PADI2;NT5C3;NRN1;NPAS2;NEURL3;MKX;MAP3K14;MAB21L2;LEPR;IL17RB;HESX1;GJA4;G6PC;FZD5;FTSJD2;FNDC4;FFAR2;ENPP1;CYP1B1;CXCL11;CX3CL1;CTCFL;CRP;CREB3L3;CMAHP;CLEC4D;CFB;CES1;CD80;CCNA1;CCL8;C22orf28;C1S;BCL2L14;BATF2;APOBEC3A;ANKRD22;ANGPTL1;AMPH;AHNAK2;ABLIM3;ABTB2;C5orf27
4,Immune Cycling cells;AIM2;APOL2;T cells Naive CD4+;IL1R1;IL15;IFI6;NDC80;USP18;BUB1;CD9;BAG1;CCDC92;RTP4;PTMA;MVB12B;Macrophages CXCL9+ CXCL10+;IFIT5;MCOLN2;SLC25A28;PUS1;CRY1;ERLIN1;RPL22;PNPT1;MT1X;MT1F;Macrophages Metallothionein;DDX58;HEG1;B4GALT5;ST3GAL4;IFIT1;Mast cells;TRIM5;KIAA0040;WHAMM;HLA-C
5,ATF3;PIM3;SCARB2;MAP3K5;CSRNP1;NAMPT;PMAIP1;C4orf32;BCL3;PML;NFIL3;MAFF;IFI30;MB21D1;PFKFB3;RNF19B;CASP7;FUT4;ACSL1;ATP10D;JAK2;ETV6;TCF7L2;GK;LRG1;NCOA3;SCO2;ADM;IL6ST;CLEC4E;TRIM25;Monocytes S100A8+ S100A9+;TMEM51;MYOF;IL1RN;S100A8;LAMP3;THBD;AQP9;PI4K2B;MASTL;GBA;Mature DCs;C9orf91;Neutrophils S100A8+ S100A9+
6,MCL1;CDKN1A;DUSP5;PDK1;ODC1;HSH2D;FNDC3B;ZBP1
7,CD74;MARCKS;GLRX;CD38;Plasma cells;ISG20;COMMD3
8,CLEC2B;LY6E;IFI16;IFITM2;PSMB8;CCND3;TXNIP;CHMP5;ELF1;VMP1;SP110;CD69;SLFN5;RBCK1;PLIN2;TNFSF10;IRF2
9,DDX3X;STAT1;RNF213;ISG15;HLA-A;TAGAP;PNRC1;SOCS1;OPTN;DDIT4;HLA-F;RARRES3;PSMB9;GBP2;SUN2;RBM25;GBP5;CCDC109B;CCL5;ANXA2R;ARHGEF3;HLA-E;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);TAP1;T cells OGT+
10,IFNGR1;NMI;PLSCR1;SPATS2L;UBE2L6;VAMP5;EIF3L;GBP4;TNFSF13B;SAMHD1;GBP1;EPSTI1;NAPA;CCL4;CEBPD;OGFR;ALYREF
11,T cells CD4+ FOSB+;PHF11;FKBP5;TNFAIP3;MAX;XAF1;HES4;DCP1A;PARP9;CYTH1;ADAR;IFI44;T cells CD4+ IL17A+;ARNTL;SMAD3;IFI44L;FAM134B;T cells CD8+;Tregs;PXK;OAS3;GBP3;ETV7;RGS1
