cluster_ID,genes
1,RNF213;ISG15;HLA-A;TAGAP;HLA-F;RARRES3;PSMB9;GBP2;SUN2;CCDC109B;RBM25;GBP5;T cells CD4+ FOSB+;PHF11;CCL5;OPTN;ANXA2R;ARHGEF3;HLA-E;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);TAP1;T cells OGT+;FAM134B
2,IFI16;IFITM2;PSMB8;CCND3;ELF1;VMP1;SP110;CD69;SLFN5;RBCK1;CHMP5;IRF2;TXNIP;PNRC1;SOCS1;DDIT4;TNFSF10;DDX3X;PLIN2
3,CLEC2B;LY6E;UBE2L6;VAMP5;STAT1;IFNGR1;NMI;PLSCR1;EIF3L;GBP4;TNFSF13B;SAMHD1;GBP1;EPSTI1;NAPA
4,CD74;MARCKS;GLRX;CD38;Plasma cells;ISG20;COMMD3
5,JUNB;MCL1;CDKN1A;DUSP5;PDK1;ODC1;HSH2D;FNDC3B;ZBP1
6,TNFAIP3;MAX;XAF1;HES4;DCP1A;PARP9;CYTH1;ADAR;FKBP5;IFI44;T cells CD4+ IL17A+;ARNTL;SMAD3;IFI44L;RGS1;Tregs;GBP3;ETV7
7,SPTLC2;DDX60;DTX3L;IFIT3;OAS2;ULK4;CPT1A;ANKFY1;T cells CD8+ KLRG1+;T cells CD8+;TRAFD1;CDK17;MX1;BTN3A3;IRF9;HLA-C;TRIM21;HERC6;GZMB;NK cells KLRF1+ CD3G-;IFI35;GCH1;MTHFD2L;TLK2;GEM;SOCS2;AKT3;APOL1;IGFBP2;TMEM140
8,IFI6;ALYREF;Immune Cycling cells;DC1;PXK;CASP7;FUT4;OAS3;APOL2;NDC80;USP18;BUB1;PUS1;CRY1;AIM2;MAP3K5;T cells Naive CD4+;IL1R1;IL15;PTMA;RTP4;ILCs;Macrophages CXCL9+ CXCL10+;MVB12B;IFIT5;MCOLN2;SLC25A28;BAG1
9,CCDC92;TRIM5;KIAA0040;WHAMM;MT1X;MT1F;Macrophages Metallothionein;DDX58;HEG1;B4GALT5;ST3GAL4;IFIT1;Mast cells;ERLIN1;PNPT1;CD9
10,PPM1K;B cells;IRF7;SLC16A1;GALNT2;PMM2;STARD5;ARG2;TREX1;PRKD2;MT1G;IFNLR1;C4orf33;SPSB1;SAMD4A;CCL19;HLA-B;IL15RA;SLC25A30;NOD2;CD274;GPX2;MT1M;MT1H;Macrophages PLA2G2D+;TDRD7;OASL;TNFRSF10A;B cells AICDA+ LRMP+;EXT1;Monocytes CHI3L1+ CYP27A1+;B2M;ZNF385B;VEGFC;UPP2;TRIM34;TNFAIP6;TMEM255A;TLR3;TBX3;TAP2;STEAP4;SLC1A1;SERPINE1;SAA1;RNASE4;PHF15;PDGFRL;PADI2;NT5C3;NRN1;NPAS2;NEURL3;MKX;MAP3K14;MAB21L2;LEPR;IL17RB;HESX1;GJA4;G6PC;FZD5;FTSJD2;FNDC4;FFAR2;ENPP1;CYP1B1;CXCL11;CX3CL1;CTCFL;CRP;CREB3L3;CMAHP;CLEC4D;CFB;CES1;CD80;CCNA1;CCL8;C22orf28;C1S;BCL2L14;BATF2;APOBEC3A;ANKRD22;ANGPTL1;AMPH;AHNAK2;ABLIM3;ABTB2;C5orf27;RPL22;IFI27;MICB;HLA-G;HELZ2;STAP1;C10orf10
11,PIM3;SCARB2;PMAIP1;BCL3;NFIL3;EHD4;MAFF;IFI30;MB21D1;ATP10D;JAK2;PI4K2B;CSRNP1;NAMPT;ETV6;TCF7L2;ACSL1;GK;LRG1;PML;TRIM25;IL6ST;CLEC4E;MASTL;Monocytes S100A8+ S100A9+;TMEM51;MYOF;IL1RN;S100A8;LAMP3;THBD;AQP9;NCOA3;SCO2;ADM;Mature DCs;C9orf91;Neutrophils S100A8+ S100A9+;GBA;CXCL10
12,BST2;IFITM3;FAM46A;SPATS2L;IFIT2;BLVRA;MYD88;TIMP1;LGALS3;ALDH1A1;LMO2
13,TYMP;LIPA;LAP3;IMPA2;P2RY6;LGMN;Macrophages;ADAMDEC1;SLC15A3;SECTM1;IDO1;CXCL9;TRIM14;CCR1;SNN;DC2 CD1D-;DC2 CD1D+;GCA;CD163;FCGR1A;TFEC;SERPING1;CCL2;WARS;UNC93B1;RASSF4;MSR1;MAFB;SIRPA;GAK;NCF1;Macrophages LYVE1+
14,CCL4;CEBPD;TRIM38;OGFR;C15orf48;LPCAT1;Macrophages CCL3+ CCL4+;RNF114;C4orf32;SERPINB9;ATF3;PARP12;PFKFB3;RNF19B
