cluster_ID,genes
1,B cells;ISG20;PSMB8;AIM2;ODC1;NCF1;PXK;Immune Cycling cells;B cells AICDA+ LRMP+;RBM25;CD38;C4orf32
2,IRF2;TREX1;WARS;ETV6;NMI;HERC6;PHF11;APOL2;Mast cells;STAP1;MT1G;BCL3;TFEC;IFI6;CPT1A;FAM134B;IFI44;TLK2
3,PPM1K;NCOA3;PMAIP1;HSH2D;CDK17;MCOLN2;BAG1;MICB;PUS1;MB21D1;PARP9;TRIM38;MAX;OGFR;Mature DCs;MX1;GAK;B4GALT5;GCH1;PML;SNN;WHAMM;PRKD2;SPTLC2;SMAD3;KIAA0040;XAF1;PNPT1;GPX2;Macrophages Metallothionein;LPCAT1;ALYREF;IFI35;CASP7;CYTH1;MTHFD2L;HELZ2;TRIM25;IL15;GALNT2;NAPA;SLC16A1;ARNTL;MAP3K5;DC1;GBA;Monocytes S100A8+ S100A9+;ANKFY1;TRAFD1;PARP12;BTN3A3;GBP3;ATP10D;ZNF385B;VEGFC;USP18;UPP2;ULK4;TRIM5;TRIM34;TRIM21;TNFRSF10A;TNFAIP6;TMEM51;TMEM255A;TMEM140;TLR3;THBD;TDRD7;TCF7L2;TBX3;TAP2;STEAP4;ST3GAL4;SPSB1;SOCS2;SLC25A30;SLC25A28;SLC1A1;SIRPA;SERPINE1;SECTM1;SAMD4A;SAA1;S100A8;RTP4;RNF19B;RNASE4;PHF15;PDGFRL;PADI2;OASL;OAS3;NT5C3;NRN1;NPAS2;NOD2;NFIL3;NEURL3;NDC80;MYOF;MVB12B;MT1M;MT1H;MSR1;MKX;MASTL;MAP3K14;MAB21L2;LRG1;LMO2;LEPR;LAMP3;JAK2;IMPA2;IL1RN;IL1R1;IL17RB;IL15RA;IGFBP2;IFNLR1;IFIT5;IFIT3;IFIT2;IFIT1;IDO1;HLA-G;HESX1;HEG1;GK;GJA4;GEM;G6PC;FZD5;FUT4;FTSJD2;FNDC4;FFAR2;FCGR1A;EXT1;ETV7;ERLIN1;ENPP1;DTX3L;DDX60;DDX58;CYP1B1;CXCL9;CXCL11;CX3CL1;CTCFL;CRY1;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CFB;CES1;CD80;CD274;CD163;CCR1;CCNA1;CCL8;CCL2;CCL19;CCDC92;C9orf91;C5orf27;C4orf33;C22orf28;C1S;C10orf10;BUB1;BCL2L14;BATF2;ARG2;AQP9;APOBEC3A;ANKRD22;ANGPTL1;AMPH;ALDH1A1;AKT3;AHNAK2;ADM;ACSL1;ABTB2;ABLIM3;Neutrophils S100A8+ S100A9+;Macrophages LYVE1+;Monocytes CHI3L1+ CYP27A1+;UNC93B1;MT1F;STARD5;APOL1;EHD4;PMM2;PI4K2B;OPTN;DCP1A;IRF7;TRIM14;IRF9;GBP5;T cells CD4+ IL17A+;OAS2;IFI44L;MYD88;Macrophages CXCL9+ CXCL10+;MAFF
4,FNDC3B;ZBP1;COMMD3;DUSP5;CDKN1A;PDK1
5,SP110;DDX3X;DDIT4;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);HLA-F;STAT1;CLEC2B;UBE2L6;GBP2;GBP1;T cells CD8+ KLRG1+;TAP1;HES4;NK cells KLRF1+ CD3G-
6,T cells CD4+ FOSB+;RNF213;SOCS1;CCND3;SUN2;CCDC109B;T cells Naive CD4+;Tregs;FKBP5;IL6ST;TAGAP;MT1X;T cells OGT+;ANXA2R;CSRNP1;ADAR;RBCK1;SLFN5;ARHGEF3
7,MARCKS;IFI30;SPATS2L;BST2;SAMHD1;Macrophages CCL3+ CCL4+;Macrophages;MAFB;IFNGR1;LIPA;CEBPD;ATF3;LGMN;NAMPT;LGALS3
8,CHMP5;ILCs;Macrophages PLA2G2D+;RASSF4;IFI27;PLIN2;TNFSF13B;GBP4;PFKFB3;EPSTI1;DC2 CD1D-;DC2 CD1D+;BLVRA;LAP3;SCO2;GLRX;P2RY6;SERPING1;CXCL10;PIM3;RNF114;SLC15A3;FAM46A;SCARB2
9,PSMB9;EIF3L;IFITM3;VAMP5;GCA;C15orf48;TYMP;PLSCR1
10,IFITM2;HLA-B;CCL4;TNFAIP3;RARRES3;CCL5;HLA-C;LY6E;ISG15;GZMB;T cells CD8+
11,HLA-A;PNRC1;JUNB;CD69;B2M;ELF1;TXNIP;IFI16;HLA-E
12,RGS1;VMP1;SERPINB9;ADAMDEC1;TNFSF10;MCL1;CD9
13,TIMP1;Plasma cells
14,CD74;RPL22;PTMA
